date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY
,revenue,1050582000.0,1168070000.0,1101714000.0,1029520000.0,962072000.0,811113000.0,762415000.0,685173000.0,620255000.0,540506000.0,478237000.0,370340000.0,250082000.0,154290000.0,98091000.0,61789000.0,38403000.0,22655000.0,12260000.0,2564000.0,52000.0
,costOfRevenue,321631000.0,312357000.0,311159000.0,269008000.0,240093000.0,194479000.0,182358000.0,180484000.0,153409000.0,112111000.0,85139000.0,61110000.0,44301000.0,27382000.0,19028000.0,12392000.0,10228000.0,6791000.0,5303000.0,1354000.0,87000.0
,grossProfit,728951000.0,855713000.0,790555000.0,760512000.0,721979000.0,616634000.0,580057000.0,504689000.0,466846000.0,428395000.0,393098000.0,309230000.0,205781000.0,126908000.0,79063000.0,49397000.0,28175000.0,15864000.0,6957000.0,1210000.0,-35000.0
,grossProfitRatio,0.693854454007398,0.732587088102597,0.717568261817495,0.738705416116248,0.750441754879053,0.760231928227016,0.760815304001102,0.736586234425466,0.752667854350227,0.792581395951201,0.821973205753633,0.834989469136469,0.822854103853936,0.822529003823968,0.806016861893548,0.799446503422939,0.733666640627034,0.700242772015008,0.567455138662316,0.47191887675507,-0.673076923076923
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,79838000.0,72380000.0,61695000.0,50425000.0,47999000.0,35851000.0,37986000.0,32209000.0,35296000.0,40703000.0,43479000.0,37581000.0,25943000.0,24581000.0,17747000.0,10386000.0,8348000.0,6310000.0,6107000.0,7331000.0,9011000.0
,GeneralAndAdministrativeExpenses,547195000.0,611181000.0,575836000.0,539913000.0,533624000.0,464530000.0,469648000.0,420064000.0,372416000.0,346757000.0,312122000.0,254997000.0,186822000.0,119579000.0,95426000.0,57608000.0,34467000.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-16854000.0,-5925000.0,-8174000.0,-1542000.0,-305000.0,425000.0,-2411000.0,3101000.0,1047000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,678759000.0,734658000.0,688201000.0,638377000.0,623624000.0,512897000.0,521205000.0,471599000.0,420142000.0,394069000.0,361008000.0,297913000.0,212765000.0,144160000.0,113173000.0,67994000.0,42815000.0,0.0,0.0,0.0,0.0
,costAndExpenses,1000390000.0,1047015000.0,999360000.0,907385000.0,863717000.0,707376000.0,703563000.0,652083000.0,573551000.0,506180000.0,446147000.0,359023000.0,257066000.0,171542000.0,132201000.0,80386000.0,53043000.0,32638000.0,27115000.0,8685000.0,14319000.0
,interestExpense,70466000.0,38525000.0,37857000.0,38021000.0,40520000.0,29078000.0,27911000.0,27178000.0,27710000.0,17933000.0,6672000.0,7116000.0,332000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,51726000.0,51097000.0,50670000.0,48039000.0,42001000.0,12516000.0,13571000.0,19326000.0,12430000.0,6609000.0,5407000.0,5335000.0,23105000.0,12952000.0,8350000.0,4359000.0,2307000.0,1796000.0,1432000.0,0.0,0.0
,EBITDA,101918000.0,172152000.0,153024000.0,170174000.0,140356000.0,116253000.0,72423000.0,52416000.0,59134000.0,40935000.0,37497000.0,16652000.0,16121000.0,-4300000.0,-25760000.0,-14238000.0,-12333000.0,-8187000.0,-13423000.0,-6121000.0,-14267000.0
,EBITDARatio,0.0970109900988214,0.147381578158843,0.138896301580991,0.165294506177636,0.145889288951347,0.14332528266715,0.0949915728310697,0.0765003874933776,0.0953382076726508,0.0757345894402652,0.078406731390503,0.0449640870551385,0.0644628561831719,-0.02786959621492,-0.262613287661457,-0.230429364449983,-0.32114678540739,-0.361377179430589,-1.09486133768352,-2.38728549141966,-274.365384615385
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,50192000.0,121055000.0,102354000.0,122135000.0,98355000.0,103737000.0,58852000.0,33090000.0,46704000.0,34326000.0,32090000.0,11317000.0,-6984000.0,-17252000.0,-34110000.0,-18597000.0,-14640000.0,-9983000.0,-14855000.0,-6121000.0,-14267000.0
,operatingIncomeRatio,0.0477754235271497,0.103636768344363,0.0929043290726995,0.118632955163571,0.102232473245246,0.127894633670031,0.0771915557799886,0.0482943723701897,0.0752980628934874,0.0635071581074031,0.0671006216582991,0.0305584057892747,-0.0279268399964812,-0.111815412534837,-0.347738324616937,-0.300975901859554,-0.381220217170534,-0.440653277422203,-1.21166394779772,-2.38728549141966,-274.365384615385
,totalOtherIncomeExpensesNet,-28743000.0,-3930000.0,-56360000.0,-10329000.0,5782000.0,35771000.0,-43119000.0,3101000.0,-8653000.0,-117289000.0,-264000.0,461000.0,-20876000.0,0.0,-20116000.0,-12897000.0,-47000.0,136000.0,-55000.0,0.0,0.0
,incomeBeforeTax,-47545000.0,80517000.0,8723000.0,74225000.0,64708000.0,112019000.0,-11210000.0,9768000.0,11256000.0,-100064000.0,25914000.0,6169000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
