Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31
Cash and cash equivalents,44500618.0,35174111.0,23463171.0,43700692.0,25404736.0,29058300.0,28690761.0,43636724.0,14614972.0,11436587.0
Short-term investments,0.0,0.0,0.0,0.0,,,,,,
Cash and short-term investments,44500618.0,35174111.0,23463171.0,43700692.0,,,,,,
Receivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,69921142.0,47058633.0,38905835.0,58099770.0,,,,,,
Property, Plant & Equipment Net,42624787.0,41173810.0,36744704.0,36174978.0,34300375.0,35215868.0,25133013.0,23215429.0,16867561.0,17326099.0
Goodwill and Intangible Assets,110030687.0,31381645.0,13306778.0,14137583.0,12214461.0,13081166.0,4325261.0,5052682.0,0.0,0.0
Long-term investments,14000000.0,6000000.0,10000000.0,9000000.0,,,,,,
Tax assets,9674788.0,7317096.0,9578350.0,13820679.0,16106498.0,21868076.0,7139545.0,7244029.0,455074.0,178574.0
Total non-current assets,,,,,,,,,,
Total assets,2950007095.0,2105613452.0,1709019630.0,1510088889.0,1227519004.0,1167223124.0,861856477.0,811042301.0,401909950.0,357218526.0
Payables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Short-term debt,0.0,0.0,0.0,5874560.0,,,,,,
Total current liabilities,2527078470.0,1849144669.0,1509333130.0,1352927449.0,,,,,,
Long-term debt,38000000.0,38000000.0,38000000.0,4000000.0,,,,,,
Total debt,266556147.0,230718901.0,221276459.0,117150564.0,66990172.0,55623199.0,44097817.0,44957136.0,22041279.0,32604006.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,2157375.0,18706.0,3615677.0,0.0,0.0,0.0,475687.0,0.0,175543.0
Deposit Liabilities,2296048899.0,1652903369.0,1325880532.0,1235879966.0,1015739406.0,974359486.0,735457818.0,690767785.0,340527186.0,286347792.0
Total non-current liabilities,,,,,,,,,,
Total liabilities,2579236561.0,1897886266.0,1558352845.0,1366100000.0,1091992367.0,1040673806.0,786603316.0,742545663.0,364251200.0,320586395.0
Other comprehensive income,-5529240.0,-2335249.0,-4977308.0,38200.0,-147250.0,-3359823.0,2469758.0,2388972.0,272956.0,368880.0
Retained earnings (deficit),82628356.0,61054487.0,48842026.0,38290876.0,30067798.0,24879275.0,18531387.0,12093742.0,7535268.0,6498446.0
Total shareholders equity,370770534.0,207727186.0,150666785.0,143730708.0,135264304.0,126249395.0,74861614.0,68039966.0,37053758.0,35940904.0
Investments,2651649203.0,1928096030.0,1577402192.0,1354795224.0,1098613489.0,1027102884.0,770301594.0,704928543.0,357252444.0,316816876.0
Net Debt,-6500618.0,,,,,,,,,
Other Assets,25420524.0,,,,,,,,,
Other Liabilities,2527078470.0,1849144669.0,1509333130.0,1347052889.0,,,,,,
