Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Depreciation & Amortization,9000.0,218000.0,326000.0,416000.0
Stock-based compensation,6971000.0,586000.0,957000.0,1513000.0
Operating Cash Flow,-25667000.0,-13222000.0,-13267000.0,-36384000.0
Capital Expenditure,-9000.0,0.0,0.0,0.0
Acquisitions and disposals,0.0,0.0,0.0,0.0
Investment purchases and sales,0.0,0.0,0.0,0.0
Investing Cash flow,-9000.0,0.0,0.0,0.0
Issuance (repayment) of debt,-3873000.0,14321000.0,13267000.0,36384000.0
Issuance (buybacks) of shares,124010000.0,0.0,0.0,0.0
Dividend payments,0.0,0.0,0.0,0.0
Financing Cash Flow,118838000.0,13035000.0,13267000.0,36384000.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,93162000.0,-187000.0,0.0,0.0
Free Cash Flow,-25676000.0,-13222000.0,-13267000.0,-36384000.0
Net Cash/Marketcap,0.2349,-0.7789,-0.7789,-0.7789
