Date,2017-12,2016-12,2015-12,2014-12,2013-12
Cash and cash equivalents,7000000.0,13000000.0,6000000.0,5000000.0,5000000.0
Short-term investments,,,,,
Cash and short-term investments,,,,,
Receivables,5000000.0,5000000.0,3000000.0,3000000.0,2000000.0
Inventories,,,,,
Total current assets,76000000.0,78000000.0,72000000.0,74000000.0,63000000.0
Property, Plant & Equipment Net,4000000.0,2000000.0,2000000.0,1000000.0,1000000.0
Goodwill and Intangible Assets,72000000,75000000,66000000,69000000,54000000
Long-term investments,,,,,
Tax assets,,,,,
Total non-current assets,78000000.0,72000000.0,48000000.0,46000000.0,17000000.0
Total assets,193000000.0,187000000.0,149000000.0,144000000.0,122000000.0
Payables,3000000.0,3000000.0,2000000.0,2000000.0,2000000.0
Short-term debt,3000000.0,8000000.0,3000000.0,2000000.0,11000000.0
Total current liabilities,116000000.0,105000000.0,80000000.0,73000000.0,76000000.0
Long-term debt,13000000.0,14000000.0,13000000.0,15000000.0,8000000.0
Total debt,13000000.0,14000000.0,13000000.0,15000000.0,8000000.0
Deferred revenue,0000000.0,1000000.0,1000000.0,1000000.0,1000000.0
Tax Liabilities,1000000.0,1000000.0,0000000.0,0000000.0,0000000.0
Deposit Liabilities,,,,,
Total non-current liabilities,78000000.0,72000000.0,48000000.0,46000000.0,17000000.0
Total liabilities,194000000.0,177000000.0,128000000.0,120000000.0,93000000.0
Other comprehensive income,,,,,
Retained earnings (deficit),-32000000.0,-29000000.0,-20000000.0,-19000000.0,-12000000.0
Total shareholders equity,-1000000.0,10000000.0,20000000.0,25000000.0,29000000.0
Investments,,,,,
Net Debt,9000000,9000000,10000000,12000000,14000000
Other Assets,103000000,87000000,72000000,66000000,59000000
Other Liabilities,168000000,148000000,103000000,93000000,61000000
