date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY
,revenue,6666000000.0,6179000000.0,6428000000.0,6668000000.0,6911000000.0,6590000000.0,5774000000.0,5748000000.0,6135000000.0,7765000000.0,5537000000.0,22884000000.0,14299000000.0,20163000000.0,20161000000.0,20534000000.0,20140000000.0,17676000000.0,11528000000.0,9621000000.0,13692000000.0,12128000000.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10441000000.0,14406000000.0,15560000000.0,13106000000.0,9659000000.0,7564000000.0,6834000000.0,7729000000.0,8295000000.0,6526000000.0,5787000000.0
,grossProfit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22884000000.0,14299000000.0,20163000000.0,20161000000.0,20534000000.0,20140000000.0,17676000000.0,11528000000.0,9621000000.0,13692000000.0,12128000000.0
,grossProfitRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,1969000000.0,1870000000.0,1824000000.0,1702000000.0,1602000000.0,1778000000.0,1886000000.0,2292000000.0,4036000000.0,4594000000.0,5572000000.0,18147000000.0,16105000000.0,17935000000.0,16682000000.0,16278000000.0,15756000000.0,14735000000.0,8729000000.0,7065000000.0,11205000000.0,10189000000.0
,SellingAndMarketingExpenses,180000000.0,172000000.0,133000000.0,112000000.0,107000000.0,111000000.0,136000000.0,150000000.0,191000000.0,171000000.0,200000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64000000.0,123000000.0,-665000000.0,8734000000.0,7739000000.0,5341000000.0,5244000000.0,4994000000.0,3932000000.0,4215000000.0,0.0,0.0,0.0,0.0
