date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-27514000.0,-32900000.0,-23138000.0,-29727000.0,-25632000.0,-21103000.0,-25451000.0,-18324000.0,-7756000.0
,depreciationAndAmortization,34000.0,47000.0,49000.0,48000.0,25000.0,474000.0,657000.0,640000.0,649000.0
,deferredIncomeTax,-36000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,2572000.0,3732000.0,3469000.0,5600000.0,45000.0,1720000.0,1663000.0,2648000.0,241000.0
,changeInWorkingCapital,49147000.0,-15116000.0,-10704000.0,53703000.0,-58766000.0,-17591000.0,26636000.0,3083000.0,266000.0
,accountsReceivables,117000.0,0.0,0.0,0.0,0.0,0.0,0.0,118000.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,44902000.0,-4245000.0,10871000.0,21575000.0,-32128000.0,26638000.0,44229000.0,17593000.0,14510000.0
,otherNonCashItems,-50160000.0,17335000.0,4291000.0,-51761000.0,58991000.0,16920000.0,-21522000.0,2014000.0,-950000.0
,netCashProvidedByOperatingActivites,-25957000.0,-26902000.0,-26033000.0,-22137000.0,-25337000.0,-19580000.0,-18017000.0,-9939000.0,-7550000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,25000.0,-100000.0,0.0,-64000.0,-144000.0,-12000.0,-227000.0,-116000.0,-130000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,-418000.0,-35392000.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,30052000.0,53000.0,0.0,0.0
,otherInvestingActivites,0.0,15000.0,0.0,0.0,0.0,70000.0,-1238000.0,2000.0,-6000.0
,netCashUsedForInvestingActivites,25000.0,-85000.0,0.0,-64000.0,-144000.0,29692000.0,-36804000.0,-114000.0,-136000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,48518000.0,15254000.0,15034000.0,49165000.0,0.0,0.0,46689000.0,13750000.0,9883000.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,303000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,25176000.0,-437000.0,872000.0,-1402000.0,25618000.0,16000.0,198000.0,0.0,2411000.0
,netCashUsedProvidedByFinancingActivities,73997000.0,14817000.0,15906000.0,47763000.0,25618000.0,16000.0,46887000.0,13750000.0,12294000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,115000.0,-223000.0,674000.0,-618000.0,251000.0,-30000.0,-193000.0,-24000.0,-4000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,48180000.0,-12393000.0,-9453000.0,24944000.0,388000.0,10098000.0,-8127000.0,3673000.0,4604000.0
,cashAtEndOfPeriod,52071000.0,3891000.0,16284000.0,25737000.0,793000.0,20966000.0,10868000.0,18995000.0,15322000.0
,cashAtBeginningOfPeriod,3891000.0,16284000.0,25737000.0,793000.0,405000.0,10868000.0,18995000.0,15322000.0,10718000.0
,operatingCashFlow,-25957000.0,-26902000.0,-26033000.0,-22137000.0,-25337000.0,-19580000.0,-18017000.0,-9939000.0,-7550000.0
,capitalExpenditure,25000.0,-100000.0,0.0,-64000.0,-144000.0,-12000.0,-227000.0,-116000.0,-130000.0
,freeCashFlow,-25957000.0,-27002000.0,-26033000.0,-22201000.0,-25481000.0,-19592000.0,-18244000.0,-10055000.0,-7680000.0
