date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY
,revenue,57994000.0,43103000.0,30434000.0,26117000.0,16479000.0,6044000.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,150408000.0,108413000.0,89115000.0,67647000.0,31840000.0,11170000.0
,GeneralAndAdministrativeExpenses,44169000.0,41058000.0,32189000.0,28025000.0,16798000.0,8283000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,0.0,149471000.0,121304000.0,95672000.0,48638000.0,0.0
,costAndExpenses,194577000.0,149471000.0,121304000.0,95672000.0,48638000.0,19453000.0
,interestExpense,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,6311000.0,5587000.0,4464000.0,2994000.0,1104000.0,328000.0
,EBITDA,-130272000.0,-100781000.0,-86406000.0,-66561000.0,-31055000.0,-13081000.0
,EBITDARatio,-2.24630134151809,-2.33814351669257,-2.83912729184465,-2.54856989700195,-1.88451969172887,-2.16429516876241
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-136583000.0,-106368000.0,-90870000.0,-69555000.0,-32159000.0,-13409000.0
,operatingIncomeRatio,-2.3551229437528,-2.46776326473795,-2.98580534928041,-2.66320787226711,-1.95151404818254,-2.21856386499007
,totalOtherIncomeExpensesNet,0.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTax,-134231000.0,-99533000.0,-85343000.0,-67543000.0,-31634000.0,-13409000.0
,incomeBeforeTaxRatio,-2.31456702417491,-2.309189615572,-2.80419925083788,-2.58616992763334,-1.91965531889071,-2.21856386499007
,incomeTaxExpense,0.0,0.0,0.0,0.0,0.0,-1012000.0
,netIncome,-134231000.0,-99533000.0,-85343000.0,-67543000.0,-31634000.0,-12397000.0
,netIncomeRatio,-2.31456702417491,-2.309189615572,-2.80419925083788,-2.58616992763334,-1.91965531889071,-2.05112508272667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-2.4,-2.11,-1.98,-1.88,-1.42,-0.7
,EPSDiluted,-2.4,-2.11,-1.98,-1.88,-1.42,-0.7
,weightedAverageShsOut,55987000.0,47247000.0,43069000.0,36006000.0,22222000.0,17664000.0
,weightedAverageShsOutDil,55987000.0,47247000.0,43069000.0,36006000.0,22222000.0,17664000.0
