date,,2021-01-03_FY,2019-12-29_FY,2018-12-30_FY,2017-12-31_FY,2017-01-01_FY,2016-01-03_FY,2014-12-28_FY,2013-12-29_FY,2012-12-30_FY,2012-01-01_FY,2011-01-02_FY,2010-01-03_FY,2008-12-28_FY,2007-12-30_FY,2006-12-31_FY,2006-01-01_FY,2005-01-02_FY,2003-12-28_FY,2002-12-29_FY,2001-12-31_FY,2000-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,55940000.0,8445000.0,-3531000.0,1104000.0,16886000.0,15297000.0,14876000.0,27900000.0,14900000.0,11700000.0,20600000.0,21800000.0,13900000.0,28100000.0,30835000.0,27500000.0,242600000.0,23400000.0,17300000.0,14965000.0,10301000.0
,depreciationAndAmortization,18450000.0,19537000.0,19538000.0,19222000.0,19130000.0,21410000.0,21505000.0,20190000.0,18900000.0,18540000.0,18630000.0,19400000.0,19140000.0,17690000.0,17266000.0,15530000.0,12300000.0,10830000.0,10040000.0,13963000.0,9464000.0
,deferredIncomeTax,-212000.0,1046000.0,-578000.0,9527000.0,-297000.0,415000.0,1747000.0,-860000.0,-3050000.0,200000.0,-2790000.0,2680000.0,-870000.0,-3690000.0,-2944000.0,-1320000.0,-1310000.0,-760000.0,4190000.0,806000.0,0.0
,stockBasedCompensation,1714000.0,1926000.0,2192000.0,2301000.0,2319000.0,2235000.0,1924000.0,1877000.0,1736000.0,1798000.0,1727000.0,2139000.0,1898000.0,2208000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-10242000.0,-56425000.0,7308000.0,30199000.0,-35038000.0,-21679000.0,24989000.0,18700000.0,-6900000.0,26100000.0,10200000.0,-8700000.0,-3700000.0,31451000.0,8449000.0,20600000.0,-9500000.0,9200000.0,6508000.0,66292000.0,0.0
,accountsReceivables,-6193000.0,1334000.0,2535000.0,1314000.0,1980000.0,1500000.0,621000.0,-1004000.0,-2441000.0,2144000.0,-1602000.0,3213000.0,-1684000.0,-1781000.0,0.0,-791000.0,2543000.0,-2465000.0,-828000.0,0.0,0.0
,inventory,58135000.0,-15202000.0,18525000.0,-19586000.0,5127000.0,10642000.0,-9136000.0,-30602000.0,-6072000.0,-10061000.0,-23306000.0,2051000.0,19672000.0,-23707000.0,-5449000.0,-17030000.0,-21095000.0,-10026000.0,-5849000.0,5301000.0,0.0
,accountsPayables,9243000.0,1050000.0,-16930000.0,-3903000.0,18995000.0,-7368000.0,-349000.0,4234000.0,12853000.0,-19789000.0,10070000.0,1564000.0,-6972000.0,-47000.0,0.0,-3187000.0,7442000.0,2708000.0,1330000.0,0.0,0.0
,otherWorkingCapital,107812000.0,118054000.0,174479000.0,167171000.0,136972000.0,172010000.0,193689000.0,168700000.0,150000000.0,156900000.0,130800000.0,120600000.0,129300000.0,133000000.0,101549000.0,93100000.0,72500000.0,82000000.0,72800000.0,66292000.0,0.0
,otherNonCashItems,0.0,64275000.0,3237000.0,154000.0,2066000.0,2467000.0,3071000.0,470000.0,1970000.0,3890000.0,1550000.0,2090000.0,1980000.0,2290000.0,2197000.0,410000.0,2550000.0,4170000.0,7160000.0,0.0,0.0
,netCashProvidedByOperatingActivites,148743000.0,14280000.0,24519000.0,-4384000.0,73671000.0,39645000.0,28535000.0,26290000.0,39600000.0,2220000.0,29870000.0,54090000.0,39500000.0,24660000.0,42466000.0,32200000.0,39150000.0,33420000.0,32910000.0,31521000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-1750000.0,-9363000.0,-15460000.0,-16462000.0,-14109000.0,-24567000.0,-22565000.0,-22035000.0,-12901000.0,-12990000.0,-15628000.0,-5764000.0,-20447000.0,-20769000.0,-16471000.0,-29644000.0,-21445000.0,-10482000.0,-10207000.0,-10510000.0,-11787000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,-428000.0,0.0,-1610000.0,-4180000.0,-2529000.0,-75000.0,-3518000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,167000.0,428000.0,0.0,1610000.0,4180000.0,2629000.0,75000.0,3769000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-5360000.0,-9196000.0,-15460000.0,-16462000.0,-14109000.0,-24567000.0,-22465000.0,-22040000.0,-12650000.0,-11990000.0,-15620000.0,-5760000.0,-20400000.0,-20770000.0,-16248000.0,-34650000.0,-21450000.0,-11230000.0,-11000000.0,-10510000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-2858000.0,-2547000.0,-2033000.0,-219142000.0,-1516000.0,-1599000.0,-1602000.0,-1807000.0,-1815000.0,-2102000.0,-2065000.0,-2284000.0,-1751000.0,-2103000.0,0.0,-1776000.0,22899000.0,14908000.0,11850000.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,-397000.0,-7728000.0,-643000.0,-4033000.0,-2408000.0,4510000.0,-2030000.0,-670000.0,760000.0,430000.0,-5310000.0,-13710000.0,-1279000.0,210000.0,230000.0,0.0,11440000.0,-1000.0,0.0
,dividendsPaid,-5470000.0,-4398000.0,-10660000.0,-12985000.0,-11478000.0,-8808000.0,-8888000.0,-8790000.0,-6470000.0,-6530000.0,-4330000.0,-4300000.0,-7780000.0,-8080000.0,-7717000.0,-6350000.0,-1590000.0,0.0,0.0,0.0,0.0
