date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,revenue,7719000000.0,8201000000.0,8686000000.0,8031000000.0,7499000000.0,7360000000.0,7637000000.0,6860000000.0,7486000000.0,7930000000.0,9616000000.0,8255000000.0,12352000000.0,10558000000.0,11812900000.0,12583600000.0,12461300000.0,16834100000.0,5608400000.0,11034700000.0,10398000000.0,8593100000.0,7658300000.0,4409600000.0,3531200000.0,2855700000.0,1751100000.0
,costOfRevenue,1545000000.0,3780000000.0,4569000000.0,4036000000.0,3488000000.0,3517000000.0,4192000000.0,3842000000.0,4252000000.0,5550000000.0,7185000000.0,6081000000.0,9156000000.0,8079000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,6174000000.0,4421000000.0,4117000000.0,3995000000.0,4011000000.0,3843000000.0,3445000000.0,3018000000.0,3234000000.0,2380000000.0,2431000000.0,2174000000.0,3196000000.0,2479000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.799844539448115,0.539080599926838,0.473981119042137,0.497447391358486,0.53487131617549,0.522146739130435,0.451093361267513,0.439941690962099,0.432006411969009,0.300126103404792,0.252807820299501,0.2633555420957,0.258743523316062,0.23479825724569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,466000000.0,558000000.0,569000000.0,608000000.0,723000000.0,741000000.0,661000000.0,512000000.0,571000000.0,512000000.0,719000000.0,512000000.0,653000000.0,632000000.0,581300000.0,480300000.0,475300000.0,499200000.0,723900000.0,934900000.0,1138300000.0,1372600000.0,1204900000.0,831000000.0,626900000.0,526500000.0,257200000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,860000000.0,33000000.0,92000000.0,-2000000.0,74000000.0,102000000.0,31000000.0,0.0,-2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,1326000000.0,2034000000.0,2143000000.0,2273000000.0,2445000000.0,2645000000.0,2108000000.0,1643000000.0,1622000000.0,512000000.0,695000000.0,693000000.0,653000000.0,632000000.0,10774000000.0,11351300000.0,11227000000.0,15656000000.0,4644400000.0,8613800000.0,8627900000.0,7730600000.0,6737300000.0,3451000000.0,2691000000.0,2268600000.0,1444900000.0
,costAndExpenses,5517000000.0,5814000000.0,6712000000.0,6309000000.0,5933000000.0,6162000000.0,6300000000.0,5485000000.0,5874000000.0,6062000000.0,7880000000.0,6774000000.0,9809000000.0,8711000000.0,10774000000.0,11351300000.0,11227000000.0,15656000000.0,4644400000.0,8613800000.0,8627900000.0,7730600000.0,6737300000.0,3451000000.0,2691000000.0,2268600000.0,1444900000.0
,interestExpense,1172000000.0,1186000000.0,1112000000.0,1083000000.0,1179000000.0,1044000000.0,747000000.0,510000000.0,509000000.0,598000000.0,632000000.0,585000000.0,594000000.0,653000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,1721000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,EBITDA,3923000000.0,4509000000.0,4187000000.0,3890000000.0,3800000000.0,3373000000.0,5232000000.0,2324000000.0,2477000000.0,3507000000.0,3294000000.0,2950000000.0,3679000000.0,2839000000.0,1843700000.0,2019500000.0,2068000000.0,1886000000.0,2230700000.0,3359600000.0,1947300000.0,1553000000.0,1756400000.0,1485600000.0,1193400000.0,878800000.0,376300000.0
,EBITDARatio,0.508226454203912,0.5498109986587,0.482040064471563,0.484373054414145,0.506734231230831,0.458288043478261,0.685085766662302,0.338775510204082,0.330884317392466,0.442244640605296,0.342554076539101,0.357359176256814,0.297846502590674,0.268895624171245,0.156075138196379,0.160486665183254,0.165953792942951,0.112034501398946,0.397742671706726,0.304457755987929,0.187276399307559,0.180726396760191,0.229345938393638,0.336901306240929,0.337958767557771,0.307735406380222,0.214893495517104
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,2202000000.0,2387000000.0,1974000000.0,1722000000.0,1566000000.0,1198000000.0,1337000000.0,1375000000.0,1612000000.0,1868000000.0,1736000000.0,1481000000.0,2543000000.0,1847000000.0,1038900000.0,1232300000.0,1234300000.0,1178100000.0,964000000.0,2420900000.0,1770100000.0,862500000.0,921000000.0,958600000.0,840200000.0,587100000.0,306200000.0
,operatingIncomeRatio,0.2852701127089,0.291062065601756,0.227262261109832,0.214419125887187,0.208827843712495,0.162771739130435,0.175068744271311,0.200437317784257,0.215335292546086,0.235561160151324,0.180532445923461,0.179406420351302,0.205877590673575,0.174938435309718,0.0879462282758679,0.0979290505101879,0.0990506608459791,0.0699829512715262,0.171885029598459,0.219389743264429,0.170234660511637,0.100371228078342,0.120261676873458,0.217389332365747,0.237936112369733,0.205588822355289,0.174861515618754
