Date,2018-12,2017-12,2016-12,2015-12,2014-12
Cash and cash equivalents,1000000.0,2000000.0,3000000.0,3000000.0,3000000.0
Short-term investments,000000.0,000000.0,000000.0,000000.0,2000000.0
Cash and short-term investments,000000.0,000000.0,000000.0,000000.0,2000000.0
Receivables,37000000.0,11000000.0,9000000.0,11000000.0,11000000.0
Inventories,,,,,
Total current assets,276000000.0,317000000.0,349000000.0,345000000.0,343000000.0
Property, Plant & Equipment Net,248000000.0,296000000.0,307000000.0,313000000.0,310000000.0
Goodwill and Intangible Assets,21000000,17000000,20000000,8000000,8000000
Long-term investments,000000.0,000000.0,21000000.0,19000000.0,20000000.0
Tax assets,,,,,
Total non-current assets,281000000.0,313000000.0,330000000.0,251000000.0,222000000.0
Total assets,323000000.0,341000000.0,376000000.0,365000000.0,364000000.0
Payables,4000000.0,4000000.0,3000000.0,5000000.0,8000000.0
Short-term debt,,,,,
Total current liabilities,49000000.0,24000000.0,21000000.0,27000000.0,22000000.0
Long-term debt,266000000.0,311000000.0,324000000.0,245000000.0,216000000.0
Total debt,266000000.0,311000000.0,324000000.0,245000000.0,216000000.0
Deferred revenue,2000000.0,000000.0,000000.0,000000.0,000000.0
Tax Liabilities,,,,,
Deposit Liabilities,,,,,
Total non-current liabilities,281000000.0,313000000.0,330000000.0,251000000.0,222000000.0
Total liabilities,330000000.0,336000000.0,350000000.0,278000000.0,244000000.0
Other comprehensive income,625000000.0,708000000.0,725000000.0,698000000.0,730000000.0
Retained earnings (deficit),,,,,
Total shareholders equity,-7000000.0,5000000.0,26000000.0,87000000.0,120000000.0
Investments,000000.0,000000.0,21000000.0,19000000.0,20000000.0
Net Debt,265000000,309000000,321000000,242000000,213000000
Other Assets,14000000,12000000,14000000,9000000,9000000
Other Liabilities,20000000,15000000,18000000,20000000,16000000
