date,,2020-06-28_FY,2019-06-30_FY,2018-07-01_FY,2017-07-02_FY,2016-07-03_FY,2015-06-28_FY,2014-06-29_FY,2013-06-30_FY,2012-07-01_FY,2011-07-03_FY,2010-06-27_FY,2009-06-28_FY,2008-06-29_FY,2007-07-01_FY,2006-07-02_FY,2005-07-03_FY,2004-06-27_FY,2003-06-29_FY,2002-06-30_FY,2001-07-01_FY,2000-07-02_FY,1999-06-30_FY,1998-06-30_FY
,revenue,1489637000.0,1248623000.0,1151921000.0,1193625000.0,1173024000.0,1121506000.0,756300000.0,735497000.0,716300000.0,689800000.0,667700000.0,714000000.0,919400000.0,912600000.0,781700000.0,670700000.0,604000000.0,565600000.0,497205000.0,442200000.0,385300000.0,295900000.0,220600000.0
,costOfRevenue,867441000.0,722502000.0,662896000.0,673344000.0,655566000.0,634311000.0,440700000.0,430305000.0,422300000.0,409700000.0,401900000.0,432700000.0,525600000.0,520100000.0,456100000.0,395000000.0,351100000.0,324600000.0,293269000.0,267800000.0,237500000.0,179700000.0,137000000.0
,grossProfit,622196000.0,526121000.0,489025000.0,520281000.0,517458000.0,487195000.0,315700000.0,305192000.0,294000000.0,280100000.0,265800000.0,281200000.0,393800000.0,392500000.0,325600000.0,275700000.0,252900000.0,241100000.0,203936000.0,174500000.0,147800000.0,116200000.0,83600000.0
,grossProfitRatio,0.417682965715809,0.421360971245925,0.424529980788613,0.435883129123468,0.441131639250348,0.434411407518105,0.417426946978712,0.414946627926423,0.410442552003351,0.406059727457234,0.398082971394339,0.393837535014006,0.428322819229933,0.430089853166776,0.41652807982602,0.411063068435962,0.418708609271523,0.426272984441301,0.410164821351354,0.394617819990954,0.383597196989359,0.392700236566408,0.378966455122393
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,48698000.0,43758000.0,39258000.0,38903000.0,39234000.0,34745000.0,22500000.0,21700000.0,20500000.0,20400000.0,18000000.0,20600000.0,21500000.0,21300000.0,19800000.0,14800000.0,13800000.0,13900000.0,13723000.0,16900000.0,16800000.0,8100000.0,1800000.0
,GeneralAndAdministrativeExpenses,97394000.0,87654000.0,77440000.0,84116000.0,84383000.0,85908000.0,54753000.0,52188000.0,51988000.0,50742000.0,49560000.0,224400000.0,314500000.0,318300000.0,283600000.0,234500000.0,202700000.0,199600000.0,178817000.0,181400000.0,190100000.0,0.0,0.0
,SellingAndMarketingExpenses,363227000.0,319636000.0,298810000.0,317527000.0,318175000.0,299801000.0,194847000.0,186720000.0,182512000.0,174758000.0,172640000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,13000.0,644000.0,-462000.0,-24000.0,-16000.0,24000.0,19848000.0,0.0,19576000.0,41139000.0,39330000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
