date,,2020-09-26_FY,2019-09-28_FY,2018-09-29_FY,2017-09-30_FY,2016-09-24_FY,2015-09-26_FY,2014-09-27_FY,2013-09-28_FY,2012-09-29_FY,2011-09-24_FY,2010-09-25_FY,2009-09-26_FY,2008-09-27_FY,2007-09-29_FY,2006-09-30_FY,2005-09-24_FY,2004-09-25_FY,2003-09-27_FY,2002-09-28_FY,2001-09-29_FY,2000-09-30_FY,1999-09-25_FY,1998-09-26_FY,1997-09-27_FY,1996-09-28_FY,1995-09-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,1110000.0,-203600000.0,-111300000.0,755500000.0,330800000.0,131600000.0,17300000.0,-1172800000.0,-73600000.0,157200000.0,-62800000.0,-2216600000.0,-415600000.0,94600000.0,27423000.0,28300000.0,12200000.0,2900000.0,200000.0,-20900000.0,-18619000.0,-3700000.0,10400000.0,17700000.0,11400000.0,1900000.0
,depreciationAndAmortization,83000.0,463100000.0,480300000.0,449200000.0,465400000.0,491400000.0,523200000.0,516000000.0,345800000.0,304700000.0,294800000.0,273900000.0,172900000.0,31200000.0,16133000.0,7600000.0,7600000.0,7400000.0,7500000.0,8700000.0,4420000.0,3500000.0,1900000.0,1300000.0,900000.0,600000.0
,deferredIncomeTax,-94000.0,-235700000.0,-477300000.0,-357200000.0,-155800000.0,-148800000.0,-243100000.0,-198000000.0,-155200000.0,-48100000.0,-121700000.0,-27000000.0,-28500000.0,5900000.0,-5797000.0,-100000.0,-2400000.0,-1300000.0,3900000.0,300000.0,-10546000.0,-2100000.0,-2500000.0,200000.0,-1100000.0,0.0
,stockBasedCompensation,83000.0,62000000.0,65000000.0,68200000.0,65400000.0,59300000.0,50000000.0,52307000.0,40572000.0,35472000.0,34160000.0,32939000.0,0.0,6104000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-722017000.0,402400000.0,707500000.0,-811600000.0,102300000.0,-623600000.0,410000000.0,-366000000.0,68000000.0,177000000.0,167000000.0,137000000.0,133000000.0,104257000.0,-56257000.0,49000000.0,19000000.0,5000000.0,54000000.0,-8022000.0,-36978000.0,-10000000.0,-13000000.0,16000000.0,77600000.0,-900000.0
,accountsReceivables,-427000.0,-76500000.0,-38200000.0,-41500000.0,-31800000.0,-30300000.0,7900000.0,4102000.0,-11005000.0,-17131000.0,-20211000.0,57581000.0,0.0,-39270000.0,0.0,-9310000.0,48409000.0,0.0,3000000.0,9000000.0,0.0,1000000.0,0.0,-7000000.0,-8000000.0,0.0
,inventory,-25000.0,-63000000.0,-50600000.0,-11600000.0,7600000.0,43900000.0,-44700000.0,25165000.0,-12174000.0,-32158000.0,-5247000.0,1167000.0,0.0,-7997000.0,-23023000.0,-4381000.0,40174000.0,0.0,1000000.0,1000000.0,836000.0,2000000.0,-7000000.0,-2000000.0,-2000000.0,-2400000.0
,accountsPayables,-4000.0,-5500000.0,23900000.0,-10600000.0,40100000.0,25500000.0,11800000.0,-6406000.0,3768000.0,2589000.0,7151000.0,-12881000.0,0.0,14265000.0,0.0,3623000.0,10546000.0,0.0,7000000.0,-2000000.0,0.0,-1000000.0,0.0,-1000000.0,0.0,0.0
,otherWorkingCapital,983000.0,723000000.0,320600000.0,-386900000.0,424700000.0,322400000.0,946000000.0,536000000.0,902000000.0,834000000.0,657000000.0,490000000.0,353000000.0,220000000.0,115743000.0,172000000.0,123000000.0,104000000.0,99000000.0,45000000.0,53022000.0,90000000.0,100000000.0,113000000.0,97000000.0,19400000.0
,otherNonCashItems,0.0,782000000.0,867400000.0,58200000.0,101400000.0,224100000.0,166500000.0,1284100000.0,225100000.0,55500000.0,347900000.0,2463400000.0,650200000.0,-15300000.0,-3549000.0,8500000.0,900000.0,200000.0,300000.0,-1000000.0,0.0,200000.0,300000.0,300000.0,-300000.0,-100000.0
,netCashProvidedByOperatingActivites,701000.0,649500000.0,732900000.0,8300000.0,798200000.0,796800000.0,508400000.0,493800000.0,370200000.0,456000000.0,456700000.0,550500000.0,362200000.0,153900000.0,31124000.0,45200000.0,26600000.0,4700000.0,7000000.0,-10300000.0,-677000.0,2300000.0,14600000.0,12600000.0,1100000.0,1500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-98000.0,-57000000.0,-58400000.0,-107600000.0,-47300000.0,48100000.0,-44300000.0,-48954000.0,-33149000.0,-27785000.0,-28010000.0,-31357000.0,-78900000.0,-22840000.0,-40583000.0,-7699000.0,-7200000.0,-9200000.0,-6100000.0,-4300000.0,-5821000.0,-8900000.0,-22600000.0,-2100000.0,-2400000.0,-800000.0
,acquisitionsNet,-119000.0,-110600000.0,-76500000.0,307000000.0,0.0,0.0,0.0,-6273000.0,-3762403000.0,-198744000.0,-84322000.0,0.0,2584947000.0,-9793000.0,-172000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,-200100000.0,-275800000.0,0.0,-250000000.0,0.0,0.0,-3725000.0,-250000.0,-99000.0,-795000.0,-550000.0,0.0,-1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,-20938000.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,87100000.0,0.0,0.0,0.0,2104000.0,0.0,0.0,678000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50074000.0,0.0,0.0,0.0,0.0,1000000.0
,otherInvestingActivites,0.0,87000000.0,215500000.0,-600000.0,228900000.0,-134200000.0,-22700000.0,75602000.0,-54982000.0,-39959000.0,45469000.0,0.0,0.0,0.0,-765000.0,0.0,0.0,0.0,0.0,0.0,-5218000.0,0.0,0.0,0.0,0.0,-200000.0
,netCashUsedForInvestingActivites,-141000.0,-280700000.0,-195200000.0,285800000.0,-68400000.0,-86100000.0,-67000000.0,18800000.0,-3850800000.0,-266600000.0,-67000000.0,-65600000.0,-2677100000.0,-59900000.0,-206676000.0,-14300000.0,-7400000.0,-7900000.0,25100000.0,-4700000.0,-12101000.0,-11100000.0,-600000.0,-12100000.0,-50600000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
