date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY
,revenue,295307000.0,335001000.0,207742000.0,177984000.0,1535000.0,0.0,0.0,0.0,0.0
,costOfRevenue,295908000.0,145336000.0,7768000.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,-601000.0,189665000.0,199974000.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,-0.00203517017883084,0.566162489067197,0.962607465028738,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,218485000.0,322969000.0,291007000.0,230893000.0,115785000.0,43016000.0,25398000.0,10781600.0,5632000.0
,GeneralAndAdministrativeExpenses,157356000.0,149455000.0,87061000.0,27008000.0,22210000.0,18497000.0,12542000.0,5151621.0,2891000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,1856000.0,-794000.0,81000.0,204000.0,-188000.0,287000.0,700000.0,1049844.0,1971000.0
,operatingExpenses,375841000.0,475953000.0,378135000.0,257901000.0,137995000.0,61513000.0,37940000.0,0.0,0.0
,costAndExpenses,671749000.0,621289000.0,385903000.0,257901000.0,137995000.0,61513000.0,37940000.0,15933221.0,8523000.0
,interestExpense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,703569.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,33590000.0,38646000.0,2421000.0,617000.0,296000.0,96000.0,49000.0,1282.0,0.0
,EBITDA,-342852000.0,-247642000.0,-175740000.0,-79300000.0,-136164000.0,-61417000.0,-37891000.0,-14882095.0,-8523000.0
,EBITDARatio,-1.1610019403536,-0.739227644096585,-0.845953153430698,-0.44554566702625,-88.7061889250814,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-376442000.0,-286288000.0,-178161000.0,-79917000.0,-136460000.0,-61513000.0,-37940000.0,-15933221.0,-8523000.0
,operatingIncomeRatio,-1.27474797414216,-0.85458849376569,-0.857607031799058,-0.449012270765912,-88.8990228013029,0.0,0.0,0.0,0.0
,totalOtherIncomeExpensesNet,1856000.0,-794000.0,81000.0,204000.0,-188000.0,287000.0,700000.0,3469610.0,1971000.0
,incomeBeforeTax,-383457000.0,-286290000.0,-171926000.0,-76914000.0,-135747000.0,-60716000.0,-37034000.0,-13167180.0,-8196000.0
,incomeBeforeTaxRatio,-1.2985029139167,-0.854594463897123,-0.827593842362161,-0.43213996763754,-88.4345276872964,0.0,0.0,0.0,0.0
,incomeTaxExpense,0.0,-6631000.0,-28338000.0,0.0,0.0,0.0,0.0,0.0,0.0
,netIncome,-383457000.0,-279659000.0,-143588000.0,-76914000.0,-135747000.0,-60716000.0,-37034000.0,-13167180.0,-8196000.0
,netIncomeRatio,-1.2985029139167,-0.834800493132856,-0.691184257396193,-0.43213996763754,-88.4345276872964,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-3.23876872816875,-2.36,-1.470679,-1.77,-3.6,-2.29,-8.04,-1.31,-1.136834
,EPSDiluted,-3.23876872816875,-2.36,-1.470679,-1.77,-3.6,-2.29,-8.04,-1.31,-1.136834
,weightedAverageShsOut,118395919.0,118395919.0,116887518.0,43500795.0,37716949.0,26469170.0,15406386.0,10132528.0,10132528.0
,weightedAverageShsOutDil,118395919.0,118395919.0,116887518.0,43500795.0,37716949.0,26469170.0,15406386.0,10132528.0,10132528.0
