date,,2020-07-31_FY,2019-07-31_FY,2018-07-31_FY,2017-07-31_FY,2016-07-31_FY,2015-07-31_FY,2014-07-31_FY,2013-07-31_FY,2012-07-31_FY,2011-07-31_FY,2010-07-31_FY,2009-07-31_FY
,revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,25096817.0,18445199.0,17415520.0,11952748.0,14741694.0,13132898.0,5796347.0,3159209.0,2368481.0,648314.0,0.0,0.0
,GeneralAndAdministrativeExpenses,18312268.0,11971479.0,18689839.0,9495659.0,12144358.0,8108244.0,6153313.0,3905763.0,3158693.0,1047161.0,27158.0,33714.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,185052.0,440037.0,310167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,43409085.0,30416678.0,36105359.0,21448407.0,26886052.0,21241142.0,11949660.0,7064972.0,5527174.0,1695475.0,27158.0,33714.0
,costAndExpenses,43409085.0,30416678.0,36105359.0,21448407.0,26886052.0,21241142.0,11949660.0,7064972.0,5527174.0,1695475.0,27158.0,33714.0
,interestExpense,5114.0,3805.0,0.0,0.0,0.0,0.0,20684.0,83215.0,0.0,1357.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,990288.0,243712.0,334494.0,379988.0,355583.0,664596.0,780110.0,736875.0,717450.0,250821.0,0.0,0.0
,EBITDA,-42418797.0,-30172966.0,-35770865.0,-21068419.0,-26530469.0,-20576546.0,-11169550.0,-6328097.0,-4809724.0,-1444654.0,-36158.0,-33714.0
,EBITDARatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-43409085.0,-30416678.0,-36105359.0,-21448407.0,-26886052.0,-21241142.0,-11949660.0,-7064972.0,-5527174.0,-1695475.0,-27158.0,-33714.0
,operatingIncomeRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,totalOtherIncomeExpensesNet,288188.0,145727.0,-3030327.0,0.0,0.0,0.0,0.0,0.0,3164722.0,-2060385.0,9000.0,0.0
,incomeBeforeTax,-43126011.0,-30274756.0,-39135686.0,-21448407.0,-26886052.0,-21241142.0,-11970344.0,-7148187.0,-2362452.0,-3757217.0,0.0,-33714.0
,incomeBeforeTaxRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeTaxExpense,-872585.0,1297.0,680.0,1391.0,2462.0,1969.0,41773.0,2000.0,2400.0,1600.0,0.0,0.0
,netIncome,-42253426.0,-30276053.0,-39136366.0,-21449798.0,-26888514.0,-21243111.0,-12012117.0,-7150187.0,-2364852.0,-3758817.0,-36158.0,-33714.0
,netIncomeRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-2.56,-4.29,-9.8,-10.6,-16.3,-16.7,-12.0,-14.0,-8.0,-12.0,-0.105601635514019,-0.098463785046729
,EPSDiluted,-2.56,-4.29,-9.8,-10.6,-16.3,-16.7,-12.0,-14.0,-8.0,-12.0,-0.105601635514019,-0.098463785046729
