date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-567000000.0,-1255000000.0,-1996000000.0,-3127000000.0,778000000.0,791000000.0,-1913000000.0,1407000000.0,-219000000.0,-5725000000.0,961000000.0,3181000000.0,4202000000.0,3131000000.0,1385000000.0,715600000.0,152200000.0,19200000.0,-3731900000.0,252600000.0,108548000.0,58103000.0,343400000.0,175900000.0,78045000.0,192900000.0,12700000.0,17300000.0,100000.0
,depreciationAndAmortization,996000000.0,1042000000.0,930000000.0,832000000.0,893000000.0,948000000.0,1124000000.0,1094000000.0,1081000000.0,1404000000.0,1491000000.0,1183000000.0,746000000.0,411000000.0,401000000.0,399200000.0,503400000.0,483900000.0,506500000.0,621000000.0,268910000.0,105766000.0,116900000.0,326000000.0,46587000.0,298700000.0,24500000.0,21000000.0,28100000.0
,deferredIncomeTax,60000000.0,248000000.0,-16000000.0,89000000.0,68000000.0,-78000000.0,-142000000.0,-9000000.0,-133000000.0,-31000000.0,-145000000.0,13000000.0,8000000.0,-40000000.0,-23000000.0,27100000.0,18100000.0,-98500000.0,-224400000.0,-98200000.0,-30100000.0,-24253000.0,64500000.0,60000000.0,6528000.0,25200000.0,2300000.0,3100000.0,12500000.0
,stockBasedCompensation,31000000.0,37000000.0,45000000.0,41000000.0,42000000.0,67000000.0,98000000.0,113000000.0,97000000.0,95000000.0,102000000.0,81000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-414000000.0,-574000000.0,-747000000.0,124000000.0,997000000.0,-115000000.0,-987000000.0,34000000.0,933000000.0,-108000000.0,1501000000.0,565000000.0,-321000000.0,-238000000.0,-69000000.0,-135100000.0,-27100000.0,61600000.0,121000000.0,-108200000.0,-81210000.0,76121000.0,-62700000.0,-700000.0,5082000.0,-27900000.0,26000000.0,-59000000.0,-18900000.0
,accountsReceivables,0.0,87000000.0,180000000.0,230000000.0,350000000.0,757000000.0,63000000.0,58000000.0,-139000000.0,-174000000.0,386000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31200000.0,0.0,2800000.0,-1100000.0,0.0,0.0
,accountsPayables,0.0,-21000000.0,-154000000.0,-115000000.0,-286000000.0,-844000000.0,-874000000.0,-625000000.0,931000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-414000000.0,1916000000.0,2490000000.0,3237000000.0,3113000000.0,2116000000.0,2231000000.0,3218000000.0,3184000000.0,2251000000.0,2359000000.0,858000000.0,223000000.0,6000000.0,142000000.0,0.0,0.0,27800000.0,0.0,0.0,-16706000.0,-1921000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,83000000.0,-91000000.0,6000000.0,55000000.0,14000000.0,66000000.0,52000000.0,99000000.0,140000000.0,112000000.0,125000000.0,131000000.0,317000000.0,75000000.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29900000.0,-105700000.0,0.0,-43300000.0,-2500000.0,200000.0,-14700000.0
,netCashProvidedByOperatingActivites,398000000.0,340000000.0,558000000.0,1144000000.0,1911000000.0,3445000000.0,2220000000.0,1918000000.0,2708000000.0,1785000000.0,3946000000.0,5598000000.0,4959000000.0,3073000000.0,1237000000.0,864200000.0,604100000.0,525800000.0,936600000.0,566800000.0,197382000.0,240637000.0,469700000.0,416800000.0,125521000.0,184300000.0,63700000.0,-10700000.0,5500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2208000000.0,-1380000000.0,-876000000.0,-181900000.0,-127000000.0,-495900000.0,-141000000.0,-506200000.0,-574703000.0,-537029000.0,-573300000.0,-698800000.0,-212959000.0,-487600000.0,-59200000.0,-9700000.0,-12900000.0
,acquisitionsNet,0.0,0.0,-883000000.0,0.0,0.0,0.0,0.0,0.0,789000000.0,447000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,-173000000.0,-450000000.0,0.0,0.0,0.0,0.0,0.0,-1246000000.0,-4000000.0,-269000000.0,-408000000.0,-242000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3000000.0,0.0
,salesMaturitiesOfInvestments,5000000.0,123000000.0,507000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,634000000.0,609000000.0,72000000.0,0.0,0.0,0.0,0.0,0.0,0.0,17200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,22000000.0,73000000.0,43000000.0,360000000.0,31000000.0,69000000.0,337000000.0,580000000.0,1020000000.0,-91000000.0,593000000.0,0.0,0.0,0.0,0.0,276400000.0,625400000.0,40000000.0,7400000.0,-3800000.0,56918000.0,446876000.0,3800000.0,-59400000.0,-253586000.0,-12900000.0,-3800000.0,500000.0,-600000.0
