date,,2019-09-30_FY,2018-09-30_FY,2017-09-30_FY,2016-09-30_FY,2015-09-30_FY,2014-09-30_FY,2013-09-30_FY,2012-09-30_FY,2011-09-30_FY,2010-09-30_FY,2009-09-30_FY,2008-09-30_FY,2007-09-30_FY,2006-09-30_FY,2005-09-30_FY,2004-09-30_FY,2003-09-30_FY,2002-09-30_FY,2001-09-30_FY,2000-09-30_FY,1999-09-30_FY,1998-09-30_FY
,revenue,4086669000.0,3974837000.0,3867155000.0,3718229000.0,3643538000.0,3563637000.0,3345854000.0,3246903000.0,3177728000.0,2984223000.0,2862607000.0,3162096000.0,2836173000.0,2480050000.0,2038621000.0,1773732000.0,1483327000.0,1613565000.0,1533910000.0,1118320000.0,626900000.0,403800000.0
,costOfRevenue,2653172000.0,2595276000.0,2507656000.0,2408040000.0,2349488000.0,2306892000.0,2167052000.0,2085468000.0,2069367000.0,1905666000.0,1834633000.0,2026291000.0,1796382000.0,1583826000.0,1295655000.0,1122832000.0,913359000.0,933337000.0,853242000.0,645524000.0,363300000.0,242100000.0
,grossProfit,1433497000.0,1379561000.0,1359499000.0,1310189000.0,1294050000.0,1256745000.0,1178802000.0,1161435000.0,1108361000.0,1078557000.0,1027974000.0,1135805000.0,1039791000.0,896224000.0,742966000.0,650900000.0,569968000.0,680228000.0,680668000.0,472796000.0,263600000.0,161700000.0
,grossProfitRatio,0.35077394327752,0.347073603269769,0.351550170603454,0.352369098299217,0.355163031097796,0.352657972739648,0.352317226035565,0.357705481192385,0.348790393639733,0.36141970623509,0.359104131304087,0.359193712018863,0.366617621703613,0.361373359408076,0.36444537753707,0.366966373725005,0.384249730504467,0.421568390489382,0.443747025575164,0.42277344588311,0.420481735524007,0.400445765230312
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,273936000.0,276615000.0,259097000.0,252292000.0,254944000.0,257896000.0,240266000.0,242063000.0,221886000.0,207836000.0,210387000.0,225492000.0,230444000.0,186760000.0,144457000.0,126407000.0,119256000.0,124082000.0,105807000.0,74852000.0,40900000.0,25600000.0
,GeneralAndAdministrativeExpenses,492457000.0,481093000.0,472778000.0,464883000.0,440085000.0,445134000.0,418574000.0,424671000.0,409465000.0,373585000.0,344335000.0,404134000.0,370194000.0,313997000.0,232066000.0,210384000.0,206265000.0,223551000.0,195592000.0,137004000.0,75700000.0,51200000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,863751000.0,866197000.0,842166000.0,827048000.0,765102000.0,761097000.0,697250000.0,718963000.0,703997000.0,668124000.0,639875000.0,716313000.0,675597000.0,538367000.0,391879000.0,354700000.0,345461000.0,579437000.0,521387000.0,398672000.0,116600000.0,76800000.0
,costAndExpenses,3516923000.0,3461473000.0,3349822000.0,3235088000.0,3114590000.0,3067989000.0,2864302000.0,2804431000.0,2773364000.0,2573790000.0,2474508000.0,2742604000.0,2471979000.0,2122193000.0,1687534000.0,1477532000.0,1258820000.0,1512774000.0,1374629000.0,1044196000.0,479900000.0,318900000.0
,interestExpense,3911000.0,2764000.0,1600000.0,1667000.0,3142000.0,3483000.0,3557000.0,3175000.0,2882000.0,3135000.0,17536000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,97358000.0,108489000.0,110291000.0,109873000.0,70073000.0,58067000.0,38410000.0,52229000.0,72646000.0,86703000.0,85153000.0,86687000.0,74959000.0,37610000.0,15356000.0,17909000.0,19940000.0,231804000.0,219988000.0,111199000.0,30600000.0,29100000.0
,EBITDA,667104000.0,621853000.0,627624000.0,593014000.0,599021000.0,553715000.0,519962000.0,494701000.0,477010000.0,497136000.0,473252000.0,506179000.0,439153000.0,395467000.0,366443000.0,314109000.0,244447000.0,332595000.0,379269000.0,185323000.0,177600000.0,114000000.0
,EBITDARatio,0.16323905850951,0.156447421617541,0.162296054851693,0.159488294023848,0.164406409374624,0.155379181437391,0.15540486823394,0.152360880506748,0.15011039333763,0.166588086748209,0.165322029883948,0.160077050159135,0.154839990367301,0.159459285095059,0.179750429334339,0.177089323528019,0.164796433962302,0.206124327188555,0.247256357934951,0.165715537592102,0.283298771733929,0.282317979197623
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,569746000.0,513364000.0,517333000.0,483141000.0,528948000.0,495648000.0,481552000.0,442472000.0,404364000.0,410433000.0,388099000.0,419492000.0,364194000.0,357857000.0,351087000.0,296200000.0,224507000.0,100791000.0,159281000.0,74124000.0,147000000.0,84900000.0
,operatingIncomeRatio,0.139415744216133,0.129153472205275,0.133776122239734,0.129938473396878,0.145174278407416,0.139084873122599,0.143924988956482,0.136275090447728,0.127249405864819,0.137534292846078,0.135575368885774,0.132662638958463,0.128410361427177,0.144294268260721,0.17221788650269,0.166992533257561,0.15135367993706,0.0624647906963773,0.10383986022648,0.0662815652049503,0.234487159036529,0.210252600297177
