Date,2018-12-31,2017-12-31
Revenue,3289478.0,235690.0
Revenue Growth,12.9567991853706,
Cost of Revenue,2374397.0,213111.0
Gross Profit,915081.0,22579.0
R&D Expenses,9699.0,303555.0
SG&A Expense,7067062.0,3335757.0
Operating Expenses,9464761.0,6439312.0
Operating Income,-8549680.0,-6416733.0
Interest Expense,4639442.0,192395.0
Earnings before Tax,-13189122.0,-6568863.0
Income Tax Expense,0.0,0.0
Net Income - Non-Controlling int,0.0,0.0
Net Income - Discontinued ops,0.0,0.0
Net Income,-13189122.0,-6568863.0
Preferred Dividends,0.0,0.0
Net Income Com,-13189122.0,-6568863.0
EPS,-0.5,-0.26
EPS Diluted,-0.5,-0.26
Weighted Average Shs Out,29302976.0,
Weighted Average Shs Out (Dil),26321137.0,25297066.0
Dividend per Share,0.0,0.0
Gross Margin,0.2782,0.0958
EBITDA Margin,-2.447,-26.703
EBIT Margin,-2.5991,-27.0545
Profit Margin,-4.009,-27.871
Free Cash Flow margin,-0.1298,-7.8718
EBITDA,-8049058.0,-6293564.0
EBIT,-8549680.0,-6376468.0
Consolidated Income,-13189122.0,-6568863.0
Earnings Before Tax Margin,-4.0095,-27.8708
Net Profit Margin,-4.0095,-27.8708
