date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,revenue,19207800000.0,21076500000.0,21025200000.0,22820400000.0,24621900000.0,25413000000.0,27441300000.0,28105700000.0,27567000000.0,27006000000.0,24074600000.0,22744700000.0,23522400000.0,22786600000.0,21586400000.0,20460200000.0,19064700000.0,17140500000.0,15405700000.0,14870000000.0,14243000000.0,13259300000.0,12421400000.0,11408800000.0,10686500000.0,9794500000.0,8320800000.0
,costOfRevenue,9455700000.0,9961200000.0,10239200000.0,12199600000.0,14417200000.0,15623800000.0,16985600000.0,17203000000.0,16750700000.0,16319400000.0,14437300000.0,13952900000.0,14883200000.0,14881400000.0,14602100000.0,14136000000.0,9376700000.0,8532300000.0,7668500000.0,7352700000.0,6832200000.0,5192700000.0,4838200000.0,4444600000.0,4080600000.0,3622700000.0,2992800000.0
,grossProfit,9752100000.0,11115300000.0,10786000000.0,10620800000.0,10204700000.0,9789200000.0,10455700000.0,10902700000.0,10816300000.0,10686600000.0,9637300000.0,8791800000.0,8639200000.0,7905200000.0,6984300000.0,6324200000.0,9688000000.0,8608200000.0,7737200000.0,7517300000.0,7410800000.0,8066600000.0,7583200000.0,6964200000.0,6605900000.0,6171800000.0,5328000000.0
,grossProfitRatio,0.50771561553119,0.527378834246673,0.513003443486863,0.465408143590822,0.414456236115003,0.385204422933144,0.381020578471137,0.387917753338291,0.392364058475714,0.395712063985781,0.400309870153606,0.386542798981741,0.367275448083529,0.346923191700385,0.323550939480414,0.309097662779445,0.508164303660692,0.502214054432484,0.502229694204093,0.505534633490249,0.520311732078916,0.608372991032709,0.610494791247363,0.610423532711591,0.618153745379685,0.630129154117107,0.640323045860975
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,2245000000.0,2229400000.0,2200200000.0,2231300000.0,2384500000.0,2434300000.0,2487900000.0,2385600000.0,2455200000.0,2393700000.0,2333300000.0,2234200000.0,2355500000.0,2367000000.0,2337900000.0,2220600000.0,5706300000.0,5244400000.0,4791000000.0,4562900000.0,4277500000.0,3895900000.0,3678800000.0,3475600000.0,3276200000.0,2967200000.0,2542100000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,14000000.0,-15000000.0,-25000000.0,-39000000.0,-22000000.0,-17000000.0,-7000000.0,-45000000.0,-28000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
