date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,42600000.0,-412600000.0,-28200000.0,501600000.0,52600000.0,-755300000.0,-206800000.0,-832500000.0,334700000.0,806700000.0,279800000.0,114100000.0,-9900000.0,-42100000.0,72500000.0,20500000.0,11600000.0,15000000.0,5500000.0
,depreciationAndAmortization,268000000.0,276600000.0,266200000.0,266000000.0,263500000.0,264200000.0,231200000.0,175200000.0,163900000.0,156800000.0,132700000.0,153800000.0,169600000.0,117600000.0,50200000.0,26400000.0,25800000.0,26600000.0,20600000.0
,deferredIncomeTax,44100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800000.0,15700000.0,-7900000.0,14400000.0,2300000.0,-4200000.0,-3900000.0,-4400000.0,-900000.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3016000.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-20500000.0,-50300000.0,-134100000.0,-46600000.0,14600000.0,-34400000.0,-37700000.0,-68500000.0,-297000000.0,-227300000.0,1900000.0,-38600000.0,9300000.0,-23400000.0,-26700000.0,-5000000.0,-17700000.0,-2700000.0,-6400000.0
,accountsReceivables,0.0,0.0,0.0,0.0,61000000.0,3000000.0,55000000.0,37000000.0,25000000.0,155919000.0,0.0,0.0,0.0,0.0,4475000.0,0.0,0.0,0.0,0.0
,inventory,-3400000.0,0.0,0.0,0.0,207000000.0,223000000.0,245000000.0,300000000.0,305000000.0,239127000.0,0.0,0.0,-3600000.0,0.0,0.0,-1200000.0,-1200000.0,-600000.0,-3000000.0
,accountsPayables,0.0,0.0,0.0,0.0,162000000.0,143000000.0,169000000.0,185000000.0,252000000.0,205951000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,740000000.0,624000000.0,597000000.0,185000000.0,185000000.0,-90000000.0,845000000.0,811000000.0,849975000.0,1791000000.0,0.0,0.0,74823000.0,43084000.0,0.0,0.0,0.0,0.0
,otherNonCashItems,-11600000.0,534700000.0,78700000.0,-434600000.0,-28800000.0,562000000.0,317600000.0,1000200000.0,202900000.0,212700000.0,-1000000.0,11900000.0,94200000.0,79100000.0,-35800000.0,-3700000.0,-2200000.0,-3900000.0,100000.0
,netCashProvidedByOperatingActivites,347600000.0,363000000.0,191100000.0,295300000.0,311100000.0,38300000.0,312200000.0,246300000.0,441000000.0,570300000.0,415100000.0,257000000.0,255400000.0,145600000.0,62400000.0,34000000.0,13700000.0,30600000.0,19000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,-8200000.0,-5000000.0,-10000000.0,0.0,0.0,0.0,-2200000.0,-395144000.0,-372126000.0,-452564000.0,-169319000.0,-120138000.0,-25814000.0,-9015000.0,-9000000.0,-9965000.0,-8908000.0
,acquisitionsNet,0.0,0.0,-8000000.0,92000000.0,-10000000.0,491000000.0,0.0,0.0,-486000000.0,0.0,0.0,-8000000.0,-99000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,12000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-246200000.0,-149800000.0,-224900000.0,-177400000.0,-164700000.0,-212800000.0,-319700000.0,-688300000.0,-1213300000.0,247308000.0,-357448000.0,-407042000.0,-292534000.0,-115260000.0,11582000.0,-20865000.0,-36154000.0,14949000.0,-39565000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-444000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26350000.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,15100000.0,263700000.0,43000000.0,0.0,200000.0,5400000.0,54700000.0,54700000.0,308400000.0,14500000.0,5100000.0,11500000.0,6400000.0,1100000.0,8300000.0,21200000.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-6600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,800000.0,800000.0,-10500000.0,-117200000.0,21900000.0,25600000.0,-35100000.0,-132500000.0,529100000.0,-25311000.0,21054000.0,196035000.0,41880000.0,-41380000.0,-18028000.0,-4796000.0,-6824000.0,5253000.0,11070000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
