date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2014-03-31_FY,2013-03-31_FY,2012-03-31_FY,2011-12-31_FY,2011-03-31_FY,2010-03-31_FY,2009-03-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY
,revenue,16527397.0,22113869.0,15086643.0,13073259.0,6473978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290288.0,660000.0,0.0,0.0,2660058.0,12835000.0,2596377.0,1620000.0,1401626.0,877491.0,1585623.0,1000000.0,800000.0,800000.0,600000.0,1000000.0,0.0,90000.0
,costOfRevenue,14893822.0,15478815.0,9797988.0,7419988.0,4853664.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264599.0,260000.0,0.0,0.0,257197.0,385000.0,147849.0,186000.0,369992.0,200338.0,-432708.0,-100000.0,100000.0,0.0,0.0,-600000.0,0.0,0.0
,grossProfit,1633575.0,6635054.0,5288655.0,5653271.0,1620314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25689.0,400000.0,0.0,0.0,2402861.0,12450000.0,2448528.0,1434000.0,1031634.0,677153.0,2018331.0,1100000.0,700000.0,0.0,0.0,1600000.0,0.0,0.0
,grossProfitRatio,0.0988404284110801,0.300040395464041,0.350552140724746,0.432430123200344,0.250281048221047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0884948740561098,0.606060606060606,0.0,0.0,0.903311506741582,0.970003895597974,0.943055650238775,0.885185185185185,0.73602658626481,0.77169224527659,1.2728946287989,1.1,0.875,0.0,0.0,1.6,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,8280750.0,10375991.0,18793836.0,7526784.0,9697136.0,4843139.0,3545480.0,1006431.0,1209318.0,1914125.0,0.0,2875884.0,584758.0,740000.0,0.0,23022.0,1812088.0,8481000.0,9599310.0,10558000.0,10672146.0,14097746.0,9275942.0,8000000.0,6700000.0,3800000.0,2700000.0,0.0,1510000.0,1800000.0
,GeneralAndAdministrativeExpenses,0.0,25287568.0,25948062.0,22819224.0,17127555.0,9007289.0,4556290.0,3389055.0,2008255.0,2901077.0,0.0,3365198.0,3274505.0,4850000.0,1322124.0,1798626.0,5025786.0,9249000.0,6641205.0,4769000.0,6816213.0,4041642.0,3630616.0,2600000.0,2500000.0,1600000.0,1600000.0,2500000.0,1030000.0,720000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,84008.0,0.0,0.0,-960230.0,0.0,0.0,-1214589000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,38861490.0,35663559.0,44741898.0,30346008.0,26824691.0,13850428.0,8101770.0,4395486.0,3217573.0,4815202.0,6000000.0,6000000.0,3859263.0,5600000.0,1322124.0,1821648.0,7088603.0,17729000.0,16240515.0,15326000.0,17488359.0,18139388.0,13707379.0,11000000.0,9200000.0,5400000.0,4300000.0,3100000.0,2540000.0,2520000.0
,costAndExpenses,53755312.0,51142374.0,54539886.0,37765996.0,31678355.0,13850428.0,8101770.0,4395486.0,3217573.0,4815202.0,0.0,6241082.0,4123862.0,5860000.0,1322124.0,1821648.0,7345800.0,18114000.0,16388364.0,15512000.0,17858351.0,18339726.0,13274671.0,10900000.0,9300000.0,5400000.0,4300000.0,2500000.0,2540000.0,2520000.0
,interestExpense,159628.0,123258.0,157765.0,231291.0,214396.0,0.0,-1214590.0,8626162.0,2333982.0,35390.0,0.0,744331.0,2726049.0,-440000.0,270835.0,0.0,807945.0,626000.0,0.0,0.0,0.0,0.0,200689.0,0.0,0.0,0.0,0.0,0.0,0.0,160000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
