Date,2019-06-30,2018-06-30,2017-06-30,2016-06-30,2015-06-30
Cash and cash equivalents,3605554.2254,3501800.0,3073018.4615,1705613.5517,2400673.3436
Short-term investments,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,3605554.2254,3501800.0,3073018.4615,1705613.5517,2400673.3436
Receivables,682342.2535,1246892.5926,1360182.3077,3267142.2189,1303258.0894
Inventories,1694650.7042,1977606.6667,1797020.7692,1530950.8563,883102.4653
Total current assets,4705946.4789,5222545.9259,6359733.8462,6559509.3075,4621647.1495
Property, Plant & Equipment Net,12070.4225,15099.2593,14490.0,13449.7394,15033.8983
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0
Total non-current assets,1323382.3944,1623889.6296,14490.0,13449.7394,15033.8983
Total assets,6029328.8732,6846435.5556,6374223.8462,6572959.0469,4636681.0478
Payables,768957.0423,510611.8519,992606.9231,1479081.9062,930516.1787
Short-term debt,0.0,0.0,281433.8462,1415125.8377,0.0
Total current liabilities,841923.2394,595065.1852,1316588.4615,2894207.7439,930516.1787
Long-term debt,0.0,0.0,0.0,0.0,0.0
Total debt,0.0,0.0,281433.8462,1415125.8377,0.0
Deferred revenue,0.0,0.0,14722.3077,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,10549.2958,0.0,0.0,0.0,0.0
Total liabilities,852472.5352,595065.1852,1316588.4615,2894207.7439,930516.1787
Other comprehensive income,0.0,0.0,0.0,0.0,0.0
Retained earnings (deficit),-40042621.831,-38918085.1852,-38098835.3846,-31884852.5689,-27791070.8783
Total shareholders equity,5176856.338,6251370.3704,5057635.3846,3678751.3031,3706164.869
Investments,0.0,0.0,0.0,0.0,0.0
Net Debt,-3501800.0,,,,
Other Assets,-1519950.8617,,,,
Other Liabilities,72966.1971,84453.3333,42547.6922,0.0,0.0
