Date,2019-06-30,2018-06-30,2017-06-30,2016-06-30,2015-06-30,2014-06-30,2013-06-30,2012-06-30,2011-06-30,2010-06-30,2009-06-30
Depreciation & Amortization,3836491.0,3899851.0,3533564.0,3297289.0,3544470.0,3817205.0,2421177.0,0.0,2073006.0,1445065.0,1733499.0
Stock-based compensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204486.0,99269.0,4061.0
Operating Cash Flow,19448448.0,18739323.0,16807264.0,16617369.0,13272917.0,13360323.0,7539144.0,0.0,3148971.0,-1498364.0,-6089680.0
Capital Expenditure,-3355456.0,-2777948.0,-2851158.0,-712216.0,-131308.0,620697.0,1135382.0,0.0,-599820.0,-227983.0,-519783.0
Acquisitions and disposals,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,290102.0,0.0,2293013.0
Investment purchases and sales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2608.0,1578407.0,3097244.0
Investing Cash flow,-18578665.0,-2945051.0,-4319083.0,-5048855.0,-270842.0,-834908.0,-41295289.0,0.0,-447536.0,1154573.0,5884075.0
Issuance (repayment) of debt,-9213.0,-7333.0,-7333.0,-7616.0,-7333.0,15992.0,-14673653.0,-0.0,-1492546.0,341802.0,-21399.0
Issuance (buybacks) of shares,-13882013.0,-19633742.0,-10139621.0,-8528309.0,-9448798.0,0.0,0.0,0.0,0.0,0.0,0.0
Dividend payments,6600000.0,6135000.0,6981953.0,5909100.0,4627851.0,-4965770.0,-1799950.0,-0.0,0.0,0.0,0.0
Financing Cash Flow,-6621512.0,-6300151.0,-10876869.0,-12489003.0,-13505013.0,-10444406.0,29594857.0,0.0,5250316.0,417665.0,105712.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,-5751729.0,9494121.0,1611312.0,-920489.0,-502938.0,2081009.0,-4161288.0,0.0,7951751.0,73874.0,-99893.0
Free Cash Flow,22803904.0,21517271.0,19658422.0,17329585.0,13404225.0,12739626.0,6403762.0,0.0,2549151.0,-1726347.0,-6609463.0
Net Cash/Marketcap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4596,-0.0749,0.0615
