Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Revenue,52603986.0,36164064.0,22760987.0,17217944.0,14610090.0
Revenue Growth,0.4546,0.5889,0.3219,0.1785,
Cost of Revenue,31543608.0,20733387.0,13031153.0,10177986.0,9011923.0
Gross Profit,21060378.0,15430677.0,9729834.0,7039958.0,5598167.0
R&D Expenses,0.0,0.0,0.0,0.0,0.0
SG&A Expense,31701122.0,23510644.0,12574794.0,8867418.0,7128100.0
Operating Expenses,31701122.0,23510644.0,12574794.0,8867418.0,7128100.0
Operating Income,-10640744.0,-8079967.0,-2844960.0,-1827460.0,-1529933.0
Interest Expense,174409.0,160616.0,228750.0,322344.0,497203.0
Earnings before Tax,-11206648.0,-8240583.0,-3067615.0,-2149804.0,-2027136.0
Income Tax Expense,0.0,0.0,0.0,0.0,0.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0
Net Income,-11206648.0,-8240583.0,-3067615.0,-2149804.0,-2027136.0
Preferred Dividends,213133.0,365995.0,366154.0,420493.0,133836.0
Net Income Com,-11419781.0,-8606578.0,-3433769.0,-2570297.0,-2160972.0
EPS,-0.23,-0.19,-0.09,-0.08,-0.1
EPS Diluted,-0.23,-0.19,-0.09,-0.08,-0.1
Weighted Average Shs Out,51129819.0,45679093.0,38666451.0,38666451.0,
Weighted Average Shs Out (Dil),50050696.0,44419162.0,38568088.0,33175826.0,20392594.0
Dividend per Share,0.0,0.0,0.0,0.0,0.0
Gross Margin,0.4004,0.4267,0.4275,0.4089,0.3832
EBITDA Margin,-0.208,-0.223,-0.124,-0.104,-0.102
EBIT Margin,-0.2097,-0.2234,-0.1247,-0.1061,-0.1047
Profit Margin,-0.217,-0.238,-0.151,-0.149,-0.148
Free Cash Flow margin,-0.2235,-0.2341,-0.1048,-0.0445,-0.2007
EBITDA,-10960077.0,-8059542.0,-2821914.0,-1794417.0,-1492677.0
EBIT,-11032239.0,-8079967.0,-2838865.0,-1827460.0,-1529933.0
Consolidated Income,-11206648.0,-8240583.0,-3067615.0,-2149804.0,-2027136.0
Earnings Before Tax Margin,-0.213,-0.2279,-0.1348,-0.1249,-0.1387
Net Profit Margin,-0.213,-0.2279,-0.1348,-0.1249,-0.1387
