date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,89476000.0,67659000.0,56726000.0,48888000.0,61733000.0,51565000.0,32445000.0,48097000.0,41836000.0,34780000.0,26592000.0,15653000.0,14407667.0,27043586.0,14057796.0,7059548.0,5380296.0
,depreciationAndAmortization,77659000.0,79528000.0,48719000.0,38984000.0,34580000.0,31465000.0,28028000.0,24917000.0,25623000.0,22994000.0,15835000.0,11405000.0,16434211.0,14798435.0,11026455.0,6202111.0,4644271.0
,deferredIncomeTax,2697000.0,-12345000.0,-625000.0,731000.0,-3384000.0,2238000.0,76000.0,2484000.0,4727000.0,-1705000.0,-2375000.0,-8400000.0,-627052.0,-3380393.0,-2653262.0,-1935264.0,-101063.0
,stockBasedCompensation,28235000.0,26070000.0,23901000.0,23041000.0,19770000.0,16047000.0,11011000.0,11832000.0,9416000.0,9483000.0,8549000.0,7233000.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,76291000.0,-32931000.0,36272000.0,53975000.0,22473000.0,20697000.0,34871000.0,42958000.0,38987000.0,-29016000.0,-19596000.0,24410060.0,-761561.0,34548883.0,61722165.0,4869781.0,-1203369.0
,accountsReceivables,24696000.0,-7093000.0,-10046000.0,-20482000.0,-18062000.0,-9087000.0,3261000.0,-5678000.0,-8086000.0,-5109000.0,-8443000.0,-287000.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,243000.0,134000.0,-360000.0,1706000.0,-2628000.0,44000.0,-146000.0,-375000.0,3019000.0,-840000.0,-145000.0,1211000.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,388200000.0,311909000.0,344840000.0,308568000.0,254593000.0,232120000.0,211423000.0,176552000.0,133594000.0,94607000.0,123623000.0,143219000.0,118808940.0,119570501.0,85021618.0,23299453.0,18429672.0
,otherNonCashItems,2074000.0,1267000.0,903000.0,252000.0,-4167000.0,-278000.0,146000.0,153000.0,153000.0,28187000.0,1057000.0,-98000.0,429902.0,-207570.0,415293.0,425806.0,360494.0
,netCashProvidedByOperatingActivites,202973000.0,168420000.0,92435000.0,113140000.0,100258000.0,96691000.0,66659000.0,82792000.0,65782000.0,56235000.0,36506000.0,35695000.0,34373003.0,23425130.0,19787168.0,13142943.0,9882443.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-42224000.0,-40138000.0,-40437000.0,-35154000.0,-25850000.0,-25585000.0,-27678000.0,-15916000.0,-18804000.0,-19468000.0,-19860000.0,-11416000.0,-14832610.0,-8712468.0,-10393973.0,-7126518.0,-12336918.0
,acquisitionsNet,0.0,0.0,-232000000.0,-23000000.0,-29000000.0,-44000000.0,-58000000.0,-1000000.0,-38000000.0,-81000000.0,-42000000.0,-2000000.0,-1000000.0,0.0,-2000000.0,0.0,0.0
,purchasesOfInvestments,-102462000.0,-187974000.0,-133434000.0,-402721000.0,-182471000.0,-129050000.0,-9134000.0,-1927000.0,-7351000.0,-8818000.0,-2424000.0,-3987000.0,0.0,-252561.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,126154000.0,176968000.0,128208000.0,241439000.0,182320000.0,125365000.0,6735000.0,1491000.0,8821000.0,3517000.0,3456000.0,153000.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-18316000.0,-51385000.0,-277492000.0,-222736000.0,-54667000.0,-73540000.0,-88262000.0,-17535000.0,-54834000.0,-105752000.0,-60972000.0,-17331000.0,-16988731.0,-8965029.0,-12000516.0,-7126518.0,-12336918.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-121116000.0,-98583000.0,-155361000.0,-45366000.0,-25348000.0,-10720000.0,-967000.0,-1511000.0,-1640000.0,-31335000.0,-88000.0,-114000.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21526000.0,0.0,21000.0,620066.0,1641159.0,69987756.0,12350.0,12577603.0
,commonStockRepurchased,-79949000.0,-41364000.0,-43109000.0,-43454000.0,-18203000.0,-14195000.0,-3322000.0,-21618000.0,-331000.0,-1624000.0,-93000.0,-73000.0,-586764.0,-280417.0,-6709470.0,0.0,-26060.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,-117000.0,-762000.0,-790000.0,4326000.0,1560000.0,776000.0,1926000.0,2273000.0,764000.0,107000.0,-343000.0,-141308.0,752861.0,190139.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-89564000.0,-93077000.0,197779000.0,-20475000.0,-32726000.0,10020000.0,52946000.0,-15714000.0,9905000.0,24866000.0,2950000.0,470000.0,-240717.0,1960303.0,52881675.0,-90755.0,12433867.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,3382000.0,-1045000.0,-2868000.0,3711000.0,-5033000.0,-4347000.0,-2909000.0,-4515000.0,-209000.0,-4138000.0,483000.0,1207000.0,-8177678.0,423227.0,457144.0,-445158.0,131452.0
