date,,2020-03-31_FY,2019-03-31_FY,2018-03-31_FY,2017-03-31_FY,2016-03-31_FY,2015-03-31_FY,2014-03-31_FY,2013-03-31_FY,2012-03-31_FY,2011-03-31_FY,2010-03-31_FY,2009-03-31_FY,2008-03-31_FY,2007-03-31_FY,2006-03-31_FY,2005-03-31_FY,2004-03-31_FY,2003-03-31_FY,2002-03-31_FY,2001-03-31_FY,2000-03-31_FY,1999-03-31_FY,1998-03-31_FY,1997-03-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,87579000.0,93399000.0,428534000.0,319564000.0,444081000.0,600801000.0,365594000.0,277051000.0,488765000.0,596219000.0,18594000.0,-6086147000.0,-639370000.0,508638000.0,141162000.0,339871000.0,-352378000.0,-83453000.0,-153748000.0,-446019000.0,120915000.0,51530000.0,19913000.0,7463000.0
,depreciationAndAmortization,748050000.0,764952000.0,555364000.0,609660000.0,515367000.0,540490000.0,464543000.0,566357000.0,521923000.0,471668000.0,707530000.0,693597000.0,712840000.0,421740000.0,390828000.0,375825000.0,664570000.0,420171000.0,483631000.0,524069000.0,82687000.0,50407000.0,30948000.0,13938000.0
,deferredIncomeTax,6476000.0,-13856000.0,43187000.0,-20041000.0,-64346000.0,-59261000.0,-36261000.0,-32647000.0,-1022000.0,-51198000.0,-108272000.0,-19899000.0,633850000.0,-26492000.0,47953000.0,-84070000.0,-97171000.0,-92798000.0,-182677000.0,-179744000.0,-5561000.0,-576000.0,999000.0,-791000.0
,stockBasedCompensation,71546000.0,76032000.0,81346000.0,77330000.0,77580000.0,50270000.0,40439000.0,34529000.0,48454000.0,55237000.0,56474000.0,56914000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-2431745000.0,-3859569000.0,-153261000.0,156722000.0,66947000.0,-317638000.0,400869000.0,315905000.0,-250619000.0,-221456000.0,43941000.0,733416000.0,331709000.0,-381853000.0,59018000.0,86758000.0,-41998000.0,330440000.0,550673000.0,-835237000.0,-313002000.0,-42397000.0,-26129000.0,13601000.0
,accountsReceivables,-2126355000.0,-3628129000.0,-296910000.0,-164239000.0,317946000.0,316773000.0,-592346000.0,519140000.0,-30249000.0,26519000.0,-121194000.0,1025434000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-66462000.0,-360152000.0,-354319000.0,85047000.0,84790000.0,72660000.0,-758846000.0,596131000.0,301053000.0,-664738000.0,141754000.0,1128936000.0,205584000.0,-628024000.0,-220988000.0,-105126000.0,-56108000.0,184710000.0,639954000.0,-559842000.0,-454556000.0,-44346000.0,-32258000.0,-2533000.0
,accountsPayables,-14554000.0,68070000.0,623148000.0,268686000.0,-365051000.0,-176941000.0,1117449000.0,-671424000.0,-750169000.0,609868000.0,413053000.0,-1212108000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-193105000.0,-389672000.0,-208846000.0,-82506000.0,34586000.0,-171460000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,-38914000.0,12655000.0,-58223000.0,6858000.0,24521000.0,-20628000.0,-20753000.0,-52408000.0,-33563000.0,2831000.0,70212000.0,23931000.0,14585000.0,16671000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,-1533276000.0,-2971024000.0,753598000.0,1149909000.0,1136445000.0,794034000.0,1216460000.0,1115430000.0,804268000.0,857344000.0,798916000.0,1316779000.0,1042833000.0,276376000.0,549356000.0,724265000.0,187698000.0,607784000.0,858908000.0,-469725000.0,-67392000.0,65379000.0,38286000.0,46667000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-461745000.0,-725606000.0,-561997000.0,-525111000.0,-510634000.0,-347413000.0,-609643000.0,-488993000.0,-437191000.0,-470702000.0,-176463000.0,-462079000.0,-327547000.0,-569424000.0,-251174000.0,-289680000.0,-181461000.0,-208311000.0,-330392000.0,-711227000.0,-250458000.0,-147865000.0,-98617000.0,-26984000.0
,acquisitionsNet,2000000.0,254000000.0,-271000000.0,-152000000.0,-911000000.0,-67000000.0,-233000000.0,-162000000.0,-91000000.0,-16000000.0,-76000000.0,-209000000.0,-618000000.0,223000000.0,-131000000.0,-469000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17546000.0,-3621000.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260188000.0,26450000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,2633013000.0,3629933000.0,-120442000.0,-60329000.0,11369000.0,64362000.0,-35497000.0,-100359000.0,-2501000.0,0.0,0.0,0.0,21358000.0,534351000.0,-47090000.0,20406000.0,-102323000.0,-103133000.0,-458928000.0,-293440000.0,-93950000.0,951000.0,2198000.0,-85823000.0
,netCashUsedForInvestingActivites,2279030000.0,3252897000.0,-908985000.0,-702187000.0,-1396376000.0,-242216000.0,-783932000.0,-697199000.0,-481364000.0,-413241000.0,7824000.0,-644856000.0,-935371000.0,-391495000.0,-428919000.0,-738277000.0,-403767000.0,-813046000.0,-1083260000.0,-1116639000.0,-572194000.0,-204561000.0,-104668000.0,-111991000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-1315691000.0,-3059828000.0,-1420977000.0,-141730000.0,-190221000.0,-344156000.0,-1082420000.0,-1391859000.0,-2869121000.0,-4002226000.0,-1512154000.0,-11660047000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
