date,,2020-10-31_FY,2019-10-31_FY,2018-10-31_FY,2017-10-31_FY,2016-10-31_FY,2015-10-31_FY,2014-10-31_FY,2013-10-31_FY,2012-10-31_FY,2011-10-31_FY,2010-10-31_FY,2009-10-31_FY,2008-10-31_FY,2007-10-31_FY,2006-10-31_FY,2005-10-31_FY,2004-10-31_FY,2003-10-31_FY,2002-10-31_FY,2001-10-31_FY,2000-10-31_FY,1999-10-31_FY,1998-10-31_FY,1997-10-31_FY,1996-10-31_FY,1995-10-31_FY,1994-10-31_FY,1993-10-31_FY,1992-10-31_FY,1991-10-31_FY,1990-10-31_FY,1989-10-31_FY,1988-10-31_FY,1987-10-31_FY,1986-10-31_FY
,revenue,3564267000.0,3440258000.0,3236004000.0,3342226000.0,2816057000.0,2803480000.0,2774845000.0,2682980000.0,2386105000.0,1978085000.0,1925445000.0,1789508000.0,1723583000.0,1474844000.0,1047930000.0,1006185000.0,1052297000.0,872235000.0,743665000.0,706002000.0,605911000.0,559000000.0,521400000.0,481800000.0,455100000.0,392900000.0,371500000.0,269100000.0,210100000.0,186100000.0,175800000.0,184300000.0,165800000.0,150000000.0,151000000.0
,costOfRevenue,3370111000.0,3161123000.0,2984339000.0,2700684000.0,2362056000.0,2312368000.0,2253898000.0,2377055000.0,2212692000.0,2085248000.0,1630549000.0,1589235000.0,1683660000.0,1289654000.0,1023438000.0,826670000.0,842337000.0,741420000.0,663161000.0,626693000.0,553704000.0,489500000.0,446200000.0,433900000.0,417100000.0,337500000.0,313700000.0,223300000.0,181000000.0,157200000.0,148500000.0,147800000.0,135900000.0,118600000.0,109100000.0
,grossProfit,194156000.0,279135000.0,251665000.0,641542000.0,454001000.0,491112000.0,520947000.0,305925000.0,173413000.0,-107163000.0,294896000.0,200273000.0,39923000.0,185190000.0,24492000.0,179515000.0,209960000.0,130815000.0,80504000.0,79309000.0,52207000.0,69500000.0,75200000.0,47900000.0,38000000.0,55400000.0,57800000.0,45800000.0,29100000.0,28900000.0,27300000.0,36500000.0,29900000.0,31400000.0,41900000.0
,grossProfitRatio,0.0544729112605762,0.0811378100130862,0.0777702994186657,0.191950514417637,0.161218682718425,0.175179419863883,0.187739134978711,0.114024331154164,0.0726761814756685,-0.0541751239203573,0.153157322073599,0.111915118568903,0.0231627951772558,0.125565822554792,0.0233717901004838,0.178411524719609,0.199525419154478,0.149976783779601,0.10825304404537,0.112335375820465,0.0861628192919422,0.12432915921288,0.144227080935942,0.0994188459941885,0.0834981322786201,0.141002799694579,0.155585464333782,0.170196952805648,0.138505473584008,0.155292853304675,0.155290102389079,0.198046663049376,0.180337756332931,0.209333333333333,0.277483443708609
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,149027000.0,147649000.0,170146000.0,174570000.0,126300000.0,135768000.0,119615000.0,94094000.0,77097000.0,72217000.0,85055000.0,63663000.0,53599000.0,59797000.0,51308000.0,66031000.0,59806000.0,40293000.0,30527000.0,28215000.0,26363000.0,21900000.0,20100000.0,19000000.0,17100000.0,15800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,10748000.0,21993000.0,32624000.0,34272000.0,18776000.0,7823000.0,7788000.0,1007000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,8000.0,9000.0,12000.0,10000.0,30000.0,123000.0,61000.0,544000.0,-560000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
