Date,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Depreciation & Amortization,142884.0,162500.0,114467.0,74986.0
Stock-based compensation,1544549.0,1175672.0,359303.0,0.0
Operating Cash Flow,-9392304.0,-6472204.0,-2957176.0,-2481308.0
Capital Expenditure,-59419.0,-14622.0,-100843.0,-196095.0
Acquisitions and disposals,0.0,0.0,0.0,0.0
Investment purchases and sales,2381885.0,-2523370.0,-127580.0,0.0
Investing Cash flow,2426069.0,-2410412.0,-228423.0,-211095.0
Issuance (repayment) of debt,-841700.0,1716576.0,1837667.0,1619216.0
Issuance (buybacks) of shares,6058730.0,8152148.0,1156960.0,0.0
Dividend payments,0.0,0.0,0.0,0.0
Financing Cash Flow,6087632.0,9924974.0,2994627.0,2485726.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,-878603.0,1042358.0,-190972.0,-206677.0
Free Cash Flow,-9451723.0,-6486826.0,-3058019.0,-2677403.0
Net Cash/Marketcap,-0.0062,0.077,-0.0599,0.0063
