date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-09-30_FY,1998-09-30_FY,1997-09-30_FY,1996-09-30_FY,1995-09-30_FY,1994-09-30_FY,1993-09-30_FY,1992-09-30_FY,1991-09-30_FY,1990-09-30_FY,1989-09-30_FY
,revenue,171721000.0,154605000.0,181743000.0,167064000.0,128198000.0,119719000.0,106464000.0,98940000.0,87820000.0,81881298.0,75014836.0,77026226.0,71104467.0,82685876.0,68154920.0,69366192.0,54008264.0,40451285.0,32009767.0,32573344.0,30103882.0,10100000.0,9800000.0,9400000.0,68700000.0,5000000.0,4800000.0,3300000.0,3000000.0,3800000.0,3600000.0,3200000.0
,costOfRevenue,69853000.0,60022000.0,68130000.0,68108000.0,40171000.0,39426000.0,39840000.0,40351000.0,32249000.0,30163646.0,27655507.0,29895832.0,29976120.0,32402794.0,24756195.0,27973907.0,22143190.0,16061457.0,12888556.0,12333695.0,9002428.0,3100000.0,3000000.0,2800000.0,58600000.0,4900000.0,5600000.0,1700000.0,1200000.0,1900000.0,2000000.0,4200000.0
,grossProfit,101868000.0,94583000.0,113613000.0,98956000.0,88027000.0,80293000.0,66624000.0,58589000.0,55571000.0,51717652.0,47359329.0,47130394.0,41128347.0,50283082.0,43398725.0,41392285.0,31865074.0,24389828.0,19121211.0,20239649.0,21101454.0,7000000.0,6800000.0,6600000.0,10100000.0,100000.0,-800000.0,1600000.0,1800000.0,1900000.0,1600000.0,-1000000.0
,grossProfitRatio,0.59321806884423,0.611771934930953,0.625129991251382,0.592323899822822,0.686648777672039,0.670678839616101,0.625788999098287,0.592166969880736,0.632782965156001,0.631617393266042,0.631332833947674,0.611874636049285,0.578421423227882,0.608121778863418,0.636765841702991,0.596721310577349,0.590003670549381,0.602943219232714,0.597355519644988,0.621356192351636,0.700954581206504,0.693069306930693,0.693877551020408,0.702127659574468,0.147016011644833,0.02,-0.166666666666667,0.484848484848485,0.6,0.5,0.444444444444444,-0.3125
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,31032000.0,19629000.0,16250000.0,13365000.0,9754000.0,11654000.0,12058000.0,10932000.0,12445000.0,18406619.0,13191917.0,13371358.0,20255451.0,14136019.0,8647484.0,5269083.0,6062275.0,7999687.0,8274351.0,9389313.0,10399120.0,4000000.0,2900000.0,4200000.0,4500000.0,6800000.0,6100000.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,42653000.0,35287000.0,38325000.0,29321000.0,28356000.0,25493000.0,23750000.0,21654000.0,22309000.0,20325204.0,16793852.0,18299103.0,37203625.0,37366300.0,29288578.0,28550487.0,27159483.0,17675884.0,14387392.0,14732822.0,13808584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,34459000.0,31869000.0,30609000.0,28532000.0,29652000.0,35088000.0,41118000.0,46465000.0,37087000.0,22383308.0,20727667.0,21224125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,1653000.0,2720000.0,3287000.0,794000.0,58000.0,774000.0,531000.0,200000.0,-70000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,108144000.0,86785000.0,85184000.0,71218000.0,67762000.0,72235000.0,76926000.0,79051000.0,71841000.0,61115131.0,50713436.0,52894586.0,57459076.0,51502319.0,37936062.0,33819570.0,33221758.0,25675571.0,22661743.0,24122135.0,26307372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,177997000.0,146807000.0,153314000.0,139326000.0,107933000.0,111661000.0,116766000.0,119402000.0,104090000.0,91278777.0,78368943.0,82790418.0,87435196.0,83905113.0,62692257.0,61793477.0,55364948.0,41737028.0,35550299.0,36455830.0,35309800.0,13500000.0,12000000.0,14400000.0,74200000.0,24400000.0,20700000.0,16700000.0,10600000.0,8900000.0,6900000.0,5900000.0
,interestExpense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172000.0,316313.0,316185.0,361188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
