date,,2021-01-03_FY,2019-12-29_FY,2018-12-30_FY,2017-12-31_FY,2017-01-01_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-22471000.0,8817000.0,3999000.0,7334000.0,7043000.0
,depreciationAndAmortization,12290000.0,12123000.0,11157000.0,10691000.0,9110000.0
,deferredIncomeTax,-1709000.0,-1945000.0,-2092000.0,-2257000.0,-895000.0
,stockBasedCompensation,1878000.0,1498000.0,3765000.0,2207000.0,2996000.0
,changeInWorkingCapital,-878000.0,-3508000.0,4418000.0,3138000.0,-2428000.0
,accountsReceivables,0.0,-286000.0,-303000.0,0.0,-1136000.0
,inventory,557000.0,39000.0,-330000.0,-266000.0,-340000.0
,accountsPayables,-969000.0,-79000.0,583000.0,391000.0,-160000.0
,otherWorkingCapital,4168000.0,2486000.0,546000.0,1766000.0,1756000.0
,otherNonCashItems,16954000.0,270000.0,433000.0,147000.0,591000.0
,netCashProvidedByOperatingActivites,6064000.0,17255000.0,21680000.0,21260000.0,16417000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-7382000.0,-11937000.0,-18111000.0,-13312000.0,-20777000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,-3203000.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,653000.0,-255000.0,-497000.0,-256000.0,2964000.0
,netCashUsedForInvestingActivites,-6729000.0,-12192000.0,-18608000.0,-13568000.0,-21016000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-27322000.0,-5000000.0,-5000000.0,-3611000.0,-1667000.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,-3203000.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,31547000.0,-43000.0,0.0,-2000.0,2677000.0
,netCashUsedProvidedByFinancingActivities,4225000.0,-5043000.0,-5000000.0,-3613000.0,-2193000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,3560000.0,20000.0,-1928000.0,4079000.0,-6792000.0
,cashAtEndOfPeriod,12363000.0,8803000.0,8783000.0,10711000.0,6632000.0
,cashAtBeginningOfPeriod,8803000.0,8783000.0,10711000.0,6632000.0,13424000.0
,operatingCashFlow,6064000.0,17255000.0,21680000.0,21260000.0,16417000.0
,capitalExpenditure,-7382000.0,-11937000.0,-18111000.0,-13312000.0,-20777000.0
,freeCashFlow,-1318000.0,5318000.0,3569000.0,7948000.0,-4360000.0
