date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY
,revenue,749000.0,0.0,0.0,0.0,0.0
,costOfRevenue,282000.0,0.0,0.0,0.0,0.0
,grossProfit,467000.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.623497997329773,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,13500000.0,9858000.0,9777000.0,14428000.0,20929000.0
,GeneralAndAdministrativeExpenses,12735000.0,9000000.0,8739000.0,12383000.0,8792000.0
,SellingAndMarketingExpenses,23285000.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,49520000.0,18858000.0,18516000.0,26811000.0,29721000.0
,costAndExpenses,49802000.0,18858000.0,18516000.0,26811000.0,29721000.0
,interestExpense,3109000.0,0.0,1116000.0,1918000.0,2446000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,276000.0,163000.0,23000.0,23000.0,19000.0
,EBITDA,-48468000.0,-18695000.0,-18493000.0,-26788000.0,-29702000.0
,EBITDARatio,-64.7102803738318,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-49053000.0,-18858000.0,-18516000.0,-26811000.0,-29721000.0
,operatingIncomeRatio,-69.2296395193591,0.0,0.0,0.0,0.0
,totalOtherIncomeExpensesNet,2800000.0,-252000.0,1740000.0,1493000.0,2095000.0
,incomeBeforeTax,-51853000.0,-18606000.0,-20256000.0,-28304000.0,-31816000.0
,incomeBeforeTaxRatio,-69.2296395193591,0.0,0.0,0.0,0.0
,incomeTaxExpense,0.0,0.0,-477000.0,0.0,-3075000.0
,netIncome,-51853000.0,-18606000.0,-19779000.0,-28304000.0,-28741000.0
,netIncomeRatio,-69.2296395193591,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-0.61,-0.38,-0.58,-0.91,-1.02
,EPSDiluted,-0.61,-0.38,-0.58,-0.91,-1.02
,weightedAverageShsOut,84683084.0,49432487.0,34315931.0,30940831.0,28273331.0
,weightedAverageShsOutDil,84683084.0,49432487.0,34315931.0,30940831.0,28273331.0
