date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY
,revenue,24662000000.0,38344000000.0,38542000000.0,31954000000.0,26807000000.0,29208000000.0,39862000000.0,40282000000.0,38208000000.0,39337000000.0,34350000000.0,25480000000.0,30089000000.0,17933000000.0,15829000000.0,11086000000.0,8621000000.0,6306000000.0,4904000000.0,3995000000.0,3388000000.0,2387000000.0,2070000000.0,2147962831.0,2099904070.0,1898009272.0,1635011923.0,1519989410.0,1536045772.0,1564016640.0
,costOfRevenue,18638000000.0,12562000000.0,14133000000.0,11121000000.0,9877000000.0,11590000000.0,17528000000.0,17293000000.0,17101000000.0,18723000000.0,17509000000.0,14764000000.0,18901000000.0,8805000000.0,6264000000.0,4930000000.0,3240000000.0,1702000000.0,1298000000.0,1391000000.0,807000000.0,519000000.0,366000000.0,558970693.0,716047691.0,763976002.0,658016552.0,684935134.0,768976478.0,718973885.0
,grossProfit,6024000000.0,25782000000.0,24409000000.0,20833000000.0,16930000000.0,17618000000.0,22334000000.0,22989000000.0,21107000000.0,20614000000.0,13752000000.0,2695000000.0,-565000000.0,6215000000.0,7970000000.0,5391000000.0,4986000000.0,4469000000.0,3604000000.0,2599000000.0,2578000000.0,1864000000.0,1702000000.0,1588992138.0,1383856379.0,1134033270.0,976995371.0,835054276.0,767069294.0,845042755.0
,grossProfitRatio,0.244262428026924,0.672386814103902,0.633309117326553,0.651968454653564,0.631551460439437,0.603190906600931,0.560282976268125,0.57070155404399,0.552423576214405,0.524035894958945,0.400349344978166,0.105769230769231,-0.0187776263750872,0.346567780070262,0.503506222755702,0.486289013169764,0.578355179213548,0.708690136378053,0.734910277324633,0.650563204005006,0.760920897284534,0.780896522832007,0.822222222222222,0.739767055121821,0.659009332269164,0.597485632304119,0.597546328107113,0.549381640757616,0.499379190374803,0.540302918388388
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,256000000.0,122000000.0,104000000.0,289000000.0,478000000.0,367000000.0,322000000.0,309000000.0,116000000.0,197000000.0,268000000.0,90000000.0,95000000.0,104000000.0,56000000.0,55000000.0,51000000.0,26000000.0,22000000.0,53000000.0,40000000.0,40000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,3698000000.0,12686000000.0,11892000000.0,10185000000.0,1072000000.0,1085000000.0,777000000.0,10403000000.0,6936000000.0,9160000000.0,656000000.0,427000000.0,-5837000000.0,4912000000.0,3261000000.0,2603000000.0,2536000000.0,2076000000.0,1764000000.0,1511000000.0,1478000000.0,1183000000.0,1085000000.0,704932094.0,424009867.0,280065449.0,241969421.0,211940694.0,227972028.0,239889069.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,9150000000.0,8607000000.0,9749000000.0,-29000000.0,0.0,0.0,7810000000.0,6641000000.0,11725000000.0,0.0,1582000000.0,763000000.0,392000000.0,129000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,50000000.0,270000000.0,266000000.0,247000000.0,269000000.0,197000000.0,198000000.0,275000000.0,0.0,0.0,178000000.0,155000000.0,64000000.0,48000000.0,34000000.0,30000000.0,26000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
