Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2013-12-31,2012-12-31
Depreciation & Amortization,43000.0,19000.0,13000.0,7000.0,4895.0,0.0
Stock-based compensation,6410000.0,15039000.0,7565000.0,3035000.0,176400.0,0.0
Operating Cash Flow,-4511000.0,-5578000.0,-2908000.0,-2103000.0,-1426059.0,-238530.0
Capital Expenditure,-79000.0,-114000.0,-411000.0,-3000.0,-31260.0,-2722.0
Acquisitions and disposals,0.0,0.0,0.0,0.0,0.0,0.0
Investment purchases and sales,-3626000.0,-500000.0,-460000.0,-110000.0,0.0,0.0
Investing Cash flow,-3705000.0,-614000.0,-871000.0,-113000.0,-36872.0,-7512.0
Issuance (repayment) of debt,-449000.0,-3106000.0,1034000.0,4653000.0,88100.0,0.0
Issuance (buybacks) of shares,11099000.0,12550000.0,134000.0,1982000.0,1367250.0,297260.0
Dividend payments,0.0,0.0,0.0,0.0,0.0,0.0
Financing Cash Flow,9529000.0,7700000.0,180000.0,6635000.0,1455350.0,297260.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,1313000.0,1508000.0,-3599000.0,4419000.0,-7581.0,51218.0
Free Cash Flow,-4590000.0,-5692000.0,-3319000.0,-2106000.0,-1457319.0,-241252.0
Net Cash/Marketcap,0.3189,0.0039,-0.0081,-0.0081,-0.0081,-0.0081
