Date,2018-12-31,2017-12-31,2016-12-31,2016-09-30,2015-12-31,2015-09-30,2014-09-30,2013-09-30,2012-09-30,2011-09-30,2010-09-30,2009-09-30
Revenue,12740000.0,1000.0,11364000.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue Growth,12739.0,-0.9999,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cost of Revenue,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
Gross Profit,12740000.0,1000.0,11364000.0,0.0,0.0,5099000.0,0.0,0.0,0.0,0.0,0.0,0.0
R&D Expenses,31732000.0,12991000.0,8077000.0,3682000.0,,13365000.0,14194000.0,14296000.0,12315000.0,13597000.0,26177000.0,32325000.0
SG&A Expense,18061000.0,15246000.0,15786000.0,10289000.0,,6402000.0,5598000.0,6843000.0,7072000.0,9625000.0,10980000.0,10994000.0
Operating Expenses,50630000.0,24578000.0,23658000.0,13971000.0,37157000.0,9825000.0,19767000.0,19261000.0,20593000.0,19299000.0,23222000.0,37157000.0
Operating Income,-37890000.0,-24577000.0,-12294000.0,-13971000.0,-37157000.0,-4726000.0,-19767000.0,-19261000.0,-20593000.0,-19299000.0,-23222000.0,-37157000.0
Interest Expense,4838000.0,-40000.0,1319000.0,0.0,0.0,-1722000.0,0.0,0.0,0.0,0.0,0.0,0.0
Earnings before Tax,-46091000.0,-24202000.0,-16288000.0,-13703000.0,,-18708000.0,-14105000.0,-19320000.0,-20729000.0,-10551000.0,-38394000.0,-42933000.0
Income Tax Expense,20000.0,212000.0,62000.0,52000.0,,29000.0,26000.0,15000.0,18000.0,41000.0,-104000.0,337000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,-46111000.0,-24414000.0,-16350000.0,-13755000.0,,-18737000.0,-14131000.0,-19335000.0,-20747000.0,-10592000.0,-38290000.0,
Preferred Dividends,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income Com,-46111000.0,-24414000.0,-16350000.0,-13755000.0,,-18737000.0,-14131000.0,-19335000.0,-20747000.0,-10592000.0,-38290000.0,-43270000.0
EPS,-3.94,-3.12,-13.19,-6.45,,-13.7,-19.8,-37.2,-57.3,-40.8,-190.2,-218.4
EPS Diluted,-3.94,-3.12,-13.19,-6.45,,-13.7,-19.8,-37.2,-57.3,-40.8,-190.2,-218.4
Weighted Average Shs Out,11969928.0,8899451.0,6292644.0,2138274.0,,2071705.0,756389.0,637956.0,466094.0,321712.0,199950.0,198334.0
Weighted Average Shs Out (Dil),11702785.0,7819302.0,1239694.0,2133709.0,,1367261.0,713475.0,521684.0,362756.0,259624.0,201349.0,197888.0
Dividend per Share,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross Margin,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EBITDA Margin,-3.235,-24207.0,-1.316,,,,,,,,,
EBIT Margin,-3.2381,-24242.0,-1.3172,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Profit Margin,-3.619,-24414.0,-1.439,,,,,,,,,
Free Cash Flow margin,-2.1075,-23256.0,-0.7732,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EBITDA,-41208000.0,-24207000.0,-14955000.0,-13622000.0,,-18511000.0,-13502000.0,-18679000.0,-20004000.0,-9613000.0,-37403000.0,
EBIT,-41253000.0,-24242000.0,-14969000.0,-13703000.0,-38394000.0,-4726000.0,-18708000.0,-14105000.0,-19320000.0,-20729000.0,-10551000.0,-38394000.0
Consolidated Income,-46111000.0,-24414000.0,-16350000.0,-13755000.0,,-18737000.0,-14131000.0,-19335000.0,-20747000.0,-10592000.0,-38290000.0,
Earnings Before Tax Margin,-3.6178,-24202.0,-1.4333,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Profit Margin,-3.6194,-24414.0,-1.4388,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
