date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY
,revenue,15379000000.0,17450000000.0,11763000000.0,9274000000.0,8599000000.0,8209000000.0,8420000000.0,7964000000.0,7363000000.0,7205000000.0,5937000000.0,4649000000.0,5916000000.0,6184000000.0,4685000000.0,4441000000.0,4213000000.0,3766000000.0,3459000000.0,3364000000.0,3549000000.0,3279000000.0,7605000000.0,7318000000.0,6648000000.0
,costOfRevenue,13402000000.0,14912000000.0,10071000000.0,7812000000.0,7111000000.0,6845000000.0,7025000000.0,6734000000.0,6170000000.0,6037000000.0,4900000000.0,3875000000.0,5063000000.0,5210000000.0,3838000000.0,3583000000.0,3371000000.0,2994000000.0,2735000000.0,2699000000.0,2766000000.0,2427000000.0,5344000000.0,5206000000.0,4762000000.0
,grossProfit,1977000000.0,2538000000.0,1692000000.0,1462000000.0,1488000000.0,1364000000.0,1395000000.0,1230000000.0,1193000000.0,1168000000.0,1037000000.0,774000000.0,853000000.0,974000000.0,847000000.0,858000000.0,842000000.0,772000000.0,724000000.0,665000000.0,783000000.0,852000000.0,2261000000.0,2112000000.0,1886000000.0
,grossProfitRatio,0.12855192145133,0.145444126074499,0.143840856924254,0.157645029113651,0.173043377136876,0.166159093677671,0.165676959619952,0.154445002511301,0.162026347955996,0.162109646079112,0.174667340407613,0.166487416648742,0.144185260311021,0.157503234152652,0.180789754535752,0.193199729790588,0.199857583669594,0.204992033988317,0.209309048858051,0.197681331747919,0.220625528317836,0.259835315645014,0.297304404996713,0.288603443563815,0.283694344163658
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,273000000.0,324000000.0,204000000.0,158000000.0,154000000.0,146000000.0,169000000.0,144000000.0,126000000.0,133000000.0,117000000.0,97000000.0,127000000.0,114000000.0,88000000.0,83000000.0,76000000.0,67000000.0,67000000.0,48000000.0,58000000.0,52000000.0,66000000.0,68000000.0,92000000.0
,GeneralAndAdministrativeExpenses,889000000.0,1138000000.0,794000000.0,648000000.0,589000000.0,491000000.0,519000000.0,453000000.0,427000000.0,428000000.0,417000000.0,344000000.0,392000000.0,399000000.0,377000000.0,385000000.0,417000000.0,364000000.0,351000000.0,372000000.0,459000000.0,521000000.0,1106000000.0,915000000.0,857000000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,38000000.0,42000000.0,-32000000.0,1000000.0,0.0,-1000000.0,-3000000.0,0.0,-3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,1162000000.0,2135000000.0,1343000000.0,1030000000.0,955000000.0,840000000.0,896000000.0,802000000.0,758000000.0,768000000.0,750000000.0,662000000.0,741000000.0,718000000.0,649000000.0,645000000.0,670000000.0,594000000.0,562000000.0,573000000.0,668000000.0,717000000.0,1620000000.0,1348000000.0,1258000000.0
,costAndExpenses,14564000000.0,17047000000.0,11414000000.0,8842000000.0,8066000000.0,7685000000.0,7921000000.0,7536000000.0,6928000000.0,6805000000.0,5650000000.0,4537000000.0,5804000000.0,5928000000.0,4487000000.0,4228000000.0,4041000000.0,3588000000.0,3297000000.0,3272000000.0,3434000000.0,3144000000.0,6964000000.0,6554000000.0,6020000000.0
,interestExpense,724000000.0,322000000.0,132000000.0,73000000.0,92000000.0,67000000.0,91000000.0,80000000.0,105000000.0,108000000.0,149000000.0,133000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,639000000.0,673000000.0,345000000.0,224000000.0,212000000.0,203000000.0,208000000.0,205000000.0,205000000.0,207000000.0,216000000.0,221000000.0,222000000.0,205000000.0,184000000.0,177000000.0,177000000.0,163000000.0,144000000.0,153000000.0,151000000.0,144000000.0,0.0,0.0,0.0
,EBITDA,-85000000.0,1076000000.0,694000000.0,656000000.0,745000000.0,727000000.0,707000000.0,633000000.0,640000000.0,607000000.0,503000000.0,333000000.0,334000000.0,461000000.0,382000000.0,390000000.0,349000000.0,341000000.0,306000000.0,245000000.0,266000000.0,279000000.0,1089000000.0,1129000000.0,937000000.0
,EBITDARatio,-0.00552701736133689,0.0616618911174785,0.0589985547904446,0.0707353892602976,0.0866379811606001,0.0885613351199903,0.0839667458432304,0.0794826720241085,0.0869210919462176,0.0842470506592644,0.0847229240357083,0.0716283071628307,0.0564570655848546,0.0745472186287193,0.0815368196371398,0.0878180589957217,0.0828388321860907,0.0905469994689325,0.0884648742411101,0.0728299643281807,0.0749506903353057,0.0850869167429094,0.143195266272189,0.154277124897513,0.140944645006017
