Date,2018-12-31,2017-12-31
Revenue,107990804.5977,52860744.2977
Revenue Growth,1.0429,
Cost of Revenue,0.0,0.0
Gross Profit,107990804.5977,52860744.2977
R&D Expenses,79948275.8621,80432172.8691
SG&A Expense,20852873.5632,20426170.4682
Operating Expenses,102075862.069,100858343.3373
Operating Income,5914942.5287,-47997599.0396
Interest Expense,9688505.7471,12647058.8235
Earnings before Tax,3121839.0805,-57643457.383
Income Tax Expense,-382758.6207,441776.7107
Net Income - Non-Controlling int,0.0,0.0
Net Income - Discontinued ops,0.0,0.0
Net Income,3504597.7011,-58085234.0936
Preferred Dividends,0.0,0.0
Net Income Com,3504597.7011,-58085234.0936
EPS,0.0575,-1.0684
EPS Diluted,0.0575,-1.0684
Weighted Average Shs Out,85874219.5402,
Weighted Average Shs Out (Dil),67559439.0805,65248459.7839
Dividend per Share,0.0,0.0
Gross Margin,1.0,1.0
EBITDA Margin,0.2264,-0.9016
EBIT Margin,0.1186,-0.8512
Profit Margin,0.0368,-1.3193
Free Cash Flow margin,-0.3555,-1.1588
EBITDA,21317241.3793,-39722689.0756
EBIT,12810344.8276,-44996398.5594
Consolidated Income,3504597.7011,-58085234.0936
Earnings Before Tax Margin,0.0289,-1.0905
Net Profit Margin,0.0325,-1.0988
