date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-80696000.0,-12946000.0,32281000.0,-6148000.0,-40712000.0,-90828000.0,102278000.0,65323000.0,60032000.0,80017000.0,41626000.0,-20573000.0,38458000.0,26662000.0,-32281000.0,22139000.0,4956000.0,2077000.0,4621000.0,31906000.0,11150000.0,-68655000.0,-63600000.0,37100000.0,18400000.0,12200000.0,9400000.0,2400000.0,5300000.0,3900000.0,1600000.0
,depreciationAndAmortization,45314000.0,47144000.0,45899000.0,39757000.0,37955000.0,43917000.0,42030000.0,44198000.0,32821000.0,28971000.0,27010000.0,28138000.0,27343000.0,19285000.0,26038000.0,25798000.0,20801000.0,21329000.0,21843000.0,27427000.0,23566000.0,26881000.0,37900000.0,25800000.0,17100000.0,10000000.0,7400000.0,5900000.0,5700000.0,3500000.0,2000000.0
,deferredIncomeTax,-18850000.0,-4250000.0,236000.0,-10350000.0,3352000.0,-503000.0,-2328000.0,-7832000.0,1358000.0,0.0,18030000.0,-6916000.0,12773000.0,7983000.0,-15671000.0,10061000.0,3408000.0,564000.0,3837000.0,15348000.0,5655000.0,-29298000.0,-26000000.0,15900000.0,4700000.0,3200000.0,-200000.0,-1700000.0,0.0,0.0,0.0
,stockBasedCompensation,6578000.0,11640000.0,10361000.0,10843000.0,12056000.0,14202000.0,12304000.0,9699000.0,7103000.0,4535000.0,3876000.0,3437000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-175425000.0,-31439000.0,34763000.0,63484000.0,-97811000.0,-69654000.0,44915000.0,-38771000.0,37485000.0,77604000.0,166261000.0,-90026000.0,-29764000.0,65177000.0,52699000.0,19019000.0,12096000.0,17475000.0,13075000.0,-6691000.0,61806000.0,-27656000.0,-14300000.0,60100000.0,-2000000.0,18500000.0,8200000.0,500000.0,-7200000.0,26000000.0,-4900000.0
,accountsReceivables,70994000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,39889000.0,699000.0,-30352000.0,-15097000.0,16044000.0,21309000.0,-14136000.0,16431000.0,-28758000.0,-48129000.0,-8085000.0,35182000.0,-37002000.0,-12762000.0,-23887000.0,-2331000.0,-11886000.0,-20293000.0,-8059000.0,-19146000.0,-7474000.0,-7263000.0,3600000.0,-12000000.0,1500000.0,-4900000.0,700000.0,-3400000.0,-200000.0,-600000.0,-700000.0
,accountsPayables,-29457000.0,-8318000.0,2449000.0,14153000.0,-5213000.0,-31974000.0,23606000.0,-17733000.0,13702000.0,30425000.0,2810000.0,-28710000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,174522000.0,349947000.0,381386000.0,346623000.0,283139000.0,380950000.0,450604000.0,405689000.0,444460000.0,406975000.0,329371000.0,163110000.0,253136000.0,282900000.0,217723000.0,165024000.0,146005000.0,133909000.0,116434000.0,103359000.0,110050000.0,48244000.0,75900000.0,90200000.0,30100000.0,32100000.0,13600000.0,5400000.0,4900000.0,12100000.0,-13900000.0
,otherNonCashItems,6579000.0,6188000.0,4904000.0,5345000.0,0.0,0.0,0.0,0.0,0.0,106640000.0,41626000.0,2534000.0,11632000.0,4716000.0,94172000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,200000.0,-100000.0,-200000.0,-300000.0,100000.0,100000.0,100000.0
,netCashProvidedByOperatingActivites,55791000.0,72286000.0,63403000.0,38381000.0,11095000.0,121517000.0,89173000.0,151903000.0,110245000.0,-13558000.0,31476000.0,88819000.0,28687000.0,68188000.0,26673000.0,29321000.0,18434000.0,6805000.0,11368000.0,40919000.0,3240000.0,2235000.0,29200000.0,28900000.0,26800000.0,7100000.0,11000000.0,2600000.0,1600000.0,3600000.0,-1000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,12399000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22494000.0,-17036000.0,-36391000.0,-36009000.0,-23468000.0,-22726000.0,-15187000.0,-29673000.0,-35432000.0,-40497000.0,-120500000.0,-78400000.0,-43700000.0,-24000000.0,-23100000.0,-7100000.0,-13000000.0,-7800000.0,-1800000.0
,acquisitionsNet,0.0,-19000000.0,-14000000.0,-45000000.0,-4000000.0,0.0,90000000.0,7000000.0,-53000000.0,-27000000.0,0.0,0.0,-1000000.0,-23000000.0,0.0,-1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11201000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300000.0,500000.0,0.0
,otherInvestingActivites,0.0,0.0,1000000.0,0.0,10060000.0,-17485000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3471000.0,1365000.0,0.0,1573000.0,2180000.0,916000.0,600000.0,7673000.0,700000.0,-14300000.0,-81300000.0,-1100000.0,-400000.0,800000.0,-100000.0,-100000.0,400000.0
