date,,2020-06-30_FY,2019-06-30_FY,2018-06-30_FY,2017-06-30_FY,2016-06-30_FY,2015-06-30_FY,2014-06-30_FY,2013-06-30_FY,2012-06-30_FY,2011-06-30_FY,2010-06-30_FY,2009-06-30_FY,2008-06-30_FY,2007-06-30_FY,2006-06-30_FY,2005-06-30_FY,2004-06-30_FY,2003-06-30_FY,2002-06-30_FY
,revenue,3109736000.0,2868755000.0,2815241000.0,2291057000.0,1824228000.0,1851917000.0,1624699000.0,1363336000.0,1207473000.0,1033303000.0,912023000.0,785665000.0,725532000.0,595664000.0,409562000.0,414828000.0,291058000.0,177725000.0,152477000.0
,costOfRevenue,1003775000.0,930703000.0,951411000.0,762391000.0,574000000.0,601785000.0,511670000.0,485904000.0,418018000.0,341020000.0,296531000.0,251837000.0,232731000.0,201552000.0,141188000.0,125993000.0,78402000.0,45197000.0,39221000.0
,grossProfit,2105961000.0,1938052000.0,1863830000.0,1528666000.0,1250228000.0,1250132000.0,1113029000.0,877432000.0,789455000.0,692283000.0,615492000.0,533828000.0,492801000.0,394112000.0,268374000.0,288835000.0,212656000.0,132528000.0,113256000.0
,grossProfitRatio,0.677215364905574,0.675572504448794,0.662049891998589,0.667231762457241,0.685346349250203,0.67504753182783,0.685067818715959,0.643591895174777,0.653807579962451,0.66997095721197,0.674864559336771,0.6794600752229,0.679227105075999,0.661634747105751,0.655270752657717,0.696276529067469,0.730631008252651,0.745691377127585,0.742774320061386
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,370411000.0,321836000.0,323461000.0,281680000.0,194057000.0,196491000.0,176834000.0,164010000.0,169043000.0,145992000.0,129378000.0,116164000.0,105894000.0,79063000.0,59184000.0,65139000.0,43616000.0,29324000.0,24071000.0
,GeneralAndAdministrativeExpenses,237532000.0,207909000.0,205313000.0,170438000.0,140397000.0,163042000.0,142450000.0,109325000.0,97072000.0,86696000.0,83295000.0,73842000.0,0.0,0.0,0.0,0.0,0.0,0.0,63582000.0
,SellingAndMarketingExpenses,585044000.0,518035000.0,529381000.0,444838000.0,344235000.0,369920000.0,345643000.0,289157000.0,274544000.0,232332000.0,198208000.0,186533000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,1392000.0,818000.0,6322000.0,15743000.0,-1423000.0,-28047000.0,-16000.0,-2473000.0,-93000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,1502004000.0,1335323000.0,1329216000.0,1112116000.0,846819000.0,888598000.0,781187000.0,655733000.0,615572000.0,526102000.0,464246000.0,421810000.0,392422000.0,330278000.0,229241000.0,261251000.0,172182000.0,105610000.0,99746000.0
,costAndExpenses,2505779000.0,2266026000.0,2280627000.0,1874507000.0,1420819000.0,1490383000.0,1292857000.0,1141637000.0,1033590000.0,867122000.0,760777000.0,673647000.0,625153000.0,531830000.0,370429000.0,387244000.0,250584000.0,150807000.0,138967000.0
,interestExpense,149204000.0,136592000.0,137250000.0,119124000.0,76363000.0,54620000.0,27934000.0,16982000.0,15564000.0,11838000.0,10366000.0,13620000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,309017000.0,287543000.0,271061000.0,215160000.0,168130000.0,159145000.0,116260000.0,93241000.0,74913000.0,61082000.0,53365000.0,45271000.0,42776000.0,38432000.0,20302000.0,35449000.0,18409000.0,8245000.0,12093000.0
,EBITDA,912974000.0,890272000.0,805675000.0,631710000.0,571539000.0,520679000.0,448102000.0,314940000.0,248796000.0,227263000.0,204611000.0,157289000.0,143155000.0,102266000.0,59435000.0,63033000.0,58883000.0,35163000.0,25603000.0
,EBITDARatio,0.293585693447933,0.310333925343921,0.286183314323712,0.275728626568435,0.313304586926634,0.28115676890487,0.275806164711125,0.231006883116121,0.206046843283452,0.219938391739887,0.224348508754713,0.200198557909542,0.197310387412271,0.171684036638105,0.145118443605608,0.151949723740924,0.202306756728899,0.197850611900408,0.167913849301862
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,603957000.0,602729000.0,534614000.0,416550000.0,403409000.0,361534000.0,331842000.0,221699000.0,173883000.0,166181000.0,151246000.0,112018000.0,100379000.0,63834000.0,39133000.0,27584000.0,40474000.0,26918000.0,13510000.0
,operatingIncomeRatio,0.194214878690667,0.2101012460109,0.189899905549827,0.181815642299602,0.221139572465722,0.195221492107908,0.204248294607186,0.162615085349466,0.14400570447538,0.16082504357386,0.165835730019967,0.142577307121992,0.138352271161024,0.107164441698676,0.0955484151361699,0.0664950292651412,0.139058194586646,0.15145871430581,0.0886035270893315
,totalOtherIncomeExpensesNet,-112374000.0,-25563000.0,-11238000.0,-47875000.0,-36269000.0,-40870000.0,-27373000.0,-26507000.0,-20974000.0,-21671000.0,-52015000.0,-17621000.0,-605000.0,-11166000.0,-30970000.0,-1392000.0,-9788000.0,2788000.0,1613000.0
,incomeBeforeTax,345205000.0,440574000.0,386126000.0,249551000.0,290777000.0,266044000.0,276535000.0,178210000.0,137345000.0,132672000.0,88865000.0,80777000.0,76497000.0,32386000.0,9650000.0,27569000.0,31896000.0,30934000.0,16960000.0
,incomeBeforeTaxRatio,0.111007815454431,0.153576725792199,0.1371555756683,0.108923959552294,0.159397290250999,0.14365870608672,0.170206912172655,0.130716125738629,0.113745814606207,0.128396027109183,0.0974372356837492,0.102813540122062,0.105435735432758,0.0543695774799216,0.0235617562176178,0.0664588697002131,0.109586405458706,0.174055422703615,0.111229890409701
,incomeTaxExpense,110837000.0,154937000.0,143826000.0,-776364000.0,6282000.0,31638000.0,58461000.0,29690000.0,12171000.0,9469000.0,1311000.0,23788000.0,22993000.0,10334000.0,4093000.0,6958000.0,7270000.0,3177000.0,289000.0
,netIncome,234225000.0,285501000.0,242224000.0,1025659000.0,284477000.0,234327000.0,218125000.0,148520000.0,125174000.0,123203000.0,87554000.0,56938000.0,53006000.0,21660000.0,4978000.0,20359000.0,23298000.0,27757000.0,16671000.0
,netIncomeRatio,0.0753198985380109,0.0995208722947759,0.0860402359869013,0.447679389906056,0.155943774572038,0.126532128599716,0.134255637505778,0.108938662222666,0.103666086115383,0.119232209719705,0.0959997719355762,0.0724710913684586,0.0730581145972886,0.0363627817024363,0.0121544479224147,0.0490781721580993,0.0800459015041676,0.156179490786327,0.109334522583734
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,0.86478713074171,1.0621949223168,0.910325647819306,4.04,1.17,0.96,0.91,0.6325,0.54,0.54,0.39,0.2725,0.26,0.11,0.0255721950738685,0.1025,0.1325,0.1775,0.10375
,EPSDiluted,0.861701070941111,1.05777153696815,0.905537361865028,4.01,1.165,0.955,0.905,0.6275,0.5325,0.5275,0.3825,0.2675,0.2525,0.1075,0.0249151179269869,0.0975,0.1225,0.1675,0.0975
,weightedAverageShsOut,270847000.0,268784000.0,266085000.0,253879000.0,242926000.0,244184000.0,239348000.0,234416000.0,231560000.0,228308000.0,225120000.0,208120000.0,203118120.0,197571380.0,194664556.0,199674164.0,174974032.0,156202224.0,159829752.0
,weightedAverageShsOutDil,271817000.0,269908000.0,267492000.0,255805000.0,244076000.0,245914000.0,241152000.0,236248000.0,234936000.0,233040000.0,229540000.0,213084000.0,210416460.0,203631588.0,199798372.0,208367440.0,189088452.0,165572432.0,169911720.0
