date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY,1987-12-31_FY,1986-12-31_FY,1985-12-31_FY
,revenue,740340000.0,657515000.0,475212000.0,466185000.0,259211000.0,381643000.0,361383000.0,210741000.0,148278000.0,178464000.0,228506000.0,224882000.0,214651000.0,165381000.0,169861000.0,155736000.0,136807000.0,189603000.0,199800000.0,177701000.0,144632000.0,97824000.0,98311000.0,85999000.0,58532000.0,41036000.0,31106000.0,24600000.0,28100000.0,21100000.0,24100000.0,23500000.0,19700000.0,19000000.0,55900000.0,40800000.0
,costOfRevenue,250850000.0,222146000.0,164678000.0,163882000.0,96908000.0,156157000.0,155934000.0,90498000.0,56351000.0,77881000.0,96689000.0,97217000.0,67713000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,489490000.0,435369000.0,310534000.0,302303000.0,162303000.0,225486000.0,205449000.0,120243000.0,91927000.0,100583000.0,131817000.0,127665000.0,146938000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.66116919253316,0.662143068979415,0.65346413811099,0.648461447708528,0.626142409079862,0.590829649698802,0.568507649778767,0.57057240878614,0.619963851683999,0.563603864084633,0.57686450246383,0.567697725918482,0.684543747757989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,27034000.0,37007000.0,22040000.0,27523000.0,25592000.0,17099000.0,19784000.0,21940000.0,23208000.0,30571000.0,52498000.0,52711000.0,58453000.0,57810000.0,58592000.0,40703000.0,33702000.0,29606000.0,27670000.0,27010000.0,18452000.0,14961000.0,13087000.0,12717000.0,9080000.0,7648000.0,7538000.0,7300000.0,0.0,0.0,4500000.0,5200000.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-2091000.0,-1109000.0,-556000.0,-1796000.0,-5888000.0,-1000000.0,-3544000.0,-3693000.0,-4104000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
