date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY,1987-12-31_FY,1986-12-31_FY,1985-12-31_FY
,revenue,4895800000.0,4357700000.0,4145900000.0,3776200000.0,3493100000.0,3394800000.0,3297600000.0,3194300000.0,2921900000.0,2749300000.0,2589220000.0,2520922000.0,2422398000.0,2220940000.0,1945661000.0,1736506000.0,1462062000.0,1056874000.0,1047149000.0,1080864000.0,795725000.0,730000000.0,684400000.0,574900000.0,527800000.0,485800000.0,491000000.0,507700000.0,516400000.0,485500000.0,428500000.0,387600000.0,346800000.0,318800000.0,275400000.0,231400000.0
,costOfRevenue,2681600000.0,2373700000.0,2305100000.0,2046600000.0,1902500000.0,1883000000.0,1844700000.0,1756300000.0,1630500000.0,1534800000.0,1431455000.0,1419932000.0,1450680000.0,1353042000.0,1184524000.0,1099506000.0,928674000.0,738883000.0,735928000.0,680211000.0,426867000.0,385000000.0,362100000.0,316500000.0,292400000.0,276600000.0,276500000.0,262200000.0,267000000.0,272500000.0,253200000.0,251700000.0,228300000.0,207400000.0,177100000.0,145700000.0
,grossProfit,2214200000.0,1984000000.0,1840800000.0,1729600000.0,1590600000.0,1511800000.0,1452900000.0,1438000000.0,1291400000.0,1214500000.0,1157765000.0,1100990000.0,971718000.0,867898000.0,761137000.0,637000000.0,533388000.0,317991000.0,311221000.0,400653000.0,368858000.0,345000000.0,322300000.0,258400000.0,235400000.0,209200000.0,214500000.0,245500000.0,249400000.0,213000000.0,175300000.0,135900000.0,118500000.0,111400000.0,98300000.0,85700000.0
,grossProfitRatio,0.452265206912047,0.455286045390917,0.444004920523891,0.458026587574811,0.455354842403596,0.445328148933663,0.440593158660844,0.450176877563159,0.44197268900373,0.441748808787691,0.447148175898533,0.436741001903272,0.401138871481895,0.390779579817555,0.391197130435364,0.366828562642456,0.364819002203737,0.300878818099414,0.297207942709204,0.370678457234213,0.463549593138333,0.472602739726027,0.470923436586791,0.449469472951818,0.44600227358848,0.430629888843145,0.436863543788187,0.483553279495765,0.48295894655306,0.438722966014418,0.409101516919487,0.35061919504644,0.341695501730104,0.349435382685069,0.356935366739288,0.370354364736387
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,593300000.0,628800000.0,565900000.0,542700000.0,439200000.0,420100000.0,394800000.0,416000000.0,389000000.0,367800000.0,374834000.0,354510000.0,337256000.0,562864000.0,509035000.0,424224000.0,200452000.0,117333000.0,120512000.0,111832000.0,271332000.0,263200000.0,264000000.0,213700000.0,194500000.0,187700000.0,201400000.0,199200000.0,193100000.0,161500000.0,130900000.0,95700000.0,81700000.0,78900000.0,73700000.0,58600000.0
,SellingAndMarketingExpenses,591200000.0,515000000.0,483200000.0,454200000.0,427200000.0,417500000.0,416900000.0,399800000.0,357300000.0,354100000.0,337978000.0,353588000.0,294130000.0,0.0,0.0,0.0,161183000.0,88807000.0,86195000.0,195960000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-2100000.0,-1100000.0,-3900000.0,-300000.0,-1500000.0,-4000000.0,-2800000.0,-2100000.0,800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,1184500000.0,1143800000.0,1049100000.0,996900000.0,866400000.0,837600000.0,811700000.0,815800000.0,746300000.0,721900000.0,712812000.0,688098000.0,631386000.0,562864000.0,509035000.0,424224000.0,361635000.0,206140000.0,206707000.0,307132000.0,294786000.0,282500000.0,280500000.0,227900000.0,208100000.0,200800000.0,213100000.0,209800000.0,204600000.0,172700000.0,141400000.0,105800000.0,91400000.0,88200000.0,80000000.0,64200000.0
,costAndExpenses,3866100000.0,3517500000.0,3354200000.0,3043500000.0,2768900000.0,2720600000.0,2656400000.0,2572100000.0,2376800000.0,2256700000.0,2144267000.0,2108030000.0,2082066000.0,1915906000.0,1693559000.0,1523730000.0,1290309000.0,945023000.0,942635000.0,987343000.0,721653000.0,667500000.0,642600000.0,544400000.0,500500000.0,477400000.0,489600000.0,472000000.0,471600000.0,445200000.0,394600000.0,357500000.0,319700000.0,295600000.0,257100000.0,209900000.0
,interestExpense,61000000.0,73600000.0,79400000.0,52600000.0,27700000.0,30500000.0,27400000.0,27700000.0,14000000.0,8700000.0,27777000.0,35568000.0,46945000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,189700000.0,176400000.0,141100000.0,125400000.0,107600000.0,101000000.0,91200000.0,90500000.0,85000000.0,77100000.0,71572000.0,85352000.0,71404000.0,56671000.0,51727000.0,44158000.0,39093000.0,30224000.0,27890000.0,27843000.0,23454000.0,19300000.0,16500000.0,14200000.0,13600000.0,13100000.0,11700000.0,10600000.0,11500000.0,11200000.0,10500000.0,10100000.0,9700000.0,9300000.0,6300000.0,5600000.0
,EBITDA,1219400000.0,1016600000.0,932800000.0,858100000.0,831800000.0,775200000.0,732400000.0,712700000.0,630100000.0,569700000.0,516525000.0,498244000.0,411736000.0,361705000.0,303829000.0,256934000.0,210846000.0,142075000.0,132404000.0,121364000.0,97526000.0,81800000.0,58300000.0,44700000.0,40900000.0,21500000.0,13100000.0,46300000.0,56300000.0,51500000.0,44400000.0,40200000.0,36800000.0,32500000.0,24600000.0,27100000.0
,EBITDARatio,0.24907063197026,0.23328820249214,0.224993366940833,0.227239023356814,0.238126592425067,0.228349240014139,0.222100921882581,0.223116175687944,0.215647352749923,0.207216382351871,0.199490580174724,0.197643560570299,0.169970417743079,0.162861220924473,0.156157213409736,0.147960329535285,0.144211394592021,0.134429458951587,0.126442368755545,0.112284246676733,0.122562443055076,0.112054794520548,0.0851841028638223,0.0777526526352409,0.0774914740431982,0.0442568958419103,0.0266802443991853,0.0911955879456372,0.109024012393493,0.106076210092688,0.103617269544924,0.103715170278638,0.106113033448674,0.101944792973651,0.0893246187363834,0.117113223854797
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,1029700000.0,840200000.0,791700000.0,732700000.0,724200000.0,674200000.0,641200000.0,622200000.0,545100000.0,492600000.0,444953000.0,412892000.0,340332000.0,305034000.0,252102000.0,212776000.0,171753000.0,111851000.0,104514000.0,93521000.0,74072000.0,62500000.0,41800000.0,30500000.0,27300000.0,8400000.0,1400000.0,35700000.0,44800000.0,40300000.0,33900000.0,30100000.0,27100000.0,23200000.0,18300000.0,21500000.0
,operatingIncomeRatio,0.210323134114956,0.192808132730569,0.190959743360911,0.194031036491711,0.207323008216198,0.198597855543773,0.194444444444444,0.194784459819053,0.186556692563058,0.179172880369549,0.171848278632175,0.163786106829168,0.140493841226751,0.137344547804083,0.12957138987727,0.122531105564853,0.117473130414442,0.105831915630435,0.0998081457366621,0.0865242990792551,0.0930874359860505,0.0856164383561644,0.0610753945061368,0.0530527048182293,0.0517241379310345,0.0172910662824208,0.00285132382892057,0.0703171164073272,0.0867544539116964,0.0830072090628218,0.0791131855309218,0.0776573787409701,0.0781430219146482,0.0727728983688833,0.0664488017429194,0.0929127052722558
