date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-100140000.0,18748000.0,11552000.0,-7529000.0,5059000.0
,depreciationAndAmortization,32133000.0,25864000.0,20768000.0,17351000.0,18420000.0
,deferredIncomeTax,-9812000.0,1486000.0,343000.0,8336000.0,-3326000.0
,stockBasedCompensation,2388000.0,3573000.0,4405000.0,10627000.0,5411000.0
,changeInWorkingCapital,-24582000.0,109639000.0,-27027000.0,3470000.0,-59827000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0
,inventory,685000.0,-1557000.0,70000.0,-1036000.0,1073000.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-18088000.0,73362000.0,-36277000.0,-9250000.0,-12720000.0
,otherNonCashItems,7756000.0,-96727000.0,46316000.0,20663000.0,65690000.0
,netCashProvidedByOperatingActivites,-92257000.0,62583000.0,56357000.0,52918000.0,31427000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-155479000.0,-96002000.0,-54345000.0,-80485000.0,-75933000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,-9946000.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,-4083000.0,0.0,1958000.0,-555000.0
,netCashUsedForInvestingActivites,-155479000.0,-100085000.0,-54345000.0,-78527000.0,-86434000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-2842000.0,-2000000.0,-171625000.0,-1750000.0,-1750000.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,-4510000.0,-6192000.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,345835000.0,26609000.0,192656000.0,-5452000.0,-14602000.0
,netCashUsedProvidedByFinancingActivities,342993000.0,24609000.0,16521000.0,-13394000.0,-16352000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,118000.0,30000.0,-128000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,95257000.0,-12893000.0,18651000.0,-38973000.0,-71487000.0
,cashAtEndOfPeriod,204515000.0,109258000.0,122151000.0,96443000.0,135416000.0
,cashAtBeginningOfPeriod,109258000.0,122151000.0,103500000.0,135416000.0,206903000.0
,operatingCashFlow,-92257000.0,62583000.0,56357000.0,52918000.0,31427000.0
,capitalExpenditure,-155479000.0,-96002000.0,-54345000.0,-80485000.0,-75933000.0
,freeCashFlow,-247736000.0,-33419000.0,2012000.0,-27567000.0,-44506000.0
