date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,7218000.0,12862000.0,24405000.0,26202000.0,74596000.0,77766000.0,78439000.0,63344000.0,39632000.0,29052000.0,28658000.0
,depreciationAndAmortization,29460000.0,28587000.0,28591000.0,29926000.0,28254000.0,22334000.0,17176000.0,14994000.0,14368000.0,14615000.0,10034000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3858000.0,0.0
,stockBasedCompensation,0.0,3632000.0,1684000.0,5277000.0,3068000.0,2293000.0,2642000.0,2514000.0,3660000.0,0.0,0.0
,changeInWorkingCapital,-25124000.0,25529000.0,-48736000.0,-27322000.0,-12302000.0,-23618000.0,-24027000.0,-6783000.0,-23402000.0,-14347000.0,6902000.0
,accountsReceivables,6070000.0,-5032000.0,-2637000.0,-7573000.0,-4184000.0,-2968000.0,-3913000.0,-8238000.0,-8561000.0,-10460000.0,-1506000.0
,inventory,0.0,35303000.0,-30607000.0,-27833000.0,-5376000.0,-15267000.0,-22345000.0,-7317000.0,-3816000.0,4090000.0,-4803000.0
,accountsPayables,0.0,-6663000.0,-16223000.0,13853000.0,1424000.0,-8659000.0,1811000.0,9351000.0,5201000.0,-942000.0,-5281000.0
,otherWorkingCapital,0.0,-121000.0,-2697000.0,-6142000.0,-863000.0,6604000.0,-2584000.0,1075000.0,-3013000.0,-126000.0,1304000.0
,otherNonCashItems,0.0,12359000.0,8903000.0,24797000.0,6134000.0,4654000.0,0.0,788000.0,-79000.0,0.0,190000.0
,netCashProvidedByOperatingActivites,0.0,83049000.0,14692000.0,61017000.0,101519000.0,85661000.0,76024000.0,75670000.0,35270000.0,28224000.0,46649000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-19824000.0,-23590000.0,-20962000.0,-22675000.0,-22943000.0,-76495000.0,-86373000.0,-27372000.0,-13481000.0,-8785000.0,-5486000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,-63000.0,-219000.0,-102000.0,-452000.0,-1228000.0,844000.0,-405000.0,-849000.0,177000.0,271000.0
,netCashUsedForInvestingActivites,-347000.0,-23587000.0,-21153000.0,-22766000.0,-23313000.0,-65736000.0,-27726000.0,-54077000.0,-58180000.0,-27367000.0,-5920000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-1263000.0,-1196000.0,-1169000.0,-1172000.0,-1100000.0,-1092000.0,-1192000.0,-6521000.0,-13032000.0,-19819000.0,-15037000.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76768000.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,-39430000.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,-5160000.0,-20268000.0,0.0,-243000.0,0.0,-20025000.0,-20149000.0,-27182000.0,-6948000.0,-13972000.0
,otherFinancingActivites,0.0,0.0,-978000.0,0.0,-243000.0,0.0,0.0,0.0,-6242000.0,458000.0,0.0
,netCashUsedProvidedByFinancingActivities,-6084000.0,-14127000.0,-38363000.0,-6267000.0,-35616000.0,2149000.0,-26671000.0,-26464000.0,42480000.0,-31833000.0,-20969000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,1647000.0,475000.0,-321000.0,453000.0,933000.0,-1607000.0,-1595000.0,-1914000.0,-2487000.0,-811000.0,3450000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-25124000.0,45810000.0,-45145000.0,32437000.0,43523000.0,20467000.0,20032000.0,-6785000.0,17083000.0,-31787000.0,23210000.0
,cashAtEndOfPeriod,0.0,139372000.0,93562000.0,138707000.0,106270000.0,62747000.0,42280000.0,22248000.0,29033000.0,11950000.0,43737000.0
,cashAtBeginningOfPeriod,0.0,93562000.0,138707000.0,106270000.0,62747000.0,42280000.0,22248000.0,29033000.0,11950000.0,43737000.0,20527000.0
,operatingCashFlow,0.0,83049000.0,14692000.0,61017000.0,101519000.0,85661000.0,76024000.0,75670000.0,35270000.0,28224000.0,46649000.0
,capitalExpenditure,-19824000.0,-23590000.0,-20962000.0,-22675000.0,-22943000.0,-76495000.0,-86373000.0,-27372000.0,-13481000.0,-8785000.0,-5486000.0
,freeCashFlow,0.0,59459000.0,-6270000.0,38342000.0,78576000.0,9166000.0,-10349000.0,48298000.0,21789000.0,19439000.0,41163000.0
