date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2001-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-10702000.0,-104593000.0,-218155000.0,-109438000.0,19588000.0,40630000.0,38895000.0,23351000.0,27083000.0,15126000.0,3874000.0,12297000.0,11880000.0,23756000.0,10142000.0,12429000.0,-7000.0,-9792000.0
,depreciationAndAmortization,42672000.0,77037000.0,97092000.0,93924000.0,99311000.0,72152000.0,55956000.0,41126000.0,23812000.0,14739000.0,9403000.0,8499000.0,6656000.0,5237000.0,3267000.0,2425000.0,2127000.0,2138000.0
,deferredIncomeTax,-911000.0,357000.0,-12350000.0,19243000.0,32826000.0,8319000.0,3207000.0,1575000.0,1475000.0,-642000.0,69000.0,-884000.0,-715000.0,-790000.0,2689000.0,-4644000.0,0.0,0.0
,stockBasedCompensation,11137000.0,22287000.0,27604000.0,22495000.0,33979000.0,31711000.0,28987000.0,25214000.0,20425000.0,22051000.0,13637000.0,8256000.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,6746000.0,-61189000.0,-127803000.0,-32353000.0,-115919000.0,-27533000.0,255512000.0,2530000.0,-56630000.0,-50910000.0,95460000.0,17088000.0,-21756000.0,26089000.0,65141000.0,13697000.0,8077000.0,0.0
,accountsReceivables,11703000.0,10891000.0,-21521000.0,29283000.0,-1662000.0,-27577000.0,-50924000.0,10167000.0,-11611000.0,-19409000.0,-8740000.0,-643000.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-7127000.0,8879000.0,6846000.0,-9098000.0,-11139000.0,6185000.0,4169000.0,348000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-3753000.0,-10499000.0,50690000.0,178493000.0,210846000.0,326765000.0,354298000.0,98786000.0,96256000.0,152886000.0,203796000.0,108336000.0,91248000.0,113004000.0,86915000.0,21774000.0,8077000.0,0.0
,otherNonCashItems,65103000.0,26295000.0,-5636000.0,-583000.0,15064000.0,3358000.0,5480000.0,-4999000.0,-6074000.0,15845000.0,495000.0,674000.0,7131000.0,3227000.0,1075000.0,21000.0,-153000.0,0.0
,netCashProvidedByOperatingActivites,-564000.0,32583000.0,-31369000.0,-18248000.0,142589000.0,117581000.0,70979000.0,81092000.0,55874000.0,42585000.0,21742000.0,29725000.0,26375000.0,23478000.0,13956000.0,8025000.0,-1648000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-885000.0,-8183000.0,-11656000.0,-12151000.0,-58542000.0,-59960000.0,-73885000.0,-73434000.0,-33234000.0,-14732000.0,-15423000.0,-12089000.0,-4449000.0,-10442000.0,-4322000.0,-2414000.0,-3282000.0,0.0
,acquisitionsNet,0.0,0.0,-10000000.0,127000000.0,-59000000.0,-102000000.0,-38000000.0,-7000000.0,-105000000.0,-56000000.0,-31000000.0,0.0,-18000000.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,-51745000.0,-36789000.0,-219000.0,-13445000.0,-139569000.0,-50275000.0,-8366000.0,-13146000.0,-82098000.0,-4723000.0,-4103000.0,-6368000.0,-3645000.0,-1537000.0,-2959000.0,0.0,0.0
,salesMaturitiesOfInvestments,11000.0,86884000.0,4865000.0,12979000.0,82904000.0,106210000.0,9265000.0,14825000.0,74334000.0,7259000.0,3230000.0,2893000.0,2971000.0,5601000.0,3814000.0,2848000.0,1396000.0,0.0
,otherInvestingActivites,3611000.0,0.0,0.0,-6187000.0,-30000000.0,0.0,0.0,0.0,74334000.0,199000.0,418000.0,0.0,0.0,0.0,0.0,545000.0,50000.0,0.0
,netCashUsedForInvestingActivites,-14339000.0,19377000.0,-67282000.0,-816205000.0,-117511000.0,-226111000.0,-152980000.0,-73652000.0,-77223000.0,-145124000.0,-47222000.0,-13318000.0,-25402000.0,-8486000.0,-2045000.0,-1980000.0,-1836000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,-116206000.0,-115030000.0,-931985000.0,-118815000.0,-2021000.0,-41515000.0,-1597000.0,-1015000.0,-945000.0,-949000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,1047000.0,2183000.0,1902000.0,1677000.0,1474000.0,612000.0,0.0,106637000.0,0.0,784000.0,1565000.0,46773000.0,4000.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,-40025000.0,0.0,0.0,0.0,-24615000.0,-19999000.0,0.0,0.0,-23694000.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,-7075000.0,-7075000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-9000.0,24000.0,0.0,-7310000.0,-10231000.0,730000.0,-5862000.0,1035000.0,4652000.0,-4957000.0,1412000.0,-332000.0,1384000.0,2960000.0,7102000.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,9991000.0,-121257000.0,-35885000.0,-35664000.0,-8976000.0,20547000.0,254303000.0,20108000.0,-12417000.0,-8194000.0,116139000.0,1314000.0,-21526000.0,3859000.0,53208000.0,-663000.0,1958000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
