date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,133315000.0,184443000.0,18343000.0,169459000.0,83765000.0,93482000.0,104243000.0,110893000.0,103866000.0,70480000.0,80862000.0,73486000.0,10917000.0,82788000.0,98708000.0,77273000.0,56313000.0,18975000.0,11333000.0,25587000.0,20841000.0,44505000.0,85312000.0,83576000.0,64639000.0,73900000.0,62900000.0,77200000.0,58100000.0,-16900000.0,2100000.0
,depreciationAndAmortization,23417000.0,15629000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8577000.0,8318000.0,8352000.0,13955000.0,12778000.0,11927000.0,10243000.0,11046000.0,11082000.0,12512000.0,8300000.0,6761000.0,-1000000.0,5300000.0,10600000.0,13100000.0,15600000.0,19700000.0,0.0,20400000.0,0.0,0.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9061000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34500000.0,8800000.0,0.0,0.0
,stockBasedCompensation,6660000.0,7338000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,77462000.0,41672000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98324000.0,92343000.0,123374000.0,84400000.0,181991000.0,149065000.0,164446000.0,226443000.0,275803000.0,193940000.0,-37000000.0,-139000000.0,45000000.0,-274000000.0,-249000000.0,-3276000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsReceivables,9065000.0,16975000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1263000.0,-2797000.0,-3245000.0,-2717000.0,5854000.0,-3796000.0,3648000.0,-2404000.0,634000.0,21936000.0,-7160000.0,-7357000.0,11400000.0,-2300000.0,4100000.0,-14400000.0,-9700000.0,-600000.0,517600000.0,-4600000.0,466100000.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92046000.0,84304000.0,92426000.0,122360000.0,147502000.0,91429000.0,121703000.0,123535000.0,76400000.0,74900000.0,61800000.0,74600000.0,79700000.0,87800000.0,0.0,131500000.0,-43700000.0,0.0
,otherWorkingCapital,-134000.0,-10613393000.0,-9443605000.0,-9399297000.0,-9035632000.0,-8545335000.0,-8220450000.0,-7508811000.0,-6706819000.0,-6189548000.0,-5920072000.0,-5416152000.0,-4849796000.0,-5353791000.0,-5427562000.0,724206000.0,673500000.0,-4298000000.0,-3838000000.0,-3930000000.0,-3893000000.0,-3754000000.0,-3799000000.0,-3525000000.0,-3276000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23839000.0,-23769000.0,-26310000.0,53580000.0,-79330000.0,-73894000.0,-86796000.0,-126524000.0,-188452000.0,-43257000.0,-101711000.0,-130287000.0,-44954000.0,-90934000.0,-105064000.0,-70486000.0,-77700000.0,-90000000.0,-438000000.0,-151800000.0,-304400000.0,154700000.0
,netCashProvidedByOperatingActivites,259794000.0,127573000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115879000.0,157754000.0,178902000.0,162852000.0,201645000.0,185806000.0,165166000.0,167278000.0,117408000.0,165467000.0,148857000.0,124248000.0,148146000.0,128766000.0,104436000.0,139214000.0,153700000.0,158300000.0,165500000.0,198600000.0,168500000.0,156800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,-422000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-1477001000.0,-1123655000.0,-1498511000.0,-1686722000.0,-1649635000.0,-1528394000.0,-1325308000.0,-1247937000.0,-1498219000.0,-1356092000.0,-1711091000.0,-2066266000.0,-1125410000.0,-1389677000.0,-1042855000.0,-984433000.0,-1282092000.0,-1762957000.0,-1575304000.0,-1143037000.0,-750928000.0,-698847000.0,-842375000.0,-1050081000.0,-989009000.0,-983100000.0,-1129400000.0,-946300000.0,-1148000000.0,-800900000.0,-882000000.0
,salesMaturitiesOfInvestments,1137961000.0,1638915000.0,1388560000.0,1490370000.0,1324275000.0,1112545000.0,759793000.0,649611000.0,1143421000.0,1053085000.0,1407017000.0,1798354000.0,935159000.0,1259207000.0,1623696000.0,743146000.0,1001662000.0,1519051000.0,1391402000.0,1015229000.0,707923000.0,675402000.0,865353000.0,1116201000.0,956283000.0,906200000.0,951800000.0,871000000.0,998500000.0,666400000.0,741200000.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-811848000.0,0.0,0.0,0.0,0.0,0.0,26814000.0,-18524000.0,0.0,0.0,0.0,41400000.0,84600000.0,-43600000.0,21800000.0,-100000.0,0.0
