date,,2020-10-02_FY,2019-09-27_FY,2018-09-28_FY,2017-09-29_FY,2016-09-30_FY,2015-10-02_FY,2014-10-03_FY,2013-09-30_FY,2012-09-30_FY,2011-09-30_FY
,revenue,12829559000.0,16227341000.0,15789633000.0,14604412000.0,14415829000.0,14329135000.0,14833000000.0,13945657000.0,13505426000.0,13082377000.0
,costOfRevenue,11993667000.0,14532662000.0,13990185000.0,12988973000.0,12890408000.0,12880424000.0,13364000000.0,12661145000.0,12191419000.0,11836780000.0
,grossProfit,835892000.0,1694679000.0,1799448000.0,1615439000.0,1525421000.0,1448711000.0,1469000000.0,1284512000.0,1314007000.0,1245597000.0
,grossProfitRatio,0.0651536034870723,0.104433560618465,0.113963890104349,0.110613080485541,0.105815697453126,0.101102474085142,0.0990359333917616,0.092108389013153,0.0972947465707487,0.095211825801993
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,0.0,0.0,0.0,0.0,0.0,0.0,149000.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,307016000.0,367256000.0,377129000.0,299170000.0,0.0,316740000.0,382851000.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,307016000.0,803520000.0,973311000.0,807382000.0,779107000.0,820772999.999999,904000000.0,770038000.0,732232000.0,698508000.0
,costAndExpenses,12300683000.0,15336182000.0,14963496000.0,13796355000.0,13669515000.0,13701197000.0,14268000000.0,13431183000.0,12923651000.0,12535288000.0
,interestExpense,0.0,352812000.0,353048000.0,285995000.0,315166000.0,286261000.0,334442000.0,425625000.0,459083000.0,466140000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,595195000.0,592573000.0,596182000.0,508212000.0,495765000.0,504033000.0,521600000.0,542136000.0,529213000.0,510516000.0
,EBITDA,330276000.0,1483732000.0,1422319000.0,1316269000.0,1242079000.0,1131971000.0,1086600000.0,1056610000.0,1110988000.0,1057605000.0
,EBITDARatio,0.0257433634312762,0.0914340802969507,0.0900792944332525,0.0901281749652091,0.0861607750757865,0.0789978599545611,0.0732555787770512,0.075766240342782,0.0822623440386109,0.0808419601422586
