date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY
,revenue,2250313000.0,1995731000.0,2053235000.0,1704349000.0,1440052000.0,1223273000.0,915858000.0,765428000.0,642373000.0,524264000.0,378897000.0,313139000.0,194655000.0,321599000.0,207997000.0,125635000.0,86317000.0,60120000.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,1452500000.0,1323687000.0,1307246000.0,1068084000.0,998332000.0,879935000.0,608349000.0,531104000.0,470333000.0,389155000.0,274584000.0,224447000.0,159786000.0,309851000.0,82110000.0,29491000.0,21248000.0,16432000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76000.0,0.0
,operatingExpenses,1690000000.0,1560000000.0,1518000000.0,1248000000.0,1171000000.0,1049000000.0,734000000.0,635000000.0,575000000.0,481000000.0,336000000.0,268000000.0,198000000.0,377000000.0,114000000.0,0.0,0.0,0.0
,costAndExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,interestExpense,21414000.0,20139000.0,17771000.0,19996000.0,16738000.0,16975000.0,15544000.0,14005000.0,15301000.0,19391000.0,22841000.0,24269000.0,30278000.0,18451000.0,8500000.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,26245000.0,31023000.0,27054000.0,24819000.0,24800000.0,27927000.0,16263000.0,14537000.0,16834000.0,17746000.0,10077000.0,4517000.0,4189000.0,17421000.0,3900000.0,778000.0,667000.0,626000.0
,EBITDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,EBITDARatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingIncomeRatio,0.240335899939253,0.224833406907043,0.268537697828062,0.256783675174509,0.185975923091666,0.110130772117099,0.192308196248763,0.180945823774411,0.109573409841323,0.0700620298170387,0.0889027888845781,0.0631604495128362,-0.0482083686522309,-0.170818317221136,0.452564219676245,0.529565805707008,0.601503759398496,0.586161011310712
,totalOtherIncomeExpensesNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTax,540831000.0,448707000.0,551371000.0,437649000.0,267815000.0,134720000.0,176127000.0,138501000.0,70387000.0,36731000.0,33685000.0,19778000.0,-9384000.0,-54935000.0,94132000.0,66532000.0,51920000.0,35240000.0
,incomeBeforeTaxRatio,0.240335899939253,0.224833406907043,0.268537697828062,0.256783675174509,0.185975923091666,0.110130772117099,0.192308196248763,0.180945823774411,0.109573409841323,0.0700620298170387,0.0889027888845781,0.0631604495128362,-0.0482083686522309,-0.170818317221136,0.452564219676245,0.529565805707008,0.601503759398496,0.586161011310712
,incomeTaxExpense,128151000.0,95046000.0,108520000.0,258442000.0,119303000.0,77030000.0,68756000.0,63689000.0,30908000.0,22724000.0,15880000.0,19532000.0,179000.0,12401000.0,8398000.0,3372000.0,2114000.0,905000.0
,netIncome,350574000.0,297436000.0,377240000.0,125454000.0,107528000.0,42863000.0,86874000.0,53262000.0,28889000.0,6952000.0,8954000.0,-1570000.0,-4713000.0,-34495000.0,69737000.0,63152000.0,49777000.0,34344000.0
,netIncomeRatio,0.155788994686517,0.149036117593002,0.183729577958685,0.0736081635862139,0.0746695258226786,0.0350396027705999,0.0948553159987684,0.0695845984207528,0.0449723135935041,0.0132604947125876,0.0236317521648364,-0.00501374788831797,-0.0242120675040456,-0.10726090566202,0.335278874214532,0.502662474628885,0.576676668558917,0.57125748502994
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,8.64,7.44,9.29,3.16,2.74,1.15,2.42,1.65,0.98,0.26,0.45,-0.1,-0.36,-3.38,10.965611,15.806818,12.459083,8.596234
,EPSDiluted,8.22,6.89,8.33,2.8,2.43,0.98,2.08,1.38,0.89,0.23,0.39,-0.1,-0.36,-3.38,10.965611,15.806818,12.459083,8.596234
,weightedAverageShsOut,40553000.0,39994000.0,40595000.0,39641000.0,39220000.0,37161000.0,35827000.0,32208000.0,29275000.0,26019000.0,19655000.0,15545000.0,13072000.0,10219000.0,6359609.0,3995238.0,3995238.0,3995238.0
,weightedAverageShsOutDil,42623000.0,43194000.0,45279000.0,44826000.0,44193000.0,43699000.0,41843000.0,38481000.0,32548000.0,29397000.0,22968000.0,15545000.0,13072000.0,10219000.0,6359609.0,3995238.0,3995238.0,3995238.0
