date,,2021-01-31_FY,2020-01-31_FY,2019-01-31_FY,2018-01-31_FY,2017-01-31_FY,2016-01-31_FY,2015-01-31_FY,2014-01-31_FY,2013-01-31_FY,2012-01-31_FY,2011-01-31_FY,2010-01-31_FY,2009-01-31_FY,2008-01-31_FY,2007-01-31_FY,2006-01-31_FY,2005-01-31_FY,2004-01-31_FY,2003-01-31_FY,2002-01-31_FY,2001-01-31_FY,2000-01-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,52100000.0,36997000.0,31277000.0,26879000.0,23838000.0,20562000.0,15059000.0,9612000.0,15996000.0,12026000.0,11539000.0,14350000.0,20468000.0,22443000.0,3987000.0,2989000.0,-55331000.0,-42752000.0,-138195000.0,-58718000.0,-31626000.0,-21769223.0
,depreciationAndAmortization,61662000.0,61522000.0,44723000.0,37578000.0,33629000.0,29599000.0,25010000.0,21395000.0,17079000.0,14458000.0,13891000.0,8799000.0,7364000.0,6072000.0,4985000.0,5034000.0,6863000.0,10535000.0,13807000.0,37493000.0,16727000.0,3931288.0
,deferredIncomeTax,14523000.0,5743000.0,2142000.0,1266000.0,3998000.0,5787000.0,3978000.0,2353000.0,-657000.0,2122000.0,-3687000.0,-8283000.0,-11951000.0,-16000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,6313000.0,4909000.0,3710000.0,2807000.0,2022000.0,1577000.0,1543000.0,2523000.0,1278000.0,1213000.0,1076000.0,3371000.0,527000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-3575000.0,-5256000.0,-3849000.0,4397000.0,10124000.0,-2890000.0,3888000.0,6731000.0,-3356000.0,-5904000.0,-3354000.0,-1740000.0,2270000.0,-1043000.0,-3885000.0,1069000.0,9422000.0,-8973000.0,-1613000.0,-13606000.0,-11184000.0,2030946.0
,accountsReceivables,143000.0,3733000.0,-135000.0,-1963000.0,2727000.0,764000.0,3999000.0,3650000.0,-1697000.0,-460000.0,2854000.0,1007000.0,1006000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,99000.0,-345000.0,74000.0,52000.0,2000.0,314000.0,859000.0,-535000.0,-343000.0,75000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-686000.0,1768000.0,-1065000.0,1428000.0,-317000.0,-412000.0,-3121000.0,146000.0,873000.0,-1065000.0,-275000.0,478000.0,-617000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,6160000.0,-4184000.0,2047000.0,902000.0,2883000.0,-2008000.0,-2492000.0,-1432000.0,-1342000.0,-1430000.0,-1163000.0,-2001000.0,0.0,1657000.0,-2833000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,207000.0,337000.0,71000.0,-784000.0,-1028000.0,-392000.0,0.0,0.0,0.0,11000.0,417000.0,0.0,0.0,466000.0,1698000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,131230000.0,104252000.0,78074000.0,72143000.0,72583000.0,54243000.0,49478000.0,42614000.0,30340000.0,23926000.0,19889000.0,16535000.0,18685000.0,11938000.0,6785000.0,7872000.0,-15038000.0,-32498000.0,-16819000.0,-15598000.0,-7050000.0,-15569845.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-3759000.0,-4900000.0,-5244000.0,-5086000.0,-4914000.0,-4309000.0,-2679000.0,-2385000.0,-3496000.0,-4734000.0,-1656000.0,-1626000.0,-1343000.0,-1074000.0,-1202000.0,-1171000.0,-1060000.0,-335000.0,-5287000.0,-5356000.0,-4298000.0,-2465625.0
,acquisitionsNet,0.0,-292000000.0,-68000000.0,-112000000.0,-71000000.0,-121000000.0,-82000000.0,-59000000.0,-54000000.0,-21000000.0,-45000000.0,-15000000.0,-2000000.0,-11000000.0,-30000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,-241000.0,-4667000.0,0.0,0.0,0.0,0.0,0.0,-35362000.0,-10210000.0,0.0,-7734000.0,-10447000.0,-14232000.0,-26211000.0,-61992000.0,-84277000.0,-147952000.0,-14545400.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,6140000.0,0.0,0.0,0.0,0.0,0.0,5558000.0,40501000.0,0.0,2820000.0,10550000.0,41334000.0,34563000.0,127232000.0,73964000.0,86502000.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-928000.0,0.0,0.0,0.0,0.0,-5744000.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-52162000.0,-296953000.0,-73176000.0,-116953000.0,-70363000.0,-129829000.0,-84831000.0,-61122000.0,-58241000.0,-26015000.0,-41087000.0,-11509000.0,-14712000.0,-11531000.0,-28836000.0,29516000.0,19071000.0,94942000.0,4510000.0,-12671000.0,-159878000.0,-17140925.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-10793000.0,-322634000.0,-78659000.0,-43000000.0,-10200000.0,0.0,-63305000.0,-3722000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,6194000.0,237973000.0,345000.0,1003000.0,145000.0,158000.0,140724000.0,3633000.0,704000.0,1775000.0,1133000.0,40293000.0,177000.0,23279000.0,13787000.0,21000.0,0.0,163000.0,223000.0,2530000.0,127247000.0,49437604.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27228000.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
