date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2008-11-30_FY,2007-11-30_FY,2006-11-30_FY,2005-11-30_FY,2004-11-30_FY,2003-11-30_FY,2002-11-30_FY,2001-11-30_FY,2000-11-30_FY,1999-11-30_FY,1998-11-30_FY,1997-11-30_FY,1996-11-30_FY
,revenue,45269000000.0,38926000000.0,37714000000.0,35852000000.0,32711000000.0,33263000000.0,32469000000.0,30706000000.0,24576000000.0,32403000000.0,31622000000.0,23358000000.0,212000000.0,24739000000.0,28026000000.0,34614000000.0,27345000000.0,24690000000.0,22124000000.0,20445000000.0,22948000000.0,27272000000.0,22538000000.0,17617000000.0,16326000000.0,22171000000.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1531000000.0
,grossProfit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20640000000.0
,grossProfitRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.523584905660377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.930945830138469
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,23319000000.0,21031000000.0,19648000000.0,18957000000.0,17665000000.0,17783000000.0,19459000000.0,18045000000.0,17535000000.0,18218000000.0,17713000000.0,17000000000.0,993000000.0,12306000000.0,16552000000.0,14387000000.0,11313000000.0,9880000000.0,8545000000.0,7933000000.0,9397000000.0,10936000000.0,8398000000.0,6636000000.0,6019000000.0,7921000000.0
,SellingAndMarketingExpenses,434000000.0,660000000.0,691000000.0,609000000.0,587000000.0,681000000.0,658000000.0,638000000.0,602000000.0,602000000.0,582000000.0,503000000.0,0.0,776000000.0,813000000.0,1247000000.0,1162000000.0,1129000000.0,967000000.0,1133000000.0,1258000000.0,2058000000.0,1679000000.0,1411000000.0,1179000000.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,668000000.0
