date,,2017-10-31_FY,2016-10-31_FY,2015-10-31_FY,2014-10-31_FY,2013-10-31_FY,2012-10-31_FY,2011-10-31_FY,2010-10-31_FY,2009-10-31_FY,2008-10-31_FY,2007-10-31_FY,2006-10-31_FY,2005-10-31_FY,2004-10-31_FY,2003-10-31_FY,2002-10-31_FY,2001-10-31_FY
,revenue,1871000000.0,1992100000.0,2000500000.0,1868900000.0,1702200000.0,1865971000.0,1303866000.0,1001537000.0,844714000.0,921931000.0,902892000.0,581070000.0,485367000.0,390088000.0,339331000.0,295593000.0,349187000.0
,costOfRevenue,1157900000.0,1197800000.0,1174500000.0,1144200000.0,1057000000.0,1110130000.0,812116000.0,631225000.0,562585000.0,628900000.0,603660000.0,319525000.0,288542000.0,231893000.0,200291000.0,210700000.0,258891000.0
,grossProfit,713100000.0,794300000.0,826000000.0,724700000.0,645200000.0,755841000.0,491750000.0,370312000.0,282129000.0,293031000.0,299232000.0,261545000.0,196825000.0,158195000.0,139040000.0,84893000.0,90296000.0
,grossProfitRatio,0.381133083912346,0.398724963606245,0.412896775806048,0.387768205896517,0.379038890847139,0.405065780765082,0.377147651675862,0.369743703927064,0.333993517332494,0.317844827866728,0.331415052963145,0.450109281153734,0.405517886465293,0.405536699411415,0.409747414766113,0.287195569583853,0.258589237285466
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,211600000.0,207500000.0,201600000.0,203700000.0,173300000.0,152001000.0,109155000.0,74227000.0,65148000.0,75622000.0,65430000.0,47353000.0,41830000.0,33703000.0,28193000.0,30359000.0,47352000.0
,GeneralAndAdministrativeExpenses,189700000.0,204600000.0,206200000.0,208700000.0,181100000.0,175174000.0,138611000.0,84371000.0,76468000.0,218082000.0,176999000.0,101180000.0,81840000.0,0.0,0.0,36435000.0,30578000.0
,SellingAndMarketingExpenses,194000000.0,217000000.0,227500000.0,217400000.0,196600000.0,179694000.0,138274000.0,94666000.0,73544000.0,0.0,0.0,0.0,0.0,0.0,0.0,40773000.0,57331000.0
,otherExpenses,2700000.0,3600000.0,-2600000.0,-3300000.0,3700000.0,-20761000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,664900000.0,719600000.0,717800000.0,727400000.0,647200000.0,590664000.0,386040000.0,267888000.0,235583000.0,608856000.0,264000000.0,153236000.0,128637000.0,0.0,0.0,0.0,0.0
