date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,2000-10-31_FY,1999-10-31_FY,1998-10-31_FY,1997-10-31_FY,1996-10-31_FY,1995-10-31_FY,1994-10-31_FY,1993-10-31_FY,1992-10-31_FY,1991-10-31_FY,1990-10-31_FY,1989-10-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-569000000.0,-130000000.0,-352400000.0,-242300000.0,-353700000.0,-1394300000.0,-234300000.0,-30200000.0,-62627000.0,-12570000.0,-149201000.0,-39879000.0,8488000.0,65367000.0,66761000.0,75319000.0,65742000.0,52147000.0,52050000.0,-584000.0,-4800000.0,-5853000.0,400000.0,-15900000.0,-17700000.0,-34200000.0,-49900000.0,-22100000.0,9000000.0,5100000.0,-76800000.0,-2700000.0,1800000.0
,depreciationAndAmortization,554000000.0,647000000.0,689700000.0,0.0,0.0,0.0,0.0,0.0,0.0,118603000.0,141766000.0,151784000.0,218643000.0,160366000.0,106006000.0,66794000.0,61277000.0,47685000.0,42835000.0,55209000.0,8300000.0,27826000.0,22200000.0,29500000.0,36700000.0,40900000.0,35500000.0,25400000.0,11000000.0,7000000.0,10300000.0,13300000.0,4100000.0
,deferredIncomeTax,-22000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-81000.0,124143000.0,15196000.0,-16764000.0,-7224000.0,-8966000.0,16448000.0,-6947000.0,19954000.0,-37302000.0,-1812000.0,-1100000.0,120000.0,100000.0,-600000.0,-800000.0,1900000.0,900000.0,-2300000.0,-800000.0,500000.0,-11500000.0,0.0,0.0
,stockBasedCompensation,61000000.0,37000000.0,43900000.0,27200000.0,35300000.0,25400000.0,24100000.0,22300000.0,24159000.0,21538000.0,22807000.0,34589000.0,34122000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,160000000.0,228000000.0,-515600000.0,712400000.0,-97400000.0,-196100000.0,213300000.0,275854000.0,56547000.0,-45668000.0,-229858000.0,196431000.0,70731000.0,29684000.0,37488000.0,-37933000.0,72182000.0,32427000.0,43940000.0,-2025000.0,-1257000.0,13657000.0,-4900000.0,-8400000.0,8700000.0,1900000.0,500000.0,-6600000.0,-6300000.0,-6900000.0,8700000.0,3000000.0,700000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13815000.0,-4396000.0,30054000.0,-20797000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,14000000.0,-20000000.0,23700000.0,-2200000.0,2500000.0,29300000.0,12400000.0,13600000.0,-2631000.0,-3645000.0,4136000.0,2525000.0,-2644000.0,-19494000.0,-15894000.0,-11845000.0,465000.0,-3969000.0,8000.0,7707000.0,-2900000.0,4681000.0,-3300000.0,-4600000.0,-1600000.0,5900000.0,-4300000.0,200000.0,2400000.0,-9600000.0,1700000.0,-900000.0,-300000.0
,accountsPayables,60000000.0,-19000000.0,-125800000.0,64500000.0,14700000.0,4500000.0,-33400000.0,-5100000.0,10087000.0,-2095000.0,-2915000.0,-4504000.0,6332000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-35000000.0,849000000.0,621000000.0,1136600000.0,424200000.0,521600000.0,717700000.0,504400000.0,228546000.0,171999000.0,217667000.0,447525000.0,251094000.0,180363000.0,150679000.0,113191000.0,151124000.0,78942000.0,46515000.0,2575000.0,4600000.0,5857000.0,-7800000.0,-2900000.0,5500000.0,-3200000.0,-5100000.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,73000000.0,18000000.0,10700000.0,22100000.0,37600000.0,38100000.0,20900000.0,5800000.0,8746000.0,-4463000.0,6306000.0,19478000.0,32808000.0,29676000.0,24453000.0,-310000.0,-8594000.0,-4792000.0,3695000.0,1623000.0,400000.0,-1390000.0,-100000.0,1700000.0,2700000.0,100000.0,3600000.0,7800000.0,100000.0,0.0,-100000.0,0.0,-200000.0
,netCashProvidedByOperatingActivites,471000000.0,546000000.0,346100000.0,507100000.0,419000000.0,414200000.0,203500000.0,171200000.0,156750000.0,171078000.0,170573000.0,220077000.0,208498000.0,186355000.0,128526000.0,200855000.0,123123000.0,115001000.0,69854000.0,62411000.0,2000000.0,25408000.0,26500000.0,8200000.0,23700000.0,14900000.0,8000000.0,6400000.0,13000000.0,5700000.0,8300000.0,13600000.0,6400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,-219200000.0,-149200000.0,-113700000.0,-44776000.0,0.0,0.0,0.0,0.0,-216343000.0,-189119000.0,-143174000.0,-80433000.0,-35608000.0,-15880000.0,-46493000.0,-8500000.0,-6131000.0,-2100000.0,-2800000.0,-7500000.0,-2100000.0,-18100000.0,-19500000.0,-2100000.0,-5600000.0,-3900000.0,-12000000.0,-5700000.0
,acquisitionsNet,0.0,0.0,-297000000.0,-58000000.0,0.0,0.0,-3141000000.0,-1463000000.0,-25000000.0,-53000000.0,23000000.0,-87000000.0,-8000000.0,-120000000.0,-297000000.0,-25000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37210000.0,0.0,0.0,0.0,-30827000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-700000.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
