date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY,1987-12-31_FY,1986-12-31_FY,1985-12-31_FY
,revenue,32567000000.0,36417000000.0,29106000000.0,23693000000.0,29564000000.0,52524000000.0,54413000000.0,57967000000.0,247149000000.0,189441000000.0,152840000000.0,246182000000.0,194495000000.0,167578000000.0,183364000000.0,136916000000.0,91359000000.0,57224000000.0,24189000000.0,21227000000.0,13852000000.0,11845000000.0,15424000000.0,15807000000.0,13521000000.0,12367000000.0,12545000000.0,12140000000.0,13259000000.0,13975000000.0,12492000000.0,11490000000.0,10721000000.0,9786000000.0,15673000000.0
,costOfRevenue,23254000000.0,25463000000.0,24493000000.0,24723000000.0,28555000000.0,39337000000.0,37315000000.0,38605000000.0,196637000000.0,155446000000.0,112772000000.0,180481000000.0,134112000000.0,130146000000.0,134148000000.0,98257000000.0,74632000000.0,42811000000.0,17529000000.0,14595000000.0,10435000000.0,9048000000.0,11568000000.0,12228000000.0,10523000000.0,9710000000.0,9976000000.0,9512000000.0,10333000000.0,10590000000.0,9497000000.0,8170000000.0,8370000000.0,7396000000.0,11319000000.0
,grossProfit,9313000000.0,10954000000.0,4613000000.0,-1030000000.0,1009000000.0,13187000000.0,17098000000.0,19362000000.0,50512000000.0,33995000000.0,40068000000.0,65701000000.0,60383000000.0,37432000000.0,49216000000.0,38659000000.0,16727000000.0,14413000000.0,6660000000.0,6632000000.0,3417000000.0,2797000000.0,3856000000.0,3579000000.0,2998000000.0,2657000000.0,2569000000.0,2628000000.0,2926000000.0,3385000000.0,2995000000.0,3320000000.0,2351000000.0,2390000000.0,4354000000.0
,grossProfitRatio,0.285964319710136,0.300793585413406,0.158489658489658,-0.0434727556662305,0.034129346502503,0.251066179270429,0.314226379725433,0.334017630720927,0.204378735095024,0.179449010509869,0.262156503533107,0.266879788124233,0.310460423147125,0.223370609507215,0.268406012085251,0.282355604896433,0.183090883218949,0.251869844820355,0.275331762371326,0.31243227964385,0.246679179901819,0.236133389615872,0.25,0.22641867527045,0.221729162044227,0.214845961025309,0.204782781984855,0.216474464579901,0.22068029263142,0.24221824686941,0.23975344220301,0.288946910356832,0.219289245406212,0.244226445943184,0.277802590442162
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,556000000.0,401000000.0,561000000.0,723000000.0,953000000.0,735000000.0,854000000.0,1106000000.0,2078000000.0,2005000000.0,1830000000.0,3566000000.0,3313000000.0,2476000000.0,2247000000.0,2299000000.0,2767000000.0,2252000000.0,946000000.0,636000000.0,665000000.0,641000000.0,631000000.0,509000000.0,500000000.0,478000000.0,597000000.0,609000000.0,562000000.0,540000000.0,517000000.0,439000000.0,370000000.0,308000000.0,412000000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-391000000.0,-728000000.0,-664000000.0,-425000000.0,-483000000.0,-484000000.0,-434000000.0,-394000000.0,0.0,-447000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
