Date,2018-12-31,2018-12,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2012-12-31,2011-12-31,2010-12-31
Depreciation & Amortization,711700000.0,662000000.0,424515000.0,404000000.0,383275000.0,365000000.0,357415000.0,338000000.0,332695000.0,312000000.0,310432000.0,323625000.0,332123000.0,312181000.0
Stock-based compensation,29900000.0,,8985000.0,,9353000.0,,8345000.0,,7280000.0,,8188000.0,7255000.0,8422000.0,11373000.0
Operating Cash Flow,1497800000.0,1498000000.0,912438000.0,912000000.0,822420000.0,822000000.0,714543000.0,715000000.0,824355000.0,824000000.0,702803000.0,599106000.0,462696000.0,607702000.0
Capital Expenditure,1069700000.0,-1070000000.0,764645000.0,-765000000.0,1086970000.0,-1087000000.0,700228000.0,-700000000.0,852052000.0,-852000000.0,780098000.0,810209000.0,697451000.0,540076000.0
Acquisitions and disposals,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,-0.0,-0.0,-0.0
Investment purchases and sales,-1042300000.0,130000000,212000.0,-12000000,445000.0,79000000,373000.0,53000000,2050000.0,29000000,15326000.0,1131000.0,-2203000.0,-747000.0
Investing Cash flow,197400000.0,197000000.0,-780434000.0,-780000000.0,-1012760000.0,-1013000000.0,-649704000.0,-650000000.0,-838748000.0,-839000000.0,-641901000.0,-797337000.0,-701516000.0,-556045000.0
Issuance (repayment) of debt,-395800000.0,-428000000.0,-125000000.0,-156000000.0,-50000000.0,-333000000.0,-635891000.0,-731000000.0,-427500000.0,-500000000.0,-100000000.0,-220563000.0,-371000.0,-1695000.0
Issuance (buybacks) of shares,-1042300000.0,,-2773000.0,,-627000.0,,254767000.0,,83113000.0,,28419000.0,1167000.0,291403000.0,53723000.0
Dividend payments,-475000000.0,,-223117000.0,,-204340000.0,,-186120000.0,,-171507000.0,,-162904000.0,-158182000.0,-138233000.0,-129146000.0
Financing Cash Flow,-1538400000.0,-1538000000.0,-131638000.0,-132000000.0,190175000.0,190000000.0,-66164000.0,-66000000.0,14462000.0,14000000.0,-62244000.0,200521000.0,241431000.0,-54589000.0
Effect of forex changes on cash,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,160300000.0,157000000.0,366000.0,0000000.0,-165000.0,-0000000.0,-1325000.0,-1000000.0,69000.0,0000000.0,-1342000.0,2290000.0,2611000.0,-2932000.0
Free Cash Flow,428100000.0,428000000.0,147793000.0,148000000.0,-264550000.0,-265000000.0,14315000.0,14000000.0,-27697000.0,-28000000.0,-77295000.0,-211103000.0,-234755000.0,67626000.0
Net Cash/Marketcap,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
