date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2010-02-18_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY,1987-12-31_FY,1986-12-31_FY,1985-12-31_FY
,revenue,645262000.0,596815000.0,610803000.0,607336000.0,612937000.0,736345000.0,871355000.0,582257000.0,545745000.0,528623000.0,499516000.0,459539000.0,459539000.0,625600000.0,591893000.0,571919173.0,523792747.0,457086311.0,405116097.0,340745026.0,294617263.0,274827551.0,261004122.0,263489156.0,262504156.0,229011108.0,191506741.0,224200000.0,116000000.0,96500000.0,73900000.0,62900000.0,48300000.0,34600000.0,26000000.0,21600000.0,19000000.0
,costOfRevenue,512765000.0,489144000.0,501160000.0,521169000.0,494255000.0,598614000.0,717325000.0,465628000.0,433461000.0,202562000.0,161503000.0,104246000.0,97039000.0,190372000.0,276898000.0,261981897.0,245877736.0,220874881.0,196010767.0,214838710.0,204681882.0,215902605.0,230895851.0,248426272.0,258615242.0,236725032.0,171362702.0,149800000.0,14700000.0,18600000.0,34100000.0,29200000.0,24900000.0,15600000.0,10300000.0,5300000.0,4600000.0
,grossProfit,132497000.0,107671000.0,109643000.0,86167000.0,118682000.0,137731000.0,154030000.0,116629000.0,112284000.0,326061000.0,338013000.0,355293000.0,362500000.0,435228000.0,314995000.0,309937276.0,277915011.0,236211430.0,209105330.0,125906316.0,89935381.0,58924946.0,30108271.0,15062884.0,3888914.0,-7713924.0,20144039.0,74400000.0,101300000.0,77900000.0,39800000.0,33700000.0,23400000.0,19000000.0,15700000.0,16300000.0,14400000.0
,grossProfitRatio,0.205338296691886,0.180409339577591,0.179506322005622,0.141876984074713,0.193628382688596,0.187046832666753,0.17677066178538,0.200305019948236,0.205744441085122,0.616811981317498,0.676681027234363,0.773150918638026,0.788834027144595,0.695696930946292,0.532182337010237,0.541924961833724,0.530582014721941,0.516776425623475,0.516161494318504,0.369503019539308,0.305261749037428,0.214406982799188,0.115355538331307,0.0571669977947783,0.0148146759245976,-0.0336836237655337,0.105187101481718,0.331846565566459,0.873275862068966,0.807253886010363,0.538565629228687,0.53577106518283,0.484472049689441,0.549132947976879,0.603846153846154,0.75462962962963,0.757894736842105
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,27510000.0,21956000.0,23313000.0,24631000.0,28934000.0,27619000.0,24440000.0,18440000.0,17859000.0,194411000.0,197932000.0,0.0,201970000.0,242799000.0,217724000.0,230188069.0,221753230.0,194262576.0,193468402.0,183311769.0,161173931.0,155743681.0,156337681.0,158893943.0,161107773.0,144197420.0,112724843.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12970000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,53908000.0,44737000.0,44819000.0,49297000.0,42319000.0,56191000.0,55706000.0,37597000.0,32492000.0,219504000.0,246564000.0,12970000.0,250278000.0,288667000.0,502864000.0,472890984.0,449316417.0,400285619.0,370007162.0,342855099.0,307910147.0,303768310.0,306634798.0,317537272.0,320486938.0,286084675.0,224395561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,566673000.0,533881000.0,545979000.0,570466000.0,536574000.0,654805000.0,773031000.0,503225000.0,465953000.0,422066000.0,408067000.0,117216000.0,347317000.0,479039000.0,779762000.0,734872881.0,695194153.0,621160500.0,566017929.0,557693809.0,512592029.0,519670915.0,537530649.0,565963544.0,579102180.0,522809707.0,395758263.0,197200000.0,88500000.0,73700000.0,56000000.0,48400000.0,37100000.0,24900000.0,19400000.0,15700000.0,14900000.0
,interestExpense,0.0,1052000.0,0.0,175000.0,0.0,19000.0,446000.0,208000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,110381000.0,100932000.0,101329000.0,103905000.0,105580000.0,111848000.0,109629000.0,69649000.0,57821000.0,57226000.0,61949000.0,58730000.0,58730000.0,46109000.0,48478000.0,47351247.0,38228334.0,29628157.0,26533937.0,20378720.0,17000927.0,16284550.0,16215587.0,18107708.0,16751384.0,13571284.0,15065539.0,20100000.0,8700000.0,7100000.0,5200000.0,4200000.0,2700000.0,2100000.0,1800000.0,1600000.0,1700000.0
,EBITDA,188970000.0,163866000.0,166153000.0,140775000.0,181943000.0,193388000.0,207953000.0,148681000.0,137613000.0,163783000.0,153398000.0,137694000.0,170952000.0,192670000.0,-139391000.0,-115602461.0,-133173072.0,-134446032.0,-134367895.0,-196570063.0,-200973839.0,-228558814.0,-260310940.0,-284366680.0,-299846640.0,-280227315.0,-189185983.0,47100000.0,36200000.0,29900000.0,23100000.0,18700000.0,13900000.0,11800000.0,8400000.0,7500000.0,5800000.0
