date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,584438000.0,-204087000.0,716195000.0,401962000.0,522750000.0,497726000.0,498045000.0,399420000.0,506332000.0,598810000.0,479630000.0,123512000.0,-613739000.0,407792000.0,388331000.0,253609000.0,207504000.0,25700000.0,-610482000.0,-73826000.0,357931000.0,124200000.0,145800000.0,163700000.0,202700000.0,202500000.0,111900000.0,81600000.0,44800000.0,8700000.0,10100000.0,3200000.0
,depreciationAndAmortization,189058000.0,189790000.0,186384000.0,153599000.0,159195000.0,155754000.0,156048000.0,131141000.0,115350000.0,103482000.0,77352000.0,67027000.0,69286000.0,90252000.0,70980000.0,58024000.0,65675000.0,73913000.0,78783000.0,132157000.0,99478000.0,78600000.0,55100000.0,47100000.0,39500000.0,35200000.0,29800000.0,19900000.0,14700000.0,12700000.0,12500000.0,10500000.0
,deferredIncomeTax,29713000.0,-50288000.0,1236000.0,38412000.0,28130000.0,5833000.0,-25744000.0,273000.0,-5414000.0,-11377000.0,17133000.0,19313000.0,-88212000.0,8661000.0,-9433000.0,21920000.0,44732000.0,12187000.0,-7935000.0,-21619000.0,-30348000.0,-11300000.0,19700000.0,-9800000.0,10300000.0,14200000.0,8200000.0,4700000.0,14100000.0,1300000.0,2100000.0,1300000.0
,stockBasedCompensation,35288000.0,41070000.0,46238000.0,39122000.0,39825000.0,47274000.0,41930000.0,36923000.0,34546000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-245984000.0,-549872000.0,356682000.0,833691000.0,497180000.0,-64267000.0,-89238000.0,478734000.0,-260574000.0,323073000.0,235209000.0,129976000.0,-224615000.0,210510000.0,205915000.0,-175549000.0,232122000.0,257681000.0,-553059000.0,-768933000.0,1360134000.0,137500000.0,261900000.0,159800000.0,56000000.0,349300000.0,339600000.0,160000000.0,42200000.0,95700000.0,-14900000.0,22900000.0
,accountsReceivables,-541427000.0,338849000.0,-1007308000.0,-1122598000.0,-636944000.0,-68990000.0,-521613000.0,-572886000.0,-318689000.0,-193492000.0,-805637000.0,2302000.0,269655000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,244325000.0,383058000.0,-618875000.0,-379835000.0,-403980000.0,-42790000.0,-210789000.0,-21277000.0,-62383000.0,105150000.0,-497294000.0,286626000.0,85489000.0,116657000.0,-119612000.0,11707000.0,-97083000.0,46755000.0,240986000.0,1435804000.0,-958622000.0,-15600000.0,-33500000.0,-94100000.0,-8500000.0,-288300000.0,-73400000.0,-53100000.0,8600000.0,-100000.0,-2800000.0,21300000.0
,accountsPayables,760883000.0,-521575000.0,936423000.0,816602000.0,582165000.0,33398000.0,628697000.0,446814000.0,406874000.0,-465603000.0,799142000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,4022016000.0,4268000000.0,4817872000.0,4461190000.0,3627499000.0,3130319000.0,3194586000.0,3283824000.0,2805090000.0,3065664000.0,2742591000.0,2507382000.0,2377406000.0,2602021000.0,2391511000.0,2185596000.0,2361145000.0,2129023000.0,1871342000.0,2424401000.0,3193334000.0,1833200000.0,1695700000.0,1433800000.0,1274000000.0,1218000000.0,868700000.0,529100000.0,369100000.0,326900000.0,231200000.0,246100000.0
,otherNonCashItems,5059000.0,10659000.0,9198000.0,5704000.0,5972000.0,62199000.0,32010000.0,69135000.0,24953000.0,32363000.0,12889000.0,78948000.0,54388000.0,-7687000.0,-53433000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2700000.0,4000000.0,-3900000.0,7400000.0,0.0,0.0,1100000.0,1800000.0,-100000.0
,netCashProvidedByOperatingActivites,1359843000.0,857995000.0,272690000.0,124557000.0,355806000.0,655079000.0,673301000.0,450691000.0,675033000.0,120883000.0,220772000.0,849855000.0,619799000.0,850743000.0,120840000.0,402548000.0,187506000.0,291558000.0,667872000.0,1677752000.0,-336447000.0,-33500000.0,43600000.0,-14200000.0,308600000.0,-114100000.0,125200000.0,41700000.0,71500000.0,15100000.0,26700000.0,38600000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-123585000.0,-143191000.0,-135336000.0,-203949000.0,-164695000.0,-154800000.0,-122505000.0,-116162000.0,-112224000.0,-113941000.0,-112254000.0,-121516000.0,-158688000.0,-138834000.0,-66078000.0,-33179000.0,0.0,-32046000.0,-51747000.0,-64355000.0,-80164000.0,-84200000.0,-59000000.0,-29300000.0,-28600000.0,-42300000.0,-22800000.0,-16800000.0,-3500000.0,-3800000.0,-6000000.0,-3900000.0
,acquisitionsNet,0.0,-13000000.0,-300000000.0,-4000000.0,-65000000.0,-515000000.0,-163000000.0,-368000000.0,-282000000.0,-533000000.0,-587000000.0,-170000000.0,-333000000.0,-527000000.0,-176000000.0,-161000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3000000.0,-15000000.0,0.0,0.0,0.0,0.0,0.0,0.0,-230456000.0,-452587000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,2008000.0,40542000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389056000.0,294511000.0,763000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
