Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Depreciation & Amortization,6101591.8958,3409159.6131,1740244.7804,501001.3865
Stock-based compensation,7282054.9928,16044740.0242,0.0,0.0
Operating Cash Flow,272786685.9624,515334189.8428,156692152.6278,-29562008.9354
Capital Expenditure,-12096092.6194,-13735036.2757,-4291432.6854,-2703435.5261
Acquisitions and disposals,0.0,-5150846.4329,2015838.7329,0.0
Investment purchases and sales,-196571490.5933,-351549425.6348,-96228653.7077,-14426282.5451
Investing Cash flow,-209408538.3502,-370435308.3434,-98504247.6602,-20373132.029
Issuance (repayment) of debt,3375542.6918,0.0,-2879769.6184,3081189.3391
Issuance (buybacks) of shares,-63423010.1302,253509975.8162,0.0,0.0
Dividend payments,0.0,0.0,0.0,0.0
Financing Cash Flow,76714471.78,322390114.873,63167890.5688,52079032.5065
Effect of forex changes on cash,6074819.1027,-2334492.1403,358963.2829,198582.6529
Net cash flow / Change in cash,146167438.4949,464954504.2322,121714758.8193,2342474.195
Free Cash Flow,260690593.343,501599153.5671,152400719.9424,-32265444.4616
Net Cash/Marketcap,0.8055,0.2442,0.2442,0.2442
