date,,2021-01-02_FY,2019-12-28_FY,2018-12-29_FY,2017-12-30_FY,2016-12-31_FY,2016-01-02_FY,2014-12-27_FY,2013-12-28_FY,2012-12-29_FY,2011-12-31_FY,2011-01-01_FY,2010-01-02_FY,2009-01-03_FY,2007-12-29_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-7268000.0,-12452000.0,-17120000.0,-13420000.0,-11231000.0,-20527000.0,-15381000.0,-10766000.0,-13981000.0,0.0,-15115000.0,-12913000.0,-15214000.0,-7413000.0,5068000.0,-2347000.0,-974000.0
,depreciationAndAmortization,147000.0,172000.0,254000.0,280000.0,287000.0,349000.0,882000.0,1476000.0,1987000.0,2242000.0,2287000.0,2267000.0,2399000.0,1392000.0,904000.0,1031000.0,867000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4529000.0,-2899000.0,31000.0,-682000.0,218000.0
,stockBasedCompensation,763000.0,989000.0,737000.0,1217000.0,1475000.0,1770000.0,2012000.0,1669000.0,1891000.0,1620000.0,1482000.0,1485000.0,1277000.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-8168000.0,-4637000.0,2443000.0,-5407000.0,1062000.0,4071000.0,-2740000.0,-470000.0,-6655000.0,85000.0,4310000.0,-8960000.0,-5050000.0,-18194000.0,42865000.0,-2429000.0,-6971000.0
,accountsReceivables,-1008000.0,-755000.0,80000.0,-1256000.0,-1116000.0,375000.0,3775000.0,-1457000.0,7965000.0,-4983000.0,-2213000.0,-2356000.0,9859000.0,0.0,0.0,0.0,0.0
,inventory,298000.0,-550000.0,1159000.0,-945000.0,-1502000.0,222000.0,740000.0,4760000.0,-1323000.0,-1548000.0,-2277000.0,-403000.0,1504000.0,10812000.0,-12657000.0,526000.0,2704000.0
,accountsPayables,-3807000.0,-363000.0,3375000.0,2092000.0,729000.0,-658000.0,162000.0,428000.0,-2938000.0,-102000.0,1907000.0,2111000.0,-4911000.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-2726000.0,5442000.0,10079000.0,7636000.0,13043000.0,11981000.0,7910000.0,10650000.0,11120000.0,17775000.0,17690000.0,13380000.0,22340000.0,27390000.0,45584000.0,2719000.0,5148000.0
,otherNonCashItems,6392000.0,4443000.0,3118000.0,6285000.0,-12387000.0,5003000.0,8826000.0,4070000.0,9799000.0,-11371000.0,-8368000.0,11498000.0,9689000.0,41190000.0,-58653000.0,-181000.0,293000.0
,netCashProvidedByOperatingActivites,-8134000.0,-11485000.0,-10568000.0,-11045000.0,-20794000.0,-9334000.0,-6401000.0,-4021000.0,-6959000.0,-7424000.0,-15404000.0,-6623000.0,-2370000.0,14076000.0,-9785000.0,-4608000.0,-6567000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-43000.0,-83000.0,-74000.0,-94000.0,-346000.0,-366000.0,-141000.0,-119000.0,-1698000.0,-744000.0,-942000.0,-173000.0,-1158000.0,0.0,0.0,-484000.0,-557000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6268000.0,-2500000.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2395000.0,-13902000.0,-6404000.0,-63253000.0,-6769000.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415000.0,0.0,1264000.0,5517000.0,15170000.0,23613000.0,46598000.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,5000.0,3000.0,34000.0,43000.0,0.0,0.0,345000.0,0.0,1000.0,241000.0,1816000.0,61000.0
,netCashUsedForInvestingActivites,-43000.0,-83000.0,-74000.0,-94000.0,-346000.0,-361000.0,-138000.0,330000.0,-1655000.0,520000.0,2180000.0,1440000.0,16051000.0,-22922000.0,-9028000.0,1332000.0,-496000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-441000.0,-389000.0,-345000.0,-371000.0,-305000.0,-10784000.0,-197000.0,-1029000.0,-4492000.0,-2224000.0,-4273000.0,-13337000.0,-96951000.0,0.0,0.0,0.0,0.0
,commonStockIssued,12174000.0,6352000.0,15762000.0,7224000.0,10330000.0,10544000.0,10276000.0,1157000.0,5183000.0,1891000.0,16210000.0,0.0,0.0,310000.0,39651000.0,3000.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,1254000.0,669000.0,2357000.0,1530000.0,907000.0,18579000.0,799000.0,2509000.0,5143000.0,3562000.0,5555000.0,13248000.0,91302000.0,-15257000.0,9184000.0,3467000.0,5915000.0
,netCashUsedProvidedByFinancingActivities,12987000.0,6632000.0,17774000.0,8383000.0,10932000.0,18339000.0,10878000.0,2637000.0,5834000.0,3229000.0,17492000.0,-89000.0,-5649000.0,-14947000.0,48835000.0,3470000.0,5915000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
