Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31
Revenue,3771133000.0,2854996000.0,2389998000.0,3481914000.0,5069762000.0,4600734000.0,4043907000.0,3797427000.0,2817191000.0
Revenue Growth,0.320889066044226,0.194559995447695,-0.313596487449144,-0.313199712333636,0.101946341605492,0.137695303081896,0.0649071068383935,0.347948009204914,
Cost of Revenue,3478763000.0,2630913000.0,2200326000.0,3209266000.0,4755031000.0,4474742000.0,3922352000.0,3638717000.0,2676301000.0
Gross Profit,292370000.0,224083000.0,189672000.0,272648000.0,314731000.0,125992000.0,121555000.0,158710000.0,140890000.0
R&D Expenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG&A Expense,80799000.0,87582000.0,84257000.0,94403000.0,76420000.0,53580000.0,46449000.0,46292000.0,40625000.0
Operating Expenses,169458000.0,159866000.0,150139000.0,165871000.0,4912069000.0,120871000.0,105168000.0,98846000.0,92258000.0
Operating Income,122912000.0,64217000.0,39533000.0,106777000.0,157693000.0,5121000.0,16387000.0,59864000.0,48632000.0
Interest Expense,38931000.0,31345000.0,27533000.0,27367000.0,29651000.0,28695000.0,23960000.0,24049000.0,21897000.0
Earnings before Tax,84851000.0,33319000.0,12274000.0,80164000.0,120470000.0,-15772000.0,-15627000.0,46208000.0,26009000.0
Income Tax Expense,5032000.0,3822000.0,2108000.0,1816000.0,5509000.0,5097000.0,-2796000.0,16636000.0,10288000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,79819000.0,29497000.0,10166000.0,78348000.0,122814000.0,-27500000.0,-12831000.0,29572000.0,15721000.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income Com,79819000.0,29497000.0,10166000.0,78348000.0,122814000.0,-27500000.0,-12831000.0,29572000.0,15721000.0
EPS,3.16,1.13,0.38,3.65,5.84,0.0,,,
EPS Diluted,3.16,1.13,0.38,3.65,5.84,0.0,,,
Weighted Average Shs Out,22728218.0,22208964.0,11202427.0,10975941.0,10131928.0,0.0,20143940.0,,
Weighted Average Shs Out (Dil),22728218.0,22208964.0,11202427.0,10975941.0,10131928.0,0.0,20143940.0,,
Dividend per Share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross Margin,0.0775284244814,0.0784880259027,0.0793607358667,0.0783040592042,0.0620800345263,0.0273851954927,0.0301,0.0418,0.05
EBITDA Margin,0.0423856703012,0.0341779813352,0.027089562418,0.0375282100592,0.0355310564875,0.00525046655599,0.006,0.022,0.022
EBIT Margin,0.032592857372,0.0224928511283,0.016541018026,0.0306661795782,0.0311046159563,0.00111308326019,0.0021,0.0185,0.017
Profit Margin,0.0211657875763,0.0103317132493,0.00425356004482,0.0225014173239,0.0242248058193,-0.00597730709926,-0.003,0.008,0.006
Free Cash Flow margin,0.0375828696575,0.00353310477493,0.0484343501543,0.0783230142962,-0.000594899721131,-0.0220690872369,0.0385,-0.0135,0.0055
EBITDA,159842000.0,97578000.0,64744000.0,130670000.0,180134000.0,24156000.0,23147000.0,83049000.0,60931000.0
EBIT,122912000.0,64217000.0,39533000.0,106777000.0,157693000.0,5121000.0,8333000.0,70257000.0,47906000.0
Consolidated Income,79819000.0,29497000.0,10166000.0,78348000.0,122814000.0,-27500000.0,-12831000.0,29572000.0,15721000.0
Earnings Before Tax Margin,0.0225001345749,0.011670419153,0.0051355691511,0.0230229695507,0.0237624566992,-0.00342814863889,-0.0039,0.0122,0.0092
Net Profit Margin,0.0211657875763,0.0103317132493,0.00425356004482,0.0225014173239,0.0242248058193,-0.00597730709926,-0.0032,0.0078,0.0056
