Date,2018-12-31,2017-12-31,2016-12-31
Depreciation & Amortization,16000.0,13000.0,11000.0
Stock-based compensation,843000.0,833000.0,1378000.0
Operating Cash Flow,-4551000.0,-7533000.0,-6926000.0
Capital Expenditure,0.0,-1000.0,-48000.0
Acquisitions and disposals,0.0,0.0,0.0
Investment purchases and sales,0.0,0.0,-294000.0
Investing Cash flow,0.0,-1000.0,-342000.0
Issuance (repayment) of debt,0.0,0.0,961000.0
Issuance (buybacks) of shares,11426000.0,1542000.0,614000.0
Dividend payments,0.0,0.0,0.0
Financing Cash Flow,10041000.0,1542000.0,1575000.0
Effect of forex changes on cash,0.0,0.0,0.0
Net cash flow / Change in cash,5490000.0,-5992000.0,-5693000.0
Free Cash Flow,-4551000.0,-7534000.0,-6974000.0
Net Cash/Marketcap,,,
