Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Depreciation & Amortization,62000000.0,65832000.0,,
Stock-based compensation,5407000.0,9196000.0,,
Operating Cash Flow,107155000.0,119602000.0,199000.0,-2164000.0
Capital Expenditure,-57952000.0,-125964000.0,-156653000.0,-336922000.0
Acquisitions and disposals,0.0,0.0,0.0,0.0
Investment purchases and sales,0.0,0.0,,
Investing Cash flow,-57952000.0,-125964000.0,0.0,1256000.0
Issuance (repayment) of debt,-105000000.0,0.0,68060000.0,189850000.0
Issuance (buybacks) of shares,-852000.0,-1603000.0,-53000.0,-489000.0
Dividend payments,0.0,0.0,0.0,0.0
Financing Cash Flow,-106360000.0,-1978000.0,0.0,-69000.0
Effect of forex changes on cash,0.0,0.0,24000.0,855000.0
Net cash flow / Change in cash,-57157000.0,-8340000.0,223000.0,-122000.0
Free Cash Flow,49203000.0,-6362000.0,,
Net Cash/Marketcap,-0.0617,-0.1426,-0.0987,10.1934
