date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,5906957000.0,3986433000.0,2128787000.0,1949655000.0,2036817000.0,1589665000.0,841286000.0,321000000.0,-60000000.0,-674201534.625,-55487490.76176,-9427453.58893
,depreciationAndAmortization,0.0,950506000.0,889733000.0,1117201000.0,1012610000.0,583830000.0,360900000.0,55700000.0,28600000.0,8603058.84,684439.95566,282132.5468
,deferredIncomeTax,0.0,0.0,-115705000.0,-153872000.0,-89375000.0,-36298000.0,-218727000.0,-68400000.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,0.0,688083000.0,97623000.0,102531000.0,68508000.0,46766000.0,36790447000.0,12456263000.0,0.0,464636864.07,0.0,0.0
,changeInWorkingCapital,0.0,5008302000.0,1723422000.0,-2963741000.0,-1121749000.0,-835855000.0,1921086000.0,2119300000.0,616700000.0,195362097.81,-6590005.4165,-399375.96309
,accountsReceivables,0.0,4165302000.0,0.0,0.0,0.0,-43096000.0,-21941959000.0,3791431000.0,-18000000.0,-17459447.175,-6207760.89328,-2980772.69048
,inventory,0.0,-2625892000.0,0.0,0.0,0.0,45377000.0,35585311000.0,33883024000.0,-458000000.0,-402421014.285,-56188499.00218,-10261301.38371
,accountsPayables,0.0,1681114000.0,0.0,0.0,0.0,99319000.0,448569630000.0,283392054000.0,-651000000.0,501018673.875,48067744.58326,7178996.48193
,otherWorkingCapital,0.0,-285532000.0,200668000.0,1023386000.0,-374000.0,-1957000.0,494014868000.0,208143203000.0,0.0,97698967.44,14663436.09172,1334339.46178
,otherNonCashItems,0.0,302059000.0,1114826000.0,1089230000.0,1037160000.0,694697000.0,446810000.0,258800000.0,118300000.0,27987.105,4848.44522,0.0
,netCashProvidedByOperatingActivites,0.0,12290183000.0,5745748000.0,981251000.0,2831413000.0,1915086000.0,3262662000.0,2687000000.0,703900000.0,8213080.875,-43599666.85502,-9328440.90594
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,-3303176000.0,-2519673000.0,-2197773000.0,-1967645000.0,-2183228000.0,-1588160384.357,-134834164.61544,-77269775.32866,-60286725.6,-10076309.4671,-629663.58182
,acquisitionsNet,0.0,0.0,0.0,-1000000.0,-15000000.0,-6000000.0,-112500000000.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,-3271105000.0,0.0,0.0,0.0,-855229000.0,-1018196176000.0,-615243570000.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,2500340000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,129547000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-89401447.59,-20746.83536,-5605.77979
,netCashUsedForInvestingActivites,0.0,-8240560000.0,-6693812000.0,-2032606000.0,-1669002000.0,-2937309000.0,-4120262615.60196,-1944700484.51088,-519421357.15984,-149668199.46,-10097056.30246,-635269.36161
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,-8055547000.0,0.0,0.0,0.0,0.0,-13214473000.0,0.0,0.0,-29957578.2,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18167515.275,6.63262,0.0
,commonStockRepurchased,0.0,0.0,3947000.0,5616306000.0,-193619000.0,-650197000.0,3836110000.0,568000000.0,396700000.0,-11548687.5,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,-20830000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1104613.89,60603708.1164,11841120.74197
,netCashUsedProvidedByFinancingActivities,0.0,-6256700000.0,586968000.0,7169824000.0,-393128000.0,-539134000.0,3851383513.6805,559951861.71312,313155652.39288,419748413.61,60603714.74902,11841120.74197
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,-112110000.0,177576000.0,-6054000.0,15910000.0,94990000.0,-96928000.0,10200000.0,6300000.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,0.0,-2319187000.0,-183520000.0,6112415000.0,785193000.0,-1466367000.0,2764487000.0,1292500000.0,501700000.0,275557572.795,5461106.96202,1880851.78138
,cashAtEndOfPeriod,0.0,7719285000.0,9790371000.0,10221992000.0,4109577000.0,3324384000.0,4790487000.0,2067500000.0,784700000.0,282540779.73,7369444.38842,1964549.2828
,cashAtBeginningOfPeriod,0.0,10038472000.0,9973891000.0,4109577000.0,3324384000.0,4790751000.0,2026000000.0,775000000.0,283000000.0,6983206.935,1908337.4264,83697.50142
,operatingCashFlow,0.0,12290183000.0,5745748000.0,981251000.0,2831413000.0,1915086000.0,3262662000.0,2687000000.0,703900000.0,8213080.875,-43599666.85502,-9328440.90594
,capitalExpenditure,0.0,-4277673000.0,-3593960000.0,-2474450000.0,-2172408000.0,-337032000.0,-256027300000.0,-22248981000.0,-78100000.0,-60286725.6,-10076309.4671,-629663.58182
