Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31,2010-12-31
Cash and cash equivalents,28802000.0,29000000.0,21329000.0,21000000.0,29983000.0,30000000.0,20812000.0,21000000.0,22326000.0,22000000.0,30919000.0,11783000.0,21301000.0
Short-term investments,0.0,1000000.0,0.0,000000.0,2200000.0,000000.0,0.0,000000.0,540179000.0,000000.0,561860000.0,577915000.0,0.0
Cash and short-term investments,28802000.0,1000000.0,21329000.0,000000.0,32183000.0,000000.0,20812000.0,000000.0,22326000.0,000000.0,30919000.0,11783000.0,21301000.0
Receivables,619200000.0,619000000.0,678184000.0,678000000.0,716537000.0,717000000.0,0.0,703000000.0,103200000.0,643000000.0,96900000.0,81300000.0,0.0
Inventories,821683000.0,822000000.0,876837000.0,877000000.0,922162000.0,922000000.0,926809000.0,927000000.0,830295000.0,830000000.0,767206000.0,741507000.0,684091000.0
Total current assets,1512729000.0,262000000.0,1608450000.0,555000000.0,1695992000.0,567000000.0,1680190000.0,690000000.0,1525255000.0,591000000.0,1487003000.0,1460598000.0,1365406000.0
Property Plant & Equipment Net,132793000.0,133000000.0,128251000.0,128000000.0,133751000.0,134000000.0,138217000.0,138000000.0,143050000.0,143000000.0,143523000.0,129438000.0,135301000.0
Goodwill and Intangible Assets,86594000.0,86000000,381596000.0,382000000,395768000.0,395000000,510000000.0,510000000,422313000.0,423000000,424418000.0,384346000.0,390022000.0
Long-term investments,0.0,4000000.0,0.0,5000000.0,0.0,5000000.0,9575000.0,5000000.0,14063000.0,4000000.0,10368000.0,10184000.0,0.0
Tax assets,8662000.0,9000000.0,3423000.0,000000.0,3412000.0,000000.0,2881000.0,000000.0,40553000.0,000000.0,49940000.0,0.0,0.0
Total non-current assets,261521000.0,582000000.0,555056000.0,700000000.0,566867000.0,830000000.0,690027000.0,835000000.0,590939000.0,623000000.0,588201000.0,534284000.0,543257000.0
Total assets,1774250000.0,1774000000.0,2163506000.0,2164000000.0,2262859000.0,2263000000.0,2370217000.0,2370000000.0,2116194000.0,2116000000.0,2075204000.0,1994882000.0,1908663000.0
Payables,500883000.0,501000000.0,484602000.0,485000000.0,531949000.0,532000000.0,485241000.0,485000000.0,476113000.0,476000000.0,495278000.0,499265000.0,421566000.0
Short-term debt,6079000.0,6000000.0,28000.0,0000000.0,51000.0,0000000.0,851000.0,1000000.0,373000.0,0000000.0,150000000.0,361800.0,6800000.0
Total current liabilities,696878000.0,697000000.0,682434000.0,682000000.0,709472000.0,709000000.0,678884000.0,679000000.0,668017000.0,668000000.0,700506000.0,692837000.0,614753000.0
Long-term debt,492044000.0,492000000.0,608941000.0,609000000.0,716264000.0,716000000.0,713058000.0,713000000.0,533324000.0,533000000.0,524376000.0,496757000.0,435000000.0
Total debt,498123000.0,492000000.0,608969000.0,609000000.0,716315000.0,716000000.0,713909000.0,713000000.0,533697000.0,533000000.0,674376000.0,497118800.0,441800000.0
Deferred revenue,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Tax Liabilities,2945000.0,7000000.0,3830000.0,10000000.0,3350000.0,12000000.0,3205000.0,21000000.0,3108000.0,33000000.0,3134000.0,3374000.0,0.0
Deposit Liabilities,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Total non-current liabilities,518255000.0,582000000.0,637880000.0,700000000.0,747113000.0,830000000.0,851456000.0,835000000.0,641317000.0,623000000.0,655212000.0,616090000.0,534312000.0
Total liabilities,1279336000.0,1279000000.0,1382400000.0,1382000000.0,1539125000.0,1539000000.0,1514099000.0,1514000000.0,1290680000.0,1291000000.0,1337112000.0,1290203000.0,1149065000.0
Other comprehensive income,0.0,-51000000.0,0.0,-46000000.0,0.0,-58000000.0,0.0,-63000000.0,0.0,-40000000.0,0.0,0.0,0.0
Retained earnings (deficit),1219309000.0,1219000000.0,1507057000.0,1507000000.0,1463821000.0,1464000000.0,1541675000.0,1542000000.0,1444238000.0,1444000000.0,1343437000.0,1253118000.0,1170831000.0
Total shareholders equity,494914000.0,495000000.0,781106000.0,781000000.0,723734000.0,724000000.0,856118000.0,856000000.0,825514000.0,826000000.0,738092000.0,704679000.0,759598000.0
Investments,0.0,4000000.0,0.0,5000000.0,2200000.0,5000000.0,9575000.0,5000000.0,554242000.0,4000000.0,572228000.0,588099000.0,0.0
Net Debt,469321000.0,469000000,587640000.0,588000000,686332000.0,686000000,693097000.0,693000000,511371000.0,511000000,643457000.0,485335800.0,420499000.0
Other Assets,0.0,47000000,0.0,72000000,0.0,59000000,0.0,67000000,0.0,50000000,0.0,0.0,0.0
Other Liabilities,64203000.0,40000000,62086000.0,40000000,82540000.0,53000000,0.0,50000000,0.0,29000000,0.0,0.0,0.0
