date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,26752000.0,-22722000.0,-39128000.0,-74865000.0,-94176000.0,-27255000.0,-17917000.0,-16197000.0
,depreciationAndAmortization,61550000.0,15483000.0,110908000.0,594000.0,655000.0,171000.0,187000.0,169000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,21910000.0,16528000.0,13778000.0,7945000.0,5787000.0,2209000.0,22000.0,62000.0
,changeInWorkingCapital,-15518000.0,5569000.0,-53610000.0,-30983000.0,44528000.0,94372000.0,-11564000.0,-634000.0
,accountsReceivables,-10367000.0,4993000.0,-68231000.0,-7840000.0,-2129000.0,0.0,0.0,0.0
,inventory,-8270000.0,-1826000.0,219000.0,-497000.0,-1316000.0,0.0,0.0,0.0
,accountsPayables,3769000.0,-5903000.0,6465000.0,-3422000.0,5569000.0,1298000.0,990000.0,-822000.0
,otherWorkingCapital,38437000.0,53955000.0,48386000.0,101996000.0,132979000.0,88451000.0,-5921000.0,5643000.0
,otherNonCashItems,9029000.0,313000.0,19281000.0,-34000.0,-34000.0,-28000.0,-20000.0,-9000.0
,netCashProvidedByOperatingActivites,93942000.0,27783000.0,169390000.0,-67018000.0,-75053000.0,-21567000.0,-17947000.0,-16530000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-5546000.0,-6438000.0,-5477000.0,-990000.0,-477000.0,-362000.0,-8000.0,-206000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,-3000000.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-373772000.0,-6438000.0,-24354000.0,-990000.0,-2977000.0,-362000.0,-8000.0,-206000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-49000000.0,0.0,0.0,-2667000.0,-2667000.0,-1345000.0,-90000.0,-105000.0
,commonStockIssued,758.0,0.0,0.0,34338000.0,137340000.0,72029000.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,-30000.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-2255000.0,-822000.0,-132560000.0,-68000.0,0.0,-16000.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,286474000.0,2041000.0,-117197000.0,33480000.0,135558000.0,115992000.0,12038000.0,12351000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,6644000.0,23386000.0,27839000.0,-34528000.0,57528000.0,94063000.0,-5917000.0,-4385000.0
,cashAtEndOfPeriod,176663000.0,170019000.0,146633000.0,118697000.0,153225000.0,95697000.0,1634000.0,7551000.0
,cashAtBeginningOfPeriod,170019000.0,146633000.0,118794000.0,153225000.0,95697000.0,1634000.0,7551000.0,11936000.0
,operatingCashFlow,93942000.0,27783000.0,169390000.0,-67018000.0,-75053000.0,-21567000.0,-17947000.0,-16530000.0
,capitalExpenditure,-373772000.0,-6438000.0,-24354000.0,-990000.0,-2977000.0,-362000.0,-8000.0,-206000.0
,freeCashFlow,-279830000.0,21345000.0,145036000.0,-68008000.0,-78030000.0,-21929000.0,-17955000.0,-16736000.0
