date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-669500000.0,43900000.0,93519000.0,473463000.0,109310000.0,686000.0,-233195000.0,-794339000.0,211971000.0,242351000.0,-59467000.0,-264948000.0,-153323000.0,160053000.0,327088000.0,120930000.0,71484000.0,51471000.0,30863000.0,23758000.0,11992000.0,6700000.0,7500000.0,2300000.0,5500000.0,5000000.0,2800000.0,1300000.0
,depreciationAndAmortization,366000.0,414200000.0,268990000.0,267062000.0,271214000.0,259461000.0,178981000.0,298326000.0,245348000.0,211476000.0,212387000.0,194436000.0,185258000.0,160926000.0,135312000.0,78224000.0,71310000.0,73251000.0,39749000.0,34537000.0,13594000.0,8700000.0,5700000.0,4000000.0,1400000.0,900000.0,700000.0,600000.0
,deferredIncomeTax,-118000.0,21100000.0,-26680000.0,-517906000.0,8736000.0,57236000.0,-72278000.0,-224983000.0,44983000.0,21560000.0,-2204000.0,-146408000.0,-91098000.0,18265000.0,14394000.0,-28673000.0,18184000.0,31764000.0,10454000.0,6959000.0,1444000.0,1000000.0,400000.0,-100000.0,200000.0,0.0,500000.0,100000.0
,stockBasedCompensation,14000.0,14900000.0,12034000.0,7780000.0,6871000.0,8223000.0,10666000.0,22809000.0,28609000.0,24330000.0,25954000.0,28360000.0,26857000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,1487800000.0,-202022000.0,68199000.0,8074000.0,48247000.0,-135785000.0,-196905000.0,159871000.0,-1928000.0,215025000.0,-733768000.0,72375000.0,626988000.0,-177463000.0,21259000.0,-31059000.0,93387000.0,-98752000.0,23446000.0,-13544000.0,-1045000.0,-9300000.0,-13300000.0,15700000.0,700000.0,0.0,100000.0,400000.0
,accountsReceivables,-16000.0,27000000.0,-1731000.0,-9186000.0,-5911000.0,710000.0,10046000.0,5034000.0,1887000.0,-6064000.0,-1338000.0,-16091000.0,12853000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-6000.0,4400000.0,-6080000.0,-342000.0,-7500000.0,2113000.0,2028000.0,-2175000.0,1334000.0,397000.0,477000.0,-5292000.0,-350000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,1225000000.0,-262800000.0,-60778000.0,-128977000.0,-137051000.0,-185298000.0,-49513000.0,147392000.0,-12479000.0,-10551000.0,-225576000.0,508192000.0,435817000.0,-191171000.0,-13708000.0,-34967000.0,-3908000.0,-97295000.0,1457000.0,-21989000.0,-8445000.0,-7400000.0,1900000.0,15200000.0,-500000.0,0.0,0.0,0.0
,otherNonCashItems,0.0,115100000.0,8326000.0,120000.0,8477000.0,6599000.0,6040000.0,13136000.0,6898000.0,0.0,0.0,0.0,0.0,25465000.0,42580000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,0.0,200000.0
,netCashProvidedByOperatingActivites,338000.0,703900000.0,352794000.0,459079000.0,404823000.0,398982000.0,220001000.0,440802000.0,507189000.0,567365000.0,493178000.0,338246000.0,420463000.0,431219000.0,281809000.0,150475000.0,195454000.0,154942000.0,100854000.0,85833000.0,42059000.0,22500000.0,11900000.0,10700000.0,7900000.0,5900000.0,4100000.0,2600000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,16000.0,-202300000.0,-174161000.0,-100761000.0,-100310000.0,-249845000.0,-228145000.0,-199913000.0,-472985000.0,-293081000.0,-362955000.0,-289551000.0,-344894000.0,-361155000.0,-408883000.0,-121135000.0,-68957000.0,-57482000.0,-88902000.0,-41511000.0,-27295000.0,-13200000.0,-22300000.0,-47400000.0,-54300000.0,-4000000.0,-2900000.0,-400000.0
,acquisitionsNet,-3000.0,-1371000000.0,-1365000000.0,-129000000.0,-87000000.0,-450000000.0,-119000000.0,0.0,-709000000.0,9000000.0,-56000000.0,-9000000.0,0.0,-265000000.0,0.0,-1828000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,-5100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100398000.0,-63632000.0,0.0,-47286000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6870000.0,0.0,0.0,0.0,50602000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,-1400000.0,15360000.0,7958000.0,89671000.0,-129658000.0,-29093000.0,-232202000.0,24625000.0,32837000.0,-30224000.0,-4443000.0,0.0,0.0,104136000.0,-30020000.0,3112000.0,-112000.0,-6786000.0,7535000.0,-107000.0,-16600000.0,0.0,-200000.0,-1500000.0,0.0,3700000.0,-200000.0
,netCashUsedForInvestingActivites,-233700000.0,-607500000.0,-1423104000.0,-221608000.0,-79288000.0,-781005000.0,-375536000.0,-414957000.0,-1188487000.0,-338802000.0,-736758000.0,-262659000.0,-391498000.0,-611617000.0,-302341000.0,-1978672000.0,-65404000.0,-320953000.0,-102433000.0,-216335000.0,-230281000.0,-29800000.0,-22300000.0,-47600000.0,-55800000.0,-4000000.0,800000.0,-600000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
