date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY
,revenue,131042000.0,134212000.0,122086000.0,104714000.0,91480000.0,87987000.0,84645000.0,85004000.0,100712000.0,99958000.0,123523000.0,130184000.0,124787000.0,100453000.0,99906000.0,102148000.0,94273000.0,91603000.0,82758000.0,71802000.0,57893000.0,56394000.0,56300000.0,48100000.0,37800000.0,35300000.0,31700000.0,29800000.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,104215000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,56317000.0,53678000.0,52599000.0,46156000.0,38208000.0,37668000.0,39898000.0,43033000.0,42404000.0,43613000.0,41746000.0,44964000.0,44525000.0,38108000.0,35878000.0,35645000.0,33603000.0,34099000.0,29410000.0,24606000.0,21734000.0,20660000.0,20700000.0,18000000.0,12400000.0,12300000.0,11000000.0,10500000.0
,SellingAndMarketingExpenses,298000.0,1225000.0,1567000.0,1505000.0,1633000.0,1340000.0,1278000.0,1225000.0,1309000.0,1106000.0,1461000.0,1256000.0,2013000.0,1567000.0,2054000.0,1719000.0,1060000.0,0.0,0.0,0.0,0.0,0.0,1100000.0,1100000.0,1000000.0,800000.0,900000.0,700000.0
,otherExpenses,-3999000.0,-2662000.0,-734000.0,-802000.0,-919000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,0.0,100000000.0,95000000.0,84000000.0,77000000.0,73000000.0,81000000.0,88000000.0,112000000.0,128000000.0,218000000.0,287000000.0,179000000.0,155000000.0,137000000.0,107000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,interestExpense,12464000.0,18835000.0,16678000.0,12626000.0,9938000.0,9076000.0,10984000.0,13786000.0,15735000.0,21473000.0,28068000.0,45513000.0,68413000.0,87143000.0,70830000.0,46224000.0,29039000.0,25468000.0,28009000.0,35290000.0,35816000.0,29154000.0,32200000.0,31100000.0,24700000.0,24100000.0,17200000.0,17000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,494000.0,539000.0,387000.0,96000.0,16000.0,2386000.0,1177000.0,2099000.0,1402000.0,847000.0,1129000.0,1167000.0,7175000.0,6581000.0,7531000.0,7232000.0,7124000.0,7269000.0,2535000.0,3337000.0,2931000.0,2475000.0,5000000.0,1900000.0,2200000.0,2200000.0,1200000.0,2400000.0
,EBITDA,37902000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,EBITDARatio,0.289235512278506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,37408000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingIncomeRatio,0.285465728545047,0.386381247578458,0.35987746342742,0.327577974291881,0.267861827721906,0.276870446770546,0.187807903597377,0.13932285539504,-0.00071490984192549,-0.0650073030672883,-0.540636156829093,-0.853876052356664,0.113369181084568,0.326441221267658,0.33557544091446,0.404266358616909,0.419685381816639,0.373099134307828,0.373341550061625,0.368875518787778,0.335532793256525,0.322516579777991,0.284191829484902,0.282744282744283,0.362433862433862,0.342776203966006,0.315457413249211,0.278523489932886
,totalOtherIncomeExpensesNet,3645000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTax,37408000.0,51857000.0,43936000.0,34302000.0,24504000.0,24361000.0,15897000.0,11843000.0,-72000.0,-6498000.0,-66781000.0,-111161000.0,14147000.0,32792000.0,33526000.0,41295000.0,39565000.0,34177000.0,30897000.0,26486000.0,19425000.0,18188000.0,16000000.0,13600000.0,13700000.0,12100000.0,10000000.0,8300000.0
,incomeBeforeTaxRatio,0.285465728545047,0.386381247578458,0.35987746342742,0.327577974291881,0.267861827721906,0.276870446770546,0.187807903597377,0.13932285539504,-0.00071490984192549,-0.0650073030672883,-0.540636156829093,-0.853876052356664,0.113369181084568,0.326441221267658,0.33557544091446,0.404266358616909,0.419685381816639,0.373099134307828,0.373341550061625,0.368875518787778,0.335532793256525,0.322516579777991,0.284191829484902,0.282744282744283,0.362433862433862,0.342776203966006,0.315457413249211,0.278523489932886
,incomeTaxExpense,9583000.0,12402000.0,9924000.0,19164000.0,8820000.0,8976000.0,5761000.0,-70242000.0,0.0,0.0,41868000.0,-45573000.0,2323000.0,8820000.0,9870000.0,13612000.0,13278000.0,12069000.0,10751000.0,9263000.0,5954000.0,5780000.0,5000000.0,4000000.0,4100000.0,3300000.0,2700000.0,1700000.0
,netIncome,27825000.0,39455000.0,34012000.0,15138000.0,15684000.0,15385000.0,10136000.0,82085000.0,-72000.0,-6498000.0,-108649000.0,-65588000.0,11824000.0,23972000.0,23656000.0,27683000.0,26287000.0,22108000.0,20146000.0,17223000.0,13471000.0,12408000.0,11000000.0,9600000.0,9600000.0,8800000.0,7300000.0,6600000.0
,netIncomeRatio,0.212336502800629,0.293975203409531,0.278590501777436,0.144565196630823,0.171447310887626,0.174855376362417,0.119747179396302,0.965660439508729,-0.00071490984192549,-0.0650073030672883,-0.879585178468787,-0.503809992011307,0.0947534598956622,0.238638965486347,0.236782575621084,0.271008732427458,0.278839116183849,0.241345807451721,0.243432659078276,0.239867970251525,0.232687889727601,0.220023406745398,0.19538188277087,0.1995841995842,0.253968253968254,0.24929178470255,0.230283911671924,0.221476510067114
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,0.930880772790621,1.32,1.14,0.51,0.531075753466265,0.521935523508454,0.46,5.88848471788107,-0.00511574806304989,-0.463483386495786,-8.03,-4.74726159193368,0.87,1.92,1.77,2.05,1.96,1.57,1.355,1.117528,0.858771,0.765019,0.678767,0.59064,0.615015,0.562514,0.077064,0.069189
,EPSDiluted,0.930880772790621,1.3,1.12,0.5,0.525622047250956,0.517489462017484,0.46,5.81914135604248,-0.00506783437078472,-0.456935611738899,-8.03,-4.71418069368061,0.86,1.89,1.75,2.03,1.94,1.555,1.345,1.113778,0.858771,0.765019,0.676892,0.588765,0.615015,0.562514,0.077064,0.069189
,weightedAverageShsOut,29559026.0,29891046.0,29728308.0,29600702.0,29532510.0,29476821.0,25771739.0,13939919.0,14074188.0,14019920.0,14095517.0,13815965.0,13584381.0,12485417.0,13364972.0,13503902.0,13411735.0,14081529.0,14867897.0,15411695.0,15686362.0,16219202.0,16264953.0,16261940.0,15666733.0,15667374.0,14282666.0,14282666.0
,weightedAverageShsOutDil,29559026.0,30416348.0,30308935.0,30038417.0,29838931.0,29730074.0,25771739.0,14106033.0,14207252.0,14220822.0,14095517.0,13912916.0,13689214.0,12683598.0,13517714.0,13636946.0,13550000.0,14217363.0,14978439.0,15463586.0,15686362.0,16219202.0,16264953.0,16305325.0,15666733.0,15667374.0,14282666.0,14282666.0
