date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,21220000.0,17934000.0,22943000.0,17177000.0,10590000.0,7758000.0,3915000.0,3202000.0,2571000.0,2143000.0,6013000.0,1598000.0,-3314000.0,-2934000.0,-1172000.0,55000.0,927000.0
,depreciationAndAmortization,8395000.0,5416000.0,4324000.0,4055000.0,3591000.0,3394000.0,3334000.0,2793000.0,2234000.0,2037000.0,1376000.0,1419000.0,1593000.0,1394000.0,1308000.0,1208000.0,967000.0
,deferredIncomeTax,-328000.0,824000.0,-2152000.0,300000.0,140000.0,-384000.0,-72000.0,287000.0,287000.0,1109000.0,0.0,224000.0,249000.0,639000.0,-6000.0,182000.0,0.0
,stockBasedCompensation,3022000.0,2642000.0,2349000.0,2256000.0,1680000.0,1424000.0,1302000.0,1253000.0,1213000.0,1097000.0,967000.0,985000.0,801000.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,863000.0,-13886000.0,-1649000.0,-1623000.0,369000.0,-689000.0,-3898000.0,-2790000.0,-2705000.0,-4237000.0,-427000.0,445000.0,-525000.0,-1979000.0,-1220000.0,-2141000.0,-700000.0
,accountsReceivables,-939000.0,-1301000.0,-1283000.0,-1507000.0,-922000.0,-1879000.0,-654000.0,-1247000.0,-640000.0,-174000.0,-973000.0,-486000.0,-353000.0,0.0,0.0,0.0,0.0
,inventory,-2609000.0,-11335000.0,-4262000.0,-1352000.0,-134000.0,608000.0,-2711000.0,-2168000.0,-3725000.0,-998000.0,-1735000.0,164000.0,1473000.0,-1800000.0,-780000.0,-1769000.0,167000.0
,accountsPayables,4322000.0,-596000.0,4314000.0,1524000.0,-103000.0,2617000.0,-1086000.0,861000.0,1357000.0,-3170000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,69118000.0,71241000.0,74259000.0,67122000.0,48545000.0,47816000.0,38547000.0,31505000.0,30737000.0,33148000.0,32522000.0,33002000.0,30183000.0,31721000.0,38263000.0,5722000.0,5296000.0
,otherNonCashItems,182000.0,171000.0,-7503000.0,106000.0,0.0,0.0,138000.0,57000.0,0.0,-3000.0,-1381000.0,503000.0,976000.0,1045000.0,481000.0,33000.0,331000.0
,netCashProvidedByOperatingActivites,34800000.0,14179000.0,19506000.0,22868000.0,16896000.0,11438000.0,5512000.0,5388000.0,4722000.0,3170000.0,7052000.0,5440000.0,581000.0,-1826000.0,-526000.0,-1202000.0,1682000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-2982000.0,-3761000.0,-3054000.0,-6417000.0,-2841000.0,-2273000.0,-1174000.0,-2733000.0,-1209000.0,-2021000.0,-2471000.0,-577000.0,-624000.0,-1393000.0,-969000.0,-1013000.0,-1563000.0
,acquisitionsNet,0.0,-21000000.0,-5000000.0,0.0,-14000000.0,-1000000.0,-7000000.0,-3000000.0,-4000000.0,0.0,-3000000.0,-1000000.0,-1000000.0,-5000000.0,0.0,0.0,0.0
,purchasesOfInvestments,-2205000.0,-22699000.0,-19619000.0,-22541000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4323000.0,-12094000.0,-15689000.0,0.0,-300000.0
,salesMaturitiesOfInvestments,22900000.0,23600000.0,20500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,803000.0,4566000.0,14909000.0,9402000.0,295000.0,300000.0,0.0
,otherInvestingActivites,-70604000.0,-240000.0,118000.0,0.0,-370000.0,-207000.0,426000.0,-455000.0,11000.0,199000.0,-567000.0,-807000.0,51000.0,-103000.0,433000.0,-669000.0,-1044000.0
,netCashUsedForInvestingActivites,-52891000.0,-24100000.0,-7055000.0,-28958000.0,-17211000.0,-3480000.0,-7748000.0,-6188000.0,-5198000.0,-1822000.0,-5235000.0,2182000.0,9013000.0,-9188000.0,-15930000.0,-1382000.0,-2907000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-26000000.0,0.0,0.0,0.0,0.0,0.0,-1133000.0,0.0,0.0,-469000.0,0.0,0.0,-262000.0,0.0,0.0,0.0,0.0
,commonStockIssued,5971000.0,4856000.0,2969000.0,5500000.0,1442000.0,4836000.0,10834000.0,1219000.0,359000.0,69000.0,132000.0,202000.0,304000.0,245000.0,35852000.0,3115000.0,2216000.0
,commonStockRepurchased,-570000.0,-683000.0,-741000.0,-778000.0,-311000.0,-266000.0,-211000.0,-373000.0,-2021000.0,-2213000.0,-2516000.0,-686000.0,-66000.0,-82000.0,-159000.0,-561000.0,-84000.0
,dividendsPaid,-7695000.0,-6736000.0,-5445000.0,-4179000.0,-3323000.0,-2845000.0,-2308000.0,-1838000.0,-1518000.0,-1237000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,60449000.0,-2059000.0,-1199000.0,-463000.0,-385000.0,-646000.0,-520000.0,31000.0,23000.0,50000.0,49000.0,108000.0,0.0,-153000.0,-4522000.0,-66000.0,-774000.0
,netCashUsedProvidedByFinancingActivities,32155000.0,-4622000.0,-4416000.0,80000.0,-2577000.0,1079000.0,6662000.0,-961000.0,-3157000.0,-3800000.0,-2335000.0,-376000.0,-24000.0,10000.0,31171000.0,2488000.0,1358000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
